"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,11,"1/conv1","2_2/1/relu2_2_expand",10,"1/conv1-1/conv1_bn-1/relu1-2_1/1/conv2_1_dwise-2_1/1/conv2_1_dwise_bn-2_1/1/relu2_1_dwise-2_1/2/conv2_1_linear-2_1/2/conv2_1_linear_bn-2_2/1/conv2_2_expand-2_2/1/conv2_2_expand_bn-2_2/1/relu2_2_expand","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise",10579.,10663.4,11267.,"{11267., 10656., 10805., 10773., 10705., 10727., 10619., 10610., 10627., 10724., 10614., 10698., 10698., 10612., 10626., 10645., 10642., 10698., 10792., 10677., 10649., 10579., 10651., 10626., 10621., 10608., 10692., 10660., 10593., 10591., 10638., 10725., 10741., 10726., 10670., 10677., 10632., 10638., 10688., 10588., 10650., 10717., 10675., 10592., 10595., 10677., 10716., 10721., 10707., 10627.}"
12,22,"2_2/2/conv2_2_dwise","3_1/2/relu3_1_dwise",10,"2_2/2/conv2_2_dwise-2_2/2/conv2_2_dwise_bn-2_2/2/relu2_2_dwise-2_2/3/conv2_2_linear-2_2/3/conv2_2_linear_bn-3_1/1/conv3_1_expand-3_1/1/conv3_1_expand_bn-3_1/1/relu3_1_expand-3_1/2/conv3_1_dwise-3_1/2/conv3_1_dwise_bn-3_1/2/relu3_1_dwise","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",12724.,12916.2667,13419.,"{13419., 13212., 13043., 12907., 13032., 12948., 12879., 12873., 12948., 12980., 12869., 13020., 12930., 12881., 12933., 12868., 12945., 12861., 12993., 12979., 12872., 13036., 12915., 12838., 12911., 12932., 13061., 12901., 13043., 13008., 12916., 13019., 12910., 12875., 12929., 13094., 12972., 12884., 12979., 12794., 12745., 12785., 12724., 12823., 12727., 12852., 12764., 12734., 12761., 12788.}"
23,23,"3_1/3/conv3_1_linear","3_1/3/conv3_1_linear",0,"3_1/3/conv3_1_linear","Convolution","Convolution","Convolution",144.,146.13330000000002,218.,"{218., 154., 148., 147., 146., 146., 145., 146., 146., 147., 160., 147., 146., 145., 145., 144., 145., 145., 144., 144., 146., 145., 144., 145., 146., 144., 145., 184., 161., 169., 162., 161., 160., 172., 163., 148., 146., 146., 145., 145., 145., 146., 146., 145., 145., 145., 146., 145., 145., 146.}"
24,24,"3_1/3/conv3_1_linear_bn","3_1/3/conv3_1_linear_bn",0,"3_1/3/conv3_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",63.,63.7333,90.,"{90., 69., 66., 65., 65., 64., 63., 64., 64., 64., 63., 64., 63., 63., 64., 65., 63., 64., 64., 64., 63., 63., 64., 65., 63., 63., 63., 64., 63., 63., 63., 64., 64., 64., 64., 64., 64., 63., 63., 63., 64., 64., 63., 65., 64., 64., 64., 63., 64., 64.}"
25,35,"3_1/4","4_1/1/conv4_1_expand_bn",10,"3_1/4-3_2/1/conv3_2_expand-3_2/1/conv3_2_expand_bn-3_2/1/relu3_2_expand-3_2/2/conv3_2_dwise-3_2/2/conv3_2_dwise_bn-3_2/2/relu3_2_dwise-3_2/3/conv3_2_linear-3_2/3/conv3_2_linear_bn-4_1/1/conv4_1_expand-4_1/1/conv4_1_expand_bn","Threading","BatchNormalization","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization",3242.,3312.4333,3892.,"{3892., 3387., 3254., 3358., 3309., 3278., 3376., 3283., 3248., 3354., 3293., 3279., 3370., 3285., 3264., 3364., 3319., 3263., 3375., 3290., 3286., 3361., 3303., 3282., 3378., 3287., 3260., 3368., 3299., 3285., 3374., 3307., 3282., 3384., 3301., 3264., 3376., 3303., 3264., 3344., 3299., 3262., 3367., 3314., 3242., 3351., 3311., 3257., 3359., 3320.}"
36,36,"4_1/1/relu4_1_expand","4_1/1/relu4_1_expand",0,"4_1/1/relu4_1_expand","Elementwise","Elementwise","Elementwise",190.,191.13330000000002,211.,"{211., 194., 193., 192., 192., 190., 192., 190., 191., 191., 191., 190., 191., 191., 208., 192., 191., 192., 191., 191., 191., 191., 191., 191., 191., 191., 191., 191., 191., 191., 191., 190., 192., 191., 206., 192., 191., 201., 192., 191., 191., 191., 191., 191., 191., 191., 191., 190., 191., 191.}"
37,37,"4_1/2/conv4_1_dwise","4_1/2/conv4_1_dwise",0,"4_1/2/conv4_1_dwise","Convolution","Convolution","Convolution",1985.,2007.4,2324.,"{2324., 2258., 2072., 2072., 2022., 2012., 2017., 2010., 2055., 1997., 1986., 1999., 1985., 2051., 1990., 1997., 1987., 2010., 2043., 2008., 1990., 2009., 1993., 2045., 1988., 2001., 1990., 1996., 2043., 2003., 1986., 1998., 1989., 2062., 1985., 2013., 1989., 2001., 2060., 2000., 1988., 1998., 1987., 2078., 1989., 2022., 1987., 2034., 2053., 2003.}"
38,38,"4_1/2/conv4_1_dwise_bn","4_1/2/conv4_1_dwise_bn",0,"4_1/2/conv4_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",111.,112.2333,134.,"{134., 117., 114., 113., 113., 112., 113., 111., 112., 113., 113., 112., 112., 120., 113., 112., 112., 112., 113., 112., 112., 113., 112., 112., 124., 114., 112., 112., 112., 112., 112., 112., 112., 112., 112., 113., 112., 112., 112., 112., 112., 113., 112., 112., 113., 112., 112., 112., 112., 112.}"
39,39,"4_1/2/relu4_1_dwise","4_1/2/relu4_1_dwise",0,"4_1/2/relu4_1_dwise","Elementwise","Elementwise","Elementwise",191.,192.20000000000002,212.,"{212., 195., 192., 192., 193., 192., 192., 192., 192., 192., 193., 192., 191., 192., 192., 192., 191., 192., 191., 192., 192., 192., 192., 207., 193., 192., 191., 192., 191., 191., 191., 191., 191., 193., 192., 192., 202., 193., 192., 193., 192., 192., 192., 205., 194., 193., 192., 193., 193., 193.}"
40,40,"4_1/3/conv4_1_linear","4_1/3/conv4_1_linear",0,"4_1/3/conv4_1_linear","Convolution","Convolution","Convolution",88.,90.03330000000001,170.,"{170., 95., 91., 89., 89., 89., 89., 89., 88., 89., 89., 88., 89., 89., 89., 89., 88., 88., 88., 88., 88., 89., 88., 101., 90., 88., 89., 88., 88., 88., 120., 100., 100., 99., 99., 99., 99., 99., 99., 99., 99., 88., 88., 88., 88., 88., 88., 89., 89., 89.}"
41,41,"4_1/3/conv4_1_linear_bn","4_1/3/conv4_1_linear_bn",0,"4_1/3/conv4_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",41.,41.3333,60.,"{60., 45., 43., 41., 41., 41., 41., 42., 42., 41., 41., 52., 42., 41., 41., 41., 41., 42., 41., 41., 42., 42., 41., 41., 50., 42., 42., 42., 41., 41., 42., 41., 41., 42., 41., 41., 41., 41., 42., 41., 41., 42., 41., 42., 41., 41., 42., 41., 41., 41.}"
42,42,"4_1/4","4_1/4",0,"4_1/4","Threading","Threading","Threading",40.,41.066700000000004,58.,"{58., 45., 42., 42., 42., 41., 52., 42., 41., 41., 41., 41., 41., 42., 41., 41., 41., 41., 41., 42., 41., 41., 41., 41., 41., 41., 42., 41., 41., 41., 40., 41., 41., 41., 41., 41., 41., 41., 41., 42., 41., 41., 41., 41., 41., 41., 41., 41., 41., 42.}"
43,43,"4_2/1/conv4_2_expand","4_2/1/conv4_2_expand",0,"4_2/1/conv4_2_expand","Convolution","Convolution","Convolution",190.,245.9333,316.,"{242., 195., 193., 193., 192., 192., 190., 190., 191., 190., 223., 210., 209., 316., 280., 276., 264., 253., 248., 248., 249., 248., 250., 246., 250., 249., 250., 248., 247., 250., 247., 258., 249., 248., 249., 248., 248., 248., 249., 248., 246., 248., 248., 250., 248., 249., 261., 249., 248., 292.}"
44,44,"4_2/1/conv4_2_expand_bn","4_2/1/conv4_2_expand_bn",0,"4_2/1/conv4_2_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",165.,165.66670000000002,188.,"{188., 167., 165., 166., 166., 165., 165., 166., 165., 165., 165., 165., 166., 172., 165., 166., 165., 166., 165., 166., 165., 182., 166., 166., 166., 166., 166., 166., 165., 166., 165., 166., 165., 165., 166., 166., 165., 167., 165., 166., 165., 166., 166., 166., 178., 167., 165., 166., 166., 165.}"
45,45,"4_2/1/relu4_2_expand","4_2/1/relu4_2_expand",0,"4_2/1/relu4_2_expand","Elementwise","Elementwise","Elementwise",186.,189.70000000000002,217.,"{217., 189., 189., 188., 187., 187., 203., 187., 187., 187., 187., 186., 199., 191., 191., 191., 192., 191., 191., 192., 197., 186., 187., 187., 187., 187., 201., 187., 187., 187., 196., 186., 187., 186., 187., 187., 187., 187., 186., 215., 214., 194., 203., 194., 194., 208., 194., 193., 200., 190.}"
46,46,"4_2/2/conv4_2_dwise","4_2/2/conv4_2_dwise",0,"4_2/2/conv4_2_dwise","Convolution","Convolution","Convolution",1947.,1981.1000000000001,2242.,"{2242., 2198., 2027., 1989., 1972., 2001., 2022., 1995., 1960., 1970., 1959., 2017., 1980., 1970., 1957., 1972., 2013., 2005., 1961., 1969., 1961., 2012., 2003., 1968., 1958., 1972., 2018., 2016., 1950., 1962., 1948., 2005., 2004., 1963., 1948., 1963., 1999., 2047., 1947., 1962., 1950., 2027., 2028., 1964., 1951., 1963., 1995., 2036., 1950., 1964.}"
47,47,"4_2/2/conv4_2_dwise_bn","4_2/2/conv4_2_dwise_bn",0,"4_2/2/conv4_2_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",99.,99.7333,120.,"{120., 101., 100., 99., 100., 99., 100., 100., 100., 100., 99., 113., 101., 99., 100., 100., 100., 100., 100., 100., 100., 99., 100., 99., 99., 99., 100., 99., 100., 99., 100., 99., 100., 99., 102., 99., 100., 99., 100., 99., 100., 100., 100., 99., 100., 100., 99., 100., 108., 99.}"
48,48,"4_2/2/relu4_2_dwise","4_2/2/relu4_2_dwise",0,"4_2/2/relu4_2_dwise","Elementwise","Elementwise","Elementwise",177.,178.76670000000001,199.,"{194., 179., 178., 178., 178., 178., 178., 178., 178., 178., 177., 177., 188., 178., 178., 199., 186., 181., 181., 180., 177., 177., 190., 182., 181., 181., 187., 189., 181., 181., 181., 190., 180., 187., 178., 177., 177., 177., 178., 177., 177., 177., 178., 177., 177., 178., 178., 177., 178., 178.}"
49,49,"4_2/3/conv4_2_linear","4_2/3/conv4_2_linear",0,"4_2/3/conv4_2_linear","Convolution","Convolution","Convolution",129.,132.16670000000002,197.,"{197., 134., 133., 143., 134., 132., 131., 130., 132., 132., 132., 131., 131., 131., 130., 131., 131., 130., 131., 131., 130., 129., 131., 131., 131., 131., 131., 132., 132., 131., 131., 130., 143., 133., 130., 131., 138., 149., 145., 145., 144., 145., 144., 144., 142., 130., 131., 131., 131., 132.}"
50,50,"4_2/3/conv4_2_linear_bn","4_2/3/conv4_2_linear_bn",0,"4_2/3/conv4_2_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",52.,53.,74.,"{74., 55., 53., 53., 53., 53., 53., 54., 53., 53., 53., 54., 53., 53., 53., 53., 53., 53., 53., 53., 53., 53., 53., 53., 53., 54., 53., 52., 53., 53., 53., 53., 69., 53., 53., 53., 53., 54., 53., 52., 52., 53., 53., 52., 54., 53., 53., 53., 53., 53.}"
51,61,"4_2/4","4_4/1/conv4_4_expand_bn",10,"4_2/4-4_3/1/conv4_3_expand-4_3/1/conv4_3_expand_bn-4_3/1/relu4_3_expand-4_3/2/conv4_3_dwise-4_3/2/conv4_3_dwise_bn-4_3/2/relu4_3_dwise-4_3/3/conv4_3_linear-4_3/3/conv4_3_linear_bn-4_4/1/conv4_4_expand-4_4/1/conv4_4_expand_bn","Threading","BatchNormalization","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization",1448.,1473.9333000000001,2867.,"{2867., 1498., 1525., 1540., 1453., 1450., 1490., 1452., 1472., 1591., 1453., 1468., 1463., 1449., 1476., 1491., 1561., 1450., 1448., 1466., 1464., 1471., 1553., 1525., 1480., 1458., 1460., 1471., 1465., 1570., 1492., 1458., 1464., 1453., 1452., 1473., 1572., 1459., 1476., 1453., 1482., 1453., 1568., 1559., 1453., 1468., 1481., 1456., 1460., 1566.}"
62,62,"4_4/1/relu4_4_expand","4_4/1/relu4_4_expand",0,"4_4/1/relu4_4_expand","Elementwise","Elementwise","Elementwise",101.,102.2667,125.,"{125., 107., 104., 103., 103., 103., 103., 109., 104., 103., 102., 105., 104., 104., 102., 103., 102., 101., 102., 102., 102., 102., 102., 103., 102., 102., 103., 102., 102., 102., 102., 103., 101., 102., 102., 102., 102., 101., 102., 101., 102., 102., 102., 102., 102., 102., 115., 102., 102., 101.}"
63,63,"4_4/2/conv4_4_dwise","4_4/2/conv4_4_dwise",0,"4_4/2/conv4_4_dwise","Convolution","Convolution","Convolution",1047.,1060.3333,1241.,"{1241., 1189., 1123., 1048., 1069., 1048., 1048., 1047., 1070., 1052., 1078., 1156., 1063., 1051., 1049., 1072., 1051., 1052., 1052., 1063., 1151., 1082., 1053., 1065., 1053., 1054., 1058., 1052., 1051., 1120., 1125., 1051., 1051., 1050., 1063., 1062., 1052., 1052., 1095., 1122., 1052., 1071., 1053., 1054., 1052., 1063., 1060., 1076., 1153., 1061.}"
64,64,"4_4/2/conv4_4_dwise_bn","4_4/2/conv4_4_dwise_bn",0,"4_4/2/conv4_4_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",73.,74.2667,97.,"{97., 79., 76., 75., 74., 75., 75., 75., 75., 74., 74., 75., 75., 74., 74., 74., 74., 74., 75., 74., 73., 74., 74., 74., 74., 74., 74., 74., 74., 74., 73., 74., 75., 74., 74., 74., 74., 73., 74., 74., 75., 74., 74., 75., 75., 74., 74., 88., 76., 75.}"
65,65,"4_4/2/relu4_4_dwise","4_4/2/relu4_4_dwise",0,"4_4/2/relu4_4_dwise","Elementwise","Elementwise","Elementwise",102.,103.30000000000001,136.,"{126., 108., 105., 104., 103., 103., 103., 103., 103., 103., 103., 103., 136., 126., 109., 105., 103., 103., 103., 103., 103., 102., 103., 103., 116., 104., 103., 103., 103., 112., 110., 103., 103., 103., 103., 104., 103., 106., 106., 103., 103., 103., 103., 103., 104., 103., 103., 104., 102., 103.}"
66,66,"4_4/3/conv4_4_linear","4_4/3/conv4_4_linear",0,"4_4/3/conv4_4_linear","Convolution","Convolution","Convolution",92.,94.83330000000001,158.,"{158., 101., 103., 94., 93., 93., 93., 93., 93., 93., 121., 105., 104., 103., 104., 103., 102., 103., 104., 121., 92., 107., 96., 95., 95., 93., 93., 93., 92., 93., 92., 94., 93., 93., 93., 93., 94., 94., 93., 94., 93., 93., 93., 94., 93., 92., 94., 94., 94., 95.}"
67,67,"4_4/3/conv4_4_linear_bn","4_4/3/conv4_4_linear_bn",0,"4_4/3/conv4_4_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",36.,36.033300000000004,53.,"{53., 40., 37., 36., 36., 36., 36., 36., 36., 37., 36., 49., 37., 37., 36., 36., 37., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36.}"
68,68,"4_4/4","4_4/4",0,"4_4/4","Threading","Threading","Threading",33.,33.5,48.,"{48., 36., 35., 34., 34., 33., 33., 34., 34., 33., 33., 34., 34., 34., 34., 34., 34., 34., 33., 34., 33., 33., 33., 34., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 35., 34., 34., 34., 34., 34., 34., 33., 33.}"
69,69,"4_5/1/conv4_5_expand","4_5/1/conv4_5_expand",0,"4_5/1/conv4_5_expand","Convolution","Convolution","Convolution",106.,109.2667,183.,"{183., 114., 109., 109., 107., 106., 107., 107., 106., 106., 108., 112., 108., 109., 108., 122., 110., 108., 107., 107., 116., 120., 121., 121., 121., 120., 119., 119., 118., 122., 108., 107., 106., 108., 108., 106., 107., 106., 106., 107., 107., 109., 107., 108., 106., 109., 108., 107., 123., 109.}"
70,70,"4_5/1/conv4_5_expand_bn","4_5/1/conv4_5_expand_bn",0,"4_5/1/conv4_5_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",72.,73.,95.,"{95., 78., 74., 73., 75., 74., 73., 72., 73., 73., 72., 73., 73., 72., 72., 73., 73., 73., 72., 73., 73., 73., 73., 73., 73., 73., 73., 72., 73., 73., 72., 73., 73., 73., 73., 72., 73., 73., 73., 72., 73., 73., 73., 87., 74., 73., 73., 72., 73., 73.}"
71,71,"4_5/1/relu4_5_expand","4_5/1/relu4_5_expand",0,"4_5/1/relu4_5_expand","Elementwise","Elementwise","Elementwise",101.,102.,124.,"{124., 107., 104., 103., 102., 103., 102., 103., 102., 103., 102., 119., 104., 103., 103., 102., 102., 102., 102., 102., 103., 102., 101., 102., 102., 102., 101., 101., 101., 101., 101., 101., 102., 102., 102., 102., 102., 101., 101., 101., 102., 102., 102., 101., 101., 101., 101., 115., 103., 102.}"
72,72,"4_5/2/conv4_5_dwise","4_5/2/conv4_5_dwise",0,"4_5/2/conv4_5_dwise","Convolution","Convolution","Convolution",1050.,1062.3,1165.,"{1097., 1103., 1161., 1070., 1052., 1059., 1064., 1051., 1050., 1051., 1074., 1157., 1071., 1052., 1065., 1053., 1053., 1071., 1057., 1057., 1129., 1126., 1053., 1053., 1052., 1066., 1054., 1052., 1052., 1112., 1122., 1054., 1067., 1053., 1053., 1052., 1085., 1065., 1091., 1125., 1066., 1054., 1052., 1066., 1054., 1054., 1053., 1067., 1165., 1067.}"
73,73,"4_5/2/conv4_5_dwise_bn","4_5/2/conv4_5_dwise_bn",0,"4_5/2/conv4_5_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",72.,73.,96.,"{96., 80., 75., 74., 73., 74., 74., 73., 73., 74., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 72., 73., 72., 73., 73., 73., 73., 73., 73., 73., 72., 72., 72., 73., 72., 73., 72., 73., 73., 74., 73., 73., 73., 87.}"
74,74,"4_5/2/relu4_5_dwise","4_5/2/relu4_5_dwise",0,"4_5/2/relu4_5_dwise","Elementwise","Elementwise","Elementwise",100.,101.6667,125.,"{125., 107., 104., 102., 103., 102., 102., 102., 114., 104., 101., 102., 102., 102., 101., 102., 102., 102., 101., 101., 101., 102., 102., 102., 102., 102., 101., 101., 101., 101., 101., 101., 101., 101., 101., 101., 101., 101., 102., 102., 102., 102., 102., 102., 102., 101., 100., 100., 112., 102.}"
75,75,"4_5/3/conv4_5_linear","4_5/3/conv4_5_linear",0,"4_5/3/conv4_5_linear","Convolution","Convolution","Convolution",87.,89.30000000000001,154.,"{154., 123., 102., 99., 98., 99., 99., 99., 98., 98., 98., 114., 88., 88., 87., 88., 88., 88., 87., 87., 87., 88., 87., 88., 88., 88., 88., 89., 88., 88., 87., 87., 88., 87., 104., 91., 89., 88., 88., 90., 88., 88., 88., 88., 89., 88., 89., 88., 88., 87.}"
76,76,"4_5/3/conv4_5_linear_bn","4_5/3/conv4_5_linear_bn",0,"4_5/3/conv4_5_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",34.,37.7,49.,"{49., 36., 35., 35., 34., 34., 35., 34., 41., 38., 38., 38., 38., 37., 38., 38., 38., 38., 38., 38., 38., 37., 38., 38., 38., 37., 37., 37., 37., 37., 37., 38., 38., 38., 38., 38., 38., 38., 37., 38., 38., 38., 38., 37., 38., 38., 38., 38., 37., 37.}"
77,77,"4_5/4","4_5/4",0,"4_5/4","Threading","Threading","Threading",33.,33.6333,47.,"{47., 37., 34., 34., 34., 34., 34., 34., 34., 33., 33., 34., 33., 33., 33., 33., 33., 33., 34., 34., 34., 34., 33., 33., 34., 33., 33., 34., 34., 34., 34., 33., 33., 34., 34., 34., 33., 33., 33., 34., 34., 34., 34., 34., 34., 33., 33., 33., 33., 34.}"
78,78,"4_6/1/conv4_6_expand","4_6/1/conv4_6_expand",0,"4_6/1/conv4_6_expand","Convolution","Convolution","Convolution",105.,107.6333,214.,"{214., 132., 121., 119., 119., 122., 120., 118., 128., 108., 117., 107., 109., 108., 107., 107., 108., 107., 106., 106., 107., 107., 106., 107., 107., 105., 106., 107., 106., 105., 107., 105., 115., 107., 105., 105., 106., 106., 106., 105., 106., 105., 105., 106., 106., 131., 110., 108., 108., 107.}"
79,79,"4_6/1/conv4_6_expand_bn","4_6/1/conv4_6_expand_bn",0,"4_6/1/conv4_6_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization",72.,73.2667,96.,"{96., 79., 75., 73., 74., 74., 73., 74., 73., 73., 73., 87., 74., 73., 73., 74., 73., 74., 73., 83., 74., 74., 74., 74., 73., 74., 73., 73., 74., 74., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 73., 72., 73., 73., 73., 73., 73., 73., 73., 73.}"
80,80,"4_6/1/relu4_6_expand","4_6/1/relu4_6_expand",0,"4_6/1/relu4_6_expand","Elementwise","Elementwise","Elementwise",100.,101.5,124.,"{124., 107., 103., 105., 102., 103., 102., 103., 102., 102., 101., 102., 101., 101., 101., 101., 102., 101., 101., 101., 101., 101., 100., 101., 101., 101., 110., 103., 101., 101., 101., 102., 102., 101., 101., 100., 102., 101., 101., 112., 104., 102., 101., 102., 101., 102., 102., 102., 101., 102.}"
