"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,11,"conv1","2a/res2a_branch2b_relu",10,"conv1-bn_conv1-conv1_relu-pool1_pad-pool1-2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu","Convolution","Elementwise","List-List-List-List-List-List-List-List-List-List-List",1881.,1923.0667,2284.,103.,104.4,167.,7217.,7311.9667,7949.,5336.,5388.900000000001,5665.,7114.,7207.5667,7782.,"{2284., 2144., 1982., 1944., 2005., 1977., 1914., 1893., 1909., 1966., 2003., 1905., 1913., 1907., 1903., 1996., 1891., 1902., 1890., 1923., 1937., 1907., 1905., 1918., 1911., 1985., 1915., 1928., 1910., 1906., 1978., 1953., 1902., 1918., 1911., 1980., 1975., 1902., 1903., 1917., 1934., 1972., 1890., 1881., 1885., 1907., 1981., 1889., 1899., 1893.}","{167., 130., 113., 105., 113., 105., 115., 105., 105., 105., 105., 104., 105., 104., 104., 104., 104., 105., 104., 104., 104., 104., 104., 104., 105., 104., 104., 105., 105., 104., 104., 105., 104., 103., 104., 104., 104., 104., 104., 104., 104., 104., 104., 119., 105., 105., 105., 105., 104., 104.}","{7949., 7477., 7345., 7296., 7347., 7335., 7220., 7310., 7269., 7335., 7259., 7342., 7237., 7348., 7250., 7350., 7373., 7289., 7252., 7266., 7316., 7305., 7277., 7236., 7398., 7253., 7426., 7302., 7317., 7284., 7354., 7354., 7230., 7329., 7249., 7358., 7262., 7354., 7217., 7330., 7273., 7352., 7332., 7398., 7291., 7321., 7415., 7224., 7293., 7330.}"
2,12,"bn_conv1","2a/res2a_branch2c",10,"bn_conv1-conv1_relu-pool1_pad-pool1-2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c","BatchNormalization","Convolution","List-List-List-List-List-List-List-List-List-List-List",302.,304.6333,479.,235.,237.66670000000002,366.,5633.,5700.933300000001,6115.,5331.,5396.3,5636.,5398.,5463.2667,5749.,"{479., 448., 329., 306., 304., 303., 303., 302., 302., 302., 303., 302., 303., 311., 318., 306., 306., 305., 306., 304., 305., 305., 305., 305., 304., 304., 304., 313., 305., 305., 304., 304., 305., 305., 304., 304., 305., 304., 305., 304., 315., 305., 304., 304., 305., 304., 313., 304., 305., 305.}","{366., 256., 242., 238., 238., 238., 246., 281., 262., 263., 274., 248., 237., 235., 236., 256., 239., 238., 237., 237., 237., 235., 236., 236., 237., 237., 236., 237., 236., 236., 236., 250., 237., 236., 236., 235., 236., 238., 237., 236., 235., 236., 235., 235., 235., 235., 235., 236., 294., 265.}","{6115., 5846., 5831., 5671., 5752., 5793., 5687., 5807., 5660., 5655., 5644., 5708., 5830., 5669., 5793., 5654., 5653., 5710., 5701., 5793., 5662., 5769., 5691., 5657., 5644., 5706., 5808., 5666., 5755., 5691., 5646., 5634., 5686., 5776., 5689., 5764., 5651., 5668., 5676., 5679., 5741., 5678., 5754., 5633., 5691., 5638., 5668., 5763., 5690., 5726.}"
3,13,"conv1_relu","2a/bn2a_branch2c",10,"conv1_relu-pool1_pad-pool1-2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c","Elementwise","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",285.,285.5,395.,"","","",5434.,5499.400000000001,5767.,5149.,5213.900000000001,5372.,"","","","{383., 395., 304., 301., 287., 286., 286., 285., 286., 285., 285., 286., 285., 285., 286., 285., 285., 298., 287., 285., 285., 285., 285., 285., 285., 285., 285., 285., 285., 285., 293., 297., 286., 286., 285., 286., 285., 285., 286., 285., 286., 285., 286., 285., 286., 297., 287., 285., 285., 286.}","","{5767., 5694., 5584., 5666., 5477., 5491., 5489., 5506., 5562., 5479., 5563., 5458., 5569., 5475., 5511., 5472., 5499., 5517., 5469., 5584., 5434., 5519., 5446., 5554., 5473., 5474., 5454., 5491., 5544., 5527., 5550., 5461., 5575., 5462., 5463., 5451., 5448., 5502., 5479., 5598., 5464., 5510., 5462., 5577., 5458., 5477., 5435., 5503., 5548., 5495.}"
4,14,"pool1_pad","2a/res2a_branch1",10,"pool1_pad-pool1-2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1","Padding","Convolution","List-List-List-List-List-List-List-List-List-List-List",907.,912.8333,952.,236.,239.3667,364.,"","","","","","","","","","{941., 952., 916., 910., 911., 909., 926., 911., 909., 908., 922., 908., 919., 909., 919., 910., 909., 907., 908., 928., 911., 910., 913., 933., 912., 911., 912., 924., 911., 911., 911., 910., 929., 913., 920., 911., 927., 912., 911., 913., 911., 918., 912., 912., 910., 934., 911., 910., 911., 924.}","{364., 258., 241., 241., 238., 240., 255., 244., 248., 239., 238., 237., 238., 254., 241., 238., 238., 237., 237., 237., 237., 279., 265., 263., 263., 269., 237., 237., 237., 254., 240., 240., 238., 238., 237., 237., 238., 239., 237., 238., 237., 238., 237., 238., 237., 238., 252., 238., 236., 236.}",""
5,15,"pool1","2a/bn2a_branch1",10,"pool1-2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1","Pooling","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",1548.,1558.6000000000001,1631.,303.,304.,453.,"","","","","","","","","","{1589., 1580., 1552., 1566., 1550., 1581., 1550., 1616., 1568., 1549., 1631., 1550., 1548., 1567., 1562., 1570., 1552., 1551., 1584., 1553., 1558., 1558., 1550., 1569., 1615., 1551., 1562., 1558., 1563., 1550., 1549., 1574., 1551., 1588., 1550., 1549., 1562., 1566., 1565., 1549., 1557., 1564., 1550., 1548., 1575., 1551., 1570., 1550., 1548., 1562.}","{453., 442., 326., 306., 304., 304., 304., 304., 318., 306., 304., 304., 303., 304., 304., 304., 304., 303., 304., 303., 304., 315., 305., 303., 304., 304., 304., 303., 304., 303., 304., 303., 303., 304., 323., 305., 304., 305., 303., 304., 303., 304., 304., 303., 304., 308., 303., 314., 304., 303.}",""
6,16,"2a/res2a_branch2a","2a/res2a",10,"2a/res2a_branch2a-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1-2a/res2a","Convolution","Total","List-List-List-List-List-List-List-List-List-List-List",73.,73.6667,213.,457.,460.1333,663.,"","","","","","","","","","{213., 82., 76., 75., 76., 74., 74., 74., 74., 73., 73., 73., 73., 73., 86., 75., 73., 74., 74., 74., 74., 73., 73., 73., 73., 73., 73., 74., 74., 73., 73., 73., 74., 74., 74., 74., 74., 74., 73., 73., 73., 74., 74., 75., 74., 74., 73., 73., 74., 74.}","{663., 629., 525., 466., 460., 459., 473., 460., 460., 458., 458., 459., 458., 458., 470., 459., 457., 458., 468., 458., 457., 459., 458., 470., 459., 458., 459., 458., 457., 458., 458., 458., 473., 461., 461., 461., 460., 460., 460., 460., 481., 463., 462., 461., 461., 461., 461., 461., 461., 473.}",""
7,17,"2a/bn2a_branch2a","2a/res2a_relu",10,"2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1-2a/res2a-2a/res2a_relu","BatchNormalization","Elementwise","List-List-List-List-List-List-List-List-List-List-List","","","",285.,285.90000000000003,452.,"","","","","","","","","","","{452., 421., 311., 291., 286., 286., 287., 286., 285., 286., 285., 287., 286., 286., 298., 287., 285., 286., 285., 285., 285., 294., 286., 286., 286., 286., 285., 286., 296., 286., 285., 285., 285., 286., 286., 286., 286., 286., 285., 286., 285., 286., 297., 287., 286., 285., 285., 286., 285., 286.}",""
8,18,"2a/res2a_branch2a_relu","2b/res2b_branch2a",10,"2a/res2a_branch2a_relu-2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1-2a/res2a-2a/res2a_relu-2b/res2b_branch2a","Elementwise","Convolution","List-List-List-List-List-List-List-List-List-List-List",105.,106.9,151.,219.,224.60000000000002,344.,"","","","","","","","","","{151., 124., 108., 122., 108., 107., 107., 108., 108., 106., 107., 106., 107., 105., 107., 106., 107., 106., 108., 107., 108., 106., 108., 107., 106., 107., 107., 107., 107., 106., 107., 107., 106., 107., 106., 107., 107., 106., 105., 107., 118., 107., 108., 106., 106., 106., 108., 107., 106., 107.}","{344., 277., 256., 254., 254., 267., 227., 226., 226., 227., 229., 221., 220., 220., 219., 219., 219., 219., 219., 220., 219., 220., 219., 219., 219., 220., 220., 219., 238., 225., 224., 224., 225., 224., 223., 223., 224., 223., 224., 223., 223., 223., 223., 224., 224., 282., 253., 251., 249., 245.}",""
9,19,"2a/res2a_branch2b","2b/bn2b_branch2a",10,"2a/res2a_branch2b-2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1-2a/res2a-2a/res2a_relu-2b/res2b_branch2a-2b/bn2b_branch2a","Convolution","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",1728.,1765.,1984.,111.,111.83330000000001,146.,"","","","","","","","","","{1915., 1984., 1809., 1759., 1771., 1736., 1766., 1856., 1767., 1745., 1758., 1749., 1817., 1813., 1744., 1732., 1741., 1757., 1851., 1754., 1744., 1749., 1777., 1768., 1825., 1764., 1746., 1771., 1746., 1830., 1780., 1770., 1736., 1747., 1764., 1835., 1763., 1730., 1762., 1737., 1801., 1803., 1748., 1758., 1730., 1764., 1817., 1788., 1728., 1746.}","{146., 124., 113., 127., 114., 111., 112., 112., 112., 112., 111., 111., 111., 111., 111., 111., 112., 111., 111., 111., 112., 111., 111., 112., 113., 112., 112., 111., 112., 112., 112., 113., 111., 112., 111., 112., 113., 112., 127., 112., 113., 112., 112., 112., 112., 112., 112., 112., 112., 112.}",""
10,20,"2a/bn2a_branch2b","2b/res2b_branch2a_relu",10,"2a/bn2a_branch2b-2a/res2a_branch2b_relu-2a/res2a_branch2c-2a/bn2a_branch2c-2a/res2a_branch1-2a/bn2a_branch1-2a/res2a-2a/res2a_relu-2b/res2b_branch2a-2b/bn2b_branch2a-2b/res2b_branch2a_relu","BatchNormalization","Elementwise","List-List-List-List-List-List-List-List-List-List-List",112.,113.53330000000001,136.,104.,104.83330000000001,125.,"","","","","","","","","","{136., 118., 115., 114., 114., 113., 114., 113., 114., 113., 113., 113., 126., 115., 113., 114., 114., 114., 113., 113., 114., 113., 114., 113., 113., 112., 114., 113., 114., 114., 114., 114., 113., 113., 113., 113., 113., 114., 113., 114., 114., 114., 113., 112., 113., 113., 113., 126., 114., 114.}","{125., 109., 105., 105., 106., 105., 105., 106., 118., 106., 105., 105., 105., 105., 105., 104., 105., 104., 105., 105., 104., 105., 104., 104., 105., 105., 105., 105., 104., 105., 104., 104., 105., 105., 104., 105., 104., 105., 104., 105., 104., 104., 105., 105., 104., 114., 106., 105., 105., 104.}",""
