"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,5,"1/conv1","2_1/1/conv2_1_dwise_bn",4,"1/conv1-1/conv1_bn-1/relu1-2_1/1/conv2_1_dwise-2_1/1/conv2_1_dwise_bn","Convolution","BatchNormalization","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",6627.,6905.5,12254.,"{10196., 9631., 9615., 9524., 9543., 9542., 9803., 12214., 12254., 12240., 12253., 10450., 6731., 6729., 6671., 6665., 6795., 6686., 6644., 6820., 6684., 6686., 6703., 6666., 6688., 6727., 6636., 6753., 6703., 6672., 6774., 6641., 6696., 6827., 6636., 6660., 6774., 6670., 6699., 6730., 6627., 6640., 6723., 6630., 6635., 6761., 6684., 6671., 6711., 6665.}"
6,10,"2_1/1/relu2_1_dwise","2_2/1/conv2_2_expand_bn",4,"2_1/1/relu2_1_dwise-2_1/2/conv2_1_linear-2_1/2/conv2_1_linear_bn-2_2/1/conv2_2_expand-2_2/1/conv2_2_expand_bn","Elementwise","BatchNormalization","Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization",2474.,2532.8333000000002,5045.,"{5045., 4353., 4228., 4011., 3990., 3961., 4104., 3922., 2536., 2696., 2513., 2514., 2518., 2643., 2529., 2512., 2500., 2584., 2504., 2501., 2500., 2582., 2474., 2514., 2541., 2563., 2501., 2498., 2520., 2562., 2484., 2502., 2518., 2508., 2523., 2506., 2544., 2525., 2546., 2525., 2573., 2515., 2521., 2488., 2546., 2489., 2531., 2519., 2591., 2499.}"
11,15,"2_2/1/relu2_2_expand","2_2/3/conv2_2_linear",4,"2_2/1/relu2_2_expand-2_2/2/conv2_2_dwise-2_2/2/conv2_2_dwise_bn-2_2/2/relu2_2_dwise-2_2/3/conv2_2_linear","Elementwise","Convolution","Elementwise-Convolution-BatchNormalization-Elementwise-Convolution",8095.,8153.200000000001,14842.,"{14842., 13598., 8137., 8136., 8154., 8183., 8146., 8134., 8115., 8148., 8149., 8284., 8150., 8140., 8143., 8122., 8203., 8199., 8127., 8121., 8137., 8174., 8284., 8127., 8151., 8110., 8122., 8171., 8193., 8145., 8129., 8119., 8111., 8215., 8137., 8111., 8156., 8172., 8247., 8145., 8182., 8095., 8170., 8127., 8260., 8104., 8131., 8238., 8437., 9418.}"
16,20,"2_2/3/conv2_2_linear_bn","3_1/2/conv3_1_dwise",4,"2_2/3/conv2_2_linear_bn-3_1/1/conv3_1_expand-3_1/1/conv3_1_expand_bn-3_1/1/relu3_1_expand-3_1/2/conv3_1_dwise","BatchNormalization","Convolution","BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution",6169.,7541.6333,11607.,"{7838., 7183., 6301., 6359., 6281., 6282., 8521., 10346., 10665., 10581., 10539., 10639., 10532., 10627., 10692., 10741., 11446., 11181., 11288., 11294., 11365., 11607., 11384., 11301., 9506., 6312., 6221., 6262., 6372., 6216., 6171., 6185., 6347., 6331., 6243., 6277., 6257., 6221., 6183., 6232., 6225., 6226., 6206., 6269., 6244., 6188., 6169., 6231., 6205., 6191.}"
21,21,"3_1/2/conv3_1_dwise_bn","3_1/2/conv3_1_dwise_bn",0,"3_1/2/conv3_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",362.,366.70000000000005,406.,"{406., 368., 365., 365., 366., 365., 366., 380., 364., 364., 364., 371., 365., 362., 364., 385., 380., 380., 368., 366., 366., 367., 367., 366., 367., 366., 367., 367., 381., 367., 367., 366., 366., 366., 366., 367., 366., 367., 377., 380., 367., 368., 367., 365., 367., 367., 366., 367., 367., 382.}"
22,22,"3_1/2/relu3_1_dwise","3_1/2/relu3_1_dwise",0,"3_1/2/relu3_1_dwise","Elementwise","Elementwise","Elementwise",446.,450.43330000000003,482.,"{482., 450., 455., 463., 447., 447., 447., 448., 447., 448., 447., 447., 464., 447., 446., 447., 447., 447., 447., 447., 447., 448., 446., 447., 465., 452., 451., 452., 465., 470., 453., 469., 470., 452., 452., 452., 452., 452., 453., 452., 453., 451., 450., 451., 451., 467., 471., 451., 451., 451.}"
23,23,"3_1/3/conv3_1_linear","3_1/3/conv3_1_linear",0,"3_1/3/conv3_1_linear","Convolution","Convolution","Convolution",148.,150.70000000000002,225.,"{225., 157., 153., 151., 150., 151., 150., 150., 167., 153., 150., 150., 151., 150., 150., 150., 149., 150., 150., 150., 150., 152., 158., 148., 150., 150., 150., 151., 150., 150., 187., 169., 191., 170., 167., 166., 162., 150., 150., 150., 150., 149., 149., 150., 151., 150., 151., 149., 150., 150.}"
24,24,"3_1/3/conv3_1_linear_bn","3_1/3/conv3_1_linear_bn",0,"3_1/3/conv3_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",83.,84.5667,114.,"{113., 93., 90., 88., 100., 90., 84., 84., 84., 84., 84., 84., 85., 84., 84., 84., 83., 84., 85., 84., 85., 85., 91., 86., 84., 84., 84., 83., 83., 84., 84., 83., 84., 84., 84., 85., 83., 84., 84., 83., 84., 84., 83., 114., 87., 87., 90., 86., 88., 86.}"
25,29,"3_1/4","3_2/2/conv3_2_dwise",4,"3_1/4-3_2/1/conv3_2_expand-3_2/1/conv3_2_expand_bn-3_2/1/relu3_2_expand-3_2/2/conv3_2_dwise","Threading","Convolution","Threading-Convolution-BatchNormalization-Elementwise-Convolution",2824.,3147.6000000000004,5894.,"{5894., 5456., 5343., 5262., 5249., 3031., 2888., 2908., 2920., 2871., 2856., 2871., 2846., 2837., 2884., 5314., 5260., 5318., 5233., 5388., 5270., 5238., 5242., 3266., 2867., 2976., 2838., 2924., 2896., 2824., 2837., 2862., 3003., 2839., 2863., 2906., 2870., 2835., 2854., 2933., 2835., 2855., 2856., 2874., 2868., 2956., 2921., 2835., 2834., 2936.}"
30,34,"3_2/2/conv3_2_dwise_bn","4_1/1/conv4_1_expand",4,"3_2/2/conv3_2_dwise_bn-3_2/2/relu3_2_dwise-3_2/3/conv3_2_linear-3_2/3/conv3_2_linear_bn-4_1/1/conv4_1_expand","BatchNormalization","Convolution","BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",445.,451.8333,631.,"{631., 510., 464., 455., 455., 454., 454., 451., 451., 463., 453., 450., 448., 510., 495., 475., 448., 449., 468., 451., 449., 449., 450., 451., 452., 452., 468., 449., 450., 447., 450., 449., 450., 451., 499., 508., 496., 448., 446., 448., 448., 447., 450., 459., 448., 450., 448., 448., 445., 447.}"
