"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,5,"ReLUConv1/1","PrimaryCaps/3",4,"ReLUConv1/1-ReLUConv1/2-PrimaryCaps/1-PrimaryCaps/2-PrimaryCaps/3","Convolution","Reshape","Convolution-Elementwise-Convolution-Transpose-Reshape",2278.,2332.5667000000003,2716.,"{2716., 2474., 2477., 2317., 2324., 2282., 2467., 2293., 2314., 2278., 2385., 2363., 2294., 2313., 2327., 2396., 2303., 2309., 2308., 2427., 2329., 2307., 2292., 2459., 2304., 2314., 2313., 2387., 2348., 2288., 2324., 2324., 2411., 2415., 2322., 2303., 2453., 2321., 2303., 2299., 2436., 2309., 2299., 2304., 2402., 2325., 2282., 2335., 2350., 2397.}"
6,6,"PrimaryCaps/4/1","PrimaryCaps/4/1",0,"PrimaryCaps/4/1","Elementwise","Elementwise","Elementwise",24.,24.700000000000003,45.,"{45., 28., 25., 25., 25., 25., 25., 25., 24., 24., 24., 24., 25., 25., 25., 24., 25., 25., 25., 24., 25., 24., 25., 25., 25., 24., 24., 24., 24., 24., 25., 25., 24., 25., 25., 25., 24., 24., 25., 25., 24., 25., 25., 25., 24., 25., 24., 25., 25., 24.}"
7,7,"PrimaryCaps/4/2","PrimaryCaps/4/2",0,"PrimaryCaps/4/2","Aggregation","Aggregation","Aggregation",213.,214.3667,228.,"{228., 216., 215., 228., 215., 215., 215., 215., 215., 214., 214., 213., 215., 214., 213., 214., 215., 215., 222., 216., 214., 224., 215., 214., 214., 214., 214., 214., 214., 220., 215., 214., 214., 214., 214., 213., 214., 214., 214., 224., 215., 214., 214., 214., 214., 214., 215., 214., 214., 214.}"
8,8,"PrimaryCaps/4/3","PrimaryCaps/4/3",0,"PrimaryCaps/4/3","Elementwise","Elementwise","Elementwise",45.,46.,66.,"{66., 50., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 46., 45., 46., 46., 46., 46., 46., 46., 46., 45., 46., 46., 46., 46., 46., 46., 46., 46., 45., 46., 59., 48., 46., 46., 46., 46., 46., 46., 47., 46., 46., 46., 46., 46.}"
9,9,"PrimaryCaps/4/4","PrimaryCaps/4/4",0,"PrimaryCaps/4/4","Replicate","Replicate","Replicate",296.,296.3,313.,"{313., 298., 297., 296., 297., 297., 296., 296., 296., 297., 297., 296., 311., 297., 296., 296., 297., 297., 296., 296., 297., 296., 297., 296., 297., 306., 296., 296., 296., 296., 303., 297., 296., 296., 296., 296., 296., 296., 306., 296., 296., 296., 296., 296., 297., 296., 296., 296., 296., 296.}"
10,10,"PrimaryCaps/4/5","PrimaryCaps/4/5",0,"PrimaryCaps/4/5","Threading","Threading","Threading",25.,25.8333,44.,"{44., 28., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 26., 25., 25., 25., 25., 26., 26., 25., 25., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 26., 25., 25., 26., 26., 25., 25., 26., 26., 25., 38., 26., 26., 26., 26., 26., 26., 26., 25.}"
11,11,"PrimaryPredVects/2","PrimaryPredVects/2",0,"PrimaryPredVects/2","ConstantArray","ConstantArray","ConstantArray",14871.,14912.633300000001,15167.,"{15015., 14971., 14947., 14930., 14914., 14913., 14925., 14907., 14915., 14922., 15163., 15167., 15120., 15050., 15039., 14943., 14941., 14933., 14964., 14931., 14923., 14896., 14902., 14903., 14891., 14884., 14901., 14910., 14890., 14901., 14925., 14905., 14909., 14906., 14898., 14871., 14898., 14971., 14934., 14912., 14894., 14884., 14902., 14873., 14891., 14884., 14876., 14877., 14888., 14895.}"
12,12,"PrimaryPredVects/1","PrimaryPredVects/1",0,"PrimaryPredVects/1","Replicate","Replicate","Replicate",44672.,44693.1667,44714.,"{44714., 44711., 44711., 44704., 44702., 44711., 44711., 44699., 44684., 44691., 44700., 44699., 44690., 44705., 44702., 44706., 44694., 44693., 44673., 44694., 44686., 44693., 44684., 44697., 44685., 44685., 44686., 44692., 44691., 44691., 44691., 44689., 44686., 44672., 44690., 44692., 44701., 44687., 44676., 44689., 44693., 44691., 44694., 44700., 44690., 44686., 44693., 44696., 44687., 44702.}"
13,13,"PrimaryPredVects/3","PrimaryPredVects/3",0,"PrimaryPredVects/3","Threading","Threading","Threading",836.,852.2333,1246.,"{1246., 1220., 1043., 933., 886., 873., 870., 858., 872., 858., 865., 860., 883., 855., 851., 852., 851., 859., 852., 850., 849., 850., 853., 841., 859., 846., 862., 851., 842., 844., 847., 859., 846., 851., 844., 854., 858., 842., 843., 842., 853., 836., 846., 844., 844., 848., 840., 854., 846., 845.}"
14,14,"PrimaryPredVects/4","PrimaryPredVects/4",0,"PrimaryPredVects/4","Aggregation","Aggregation","Aggregation",29787.,29901.7333,30014.,"{29998., 30000., 29917., 29864., 29798., 29894., 29945., 29886., 29830., 29826., 29875., 29787., 29919., 29857., 29922., 29937., 29894., 29824., 29911., 29921., 30009., 29993., 29927., 29854., 29894., 29867., 29956., 29868., 29897., 29827., 29936., 30014., 30011., 29916., 29919., 29788., 29955., 29942., 29863., 29867., 29893., 29813., 29940., 29833., 29946., 29888., 29881., 29944., 29951., 29868.}"
15,15,"DynamicRouting/1","DynamicRouting/1",0,"DynamicRouting/1","Replicate","Replicate","Replicate",10624.,10669.2667,10682.,"{10654., 10672., 10671., 10669., 10673., 10676., 10666., 10673., 10680., 10661., 10672., 10671., 10664., 10673., 10672., 10663., 10670., 10673., 10664., 10669., 10682., 10663., 10678., 10679., 10664., 10672., 10672., 10663., 10675., 10639., 10624., 10669., 10670., 10665., 10670., 10669., 10663., 10676., 10673., 10665., 10673., 10671., 10661., 10671., 10675., 10628., 10637., 10671., 10665., 10669.}"
16,16,"DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/c/1",0,"DynamicRouting/2/Net/capsule/c/1","Reshape","Reshape","Reshape",20.,26.466700000000003,37.,"{37., 29., 27., 27., 27., 27., 26., 21., 20., 21., 26., 27., 26., 26., 26., 27., 27., 26., 27., 26., 27., 21., 26., 27., 26., 21., 26., 27., 27., 26., 27., 26., 27., 26., 26., 27., 26., 27., 26., 27., 27., 26., 27., 26., 27., 26., 27., 26., 27., 20.}"
17,17,"DynamicRouting/2/Net/capsule/c/2","DynamicRouting/2/Net/capsule/c/2",0,"DynamicRouting/2/Net/capsule/c/2","Softmax","Softmax","Softmax",221.,222.5,232.,"{232., 223., 222., 222., 221., 221., 221., 231., 223., 223., 223., 222., 223., 222., 223., 223., 222., 223., 222., 223., 222., 222., 222., 223., 229., 223., 222., 222., 223., 222., 223., 227., 223., 222., 222., 222., 222., 222., 223., 222., 223., 222., 223., 222., 222., 223., 223., 223., 222., 223.}"
18,18,"DynamicRouting/2/Net/capsule/s/1","DynamicRouting/2/Net/capsule/s/1",0,"DynamicRouting/2/Net/capsule/s/1","Replicate","Replicate","Replicate",5353.,5395.7667,5404.,"{5381., 5353., 5395., 5402., 5391., 5396., 5397., 5397., 5394., 5404., 5391., 5398., 5398., 5398., 5398., 5398., 5397., 5399., 5399., 5392., 5402., 5392., 5399., 5398., 5399., 5392., 5403., 5398., 5391., 5404., 5391., 5397., 5398., 5397., 5391., 5402., 5391., 5404., 5394., 5365., 5370., 5392., 5400., 5398., 5397., 5391., 5403., 5392., 5369., 5359.}"
19,23,"DynamicRouting/2/Net/capsule/s/2","DynamicRouting/2/Net/capsule/v/3",4,"DynamicRouting/2/Net/capsule/s/2-DynamicRouting/2/Net/capsule/s/3-DynamicRouting/2/Net/capsule/v/1-DynamicRouting/2/Net/capsule/v/2-DynamicRouting/2/Net/capsule/v/3","Threading","Elementwise","Threading-Aggregation-Elementwise-Aggregation-Elementwise",3574.,3591.8,3630.,"{3630., 3579., 3598., 3592., 3589., 3598., 3592., 3596., 3604., 3588., 3599., 3578., 3590., 3602., 3590., 3592., 3605., 3592., 3589., 3599., 3588., 3576., 3600., 3590., 3596., 3589., 3595., 3595., 3586., 3586., 3596., 3577., 3586., 3597., 3590., 3596., 3587., 3589., 3594., 3588., 3574., 3595., 3589., 3591., 3596., 3589., 3588., 3594., 3586., 3596.}"
24,24,"DynamicRouting/2/Net/capsule/v/4","DynamicRouting/2/Net/capsule/v/4",0,"DynamicRouting/2/Net/capsule/v/4","Replicate","Replicate","Replicate",30.,30.2333,40.,"{40., 31., 31., 30., 30., 31., 30., 30., 30., 31., 30., 31., 30., 30., 31., 30., 30., 31., 30., 30., 31., 30., 30., 31., 30., 30., 31., 30., 30., 31., 30., 30., 31., 30., 31., 30., 30., 30., 31., 30., 30., 30., 30., 30., 31., 30., 30., 30., 30., 31.}"
25,25,"DynamicRouting/2/Net/capsule/v/5","DynamicRouting/2/Net/capsule/v/5",0,"DynamicRouting/2/Net/capsule/v/5","Threading","Threading","Threading",19.,19.433300000000003,35.,"{35., 22., 20., 27., 20., 19., 20., 19., 19., 20., 19., 20., 19., 20., 19., 19., 19., 20., 19., 19., 20., 20., 19., 19., 19., 20., 20., 19., 20., 20., 19., 19., 19., 20., 20., 20., 19., 19., 19., 19., 20., 20., 19., 19., 19., 19., 20., 20., 19., 19.}"
26,26,"DynamicRouting/2/Net/dots/1","DynamicRouting/2/Net/dots/1",0,"DynamicRouting/2/Net/dots/1","Replicate","Replicate","Replicate",5351.,5385.7667,5394.,"{5355., 5381., 5387., 5388., 5381., 5392., 5386., 5381., 5393., 5380., 5393., 5385., 5389., 5387., 5386., 5381., 5393., 5386., 5381., 5392., 5382., 5386., 5390., 5386., 5381., 5393., 5381., 5394., 5391., 5389., 5387., 5388., 5379., 5351., 5361., 5382., 5392., 5381., 5386., 5387., 5387., 5380., 5391., 5388., 5382., 5393., 5382., 5387., 5388., 5387.}"
27,27,"DynamicRouting/2/Net/dots/2","DynamicRouting/2/Net/dots/2",0,"DynamicRouting/2/Net/dots/2","Threading","Threading","Threading",101.,101.33330000000001,120.,"{120., 103., 103., 102., 102., 103., 102., 103., 111., 102., 101., 101., 101., 108., 102., 101., 102., 101., 101., 101., 101., 101., 101., 102., 101., 101., 101., 101., 102., 101., 101., 101., 101., 101., 101., 110., 102., 101., 101., 101., 101., 101., 101., 101., 102., 102., 101., 102., 101., 101.}"
28,28,"DynamicRouting/2/Net/dots/3","DynamicRouting/2/Net/dots/3",0,"DynamicRouting/2/Net/dots/3","Aggregation","Aggregation","Aggregation",3544.,3554.6667,3587.,"{3580., 3544., 3549., 3555., 3550., 3558., 3554., 3553., 3565., 3553., 3546., 3576., 3551., 3579., 3556., 3551., 3552., 3558., 3551., 3550., 3550., 3551., 3557., 3553., 3550., 3571., 3555., 3551., 3552., 3587., 3584., 3560., 3554., 3559., 3551., 3560., 3567., 3555., 3546., 3559., 3581., 3554., 3560., 3554., 3553., 3559., 3552., 3551., 3554., 3556.}"
29,29,"DynamicRouting/2/Net/dots_flatten","DynamicRouting/2/Net/dots_flatten",0,"DynamicRouting/2/Net/dots_flatten","Flatten","Flatten","Flatten",27.,27.3,39.,"{39., 29., 27., 27., 28., 27., 28., 27., 28., 27., 27., 28., 28., 27., 28., 27., 27., 28., 27., 27., 28., 27., 27., 28., 27., 27., 28., 27., 27., 27., 28., 27., 27., 28., 27., 28., 27., 27., 28., 27., 27., 28., 27., 27., 27., 28., 27., 28., 27., 27.}"
30,30,"DynamicRouting/2/Net/new_b","DynamicRouting/2/Net/new_b",0,"DynamicRouting/2/Net/new_b","Threading","Threading","Threading",29.,29.933300000000003,41.,"{41., 31., 30., 30., 30., 30., 29., 30., 30., 29., 29., 39., 30., 30., 29., 30., 30., 29., 30., 30., 31., 30., 30., 30., 30., 30., 29., 30., 30., 30., 30., 29., 30., 30., 29., 30., 30., 30., 29., 30., 30., 30., 30., 29., 29., 30., 30., 30., 30., 29.}"
31,31,"DynamicRouting/3","DynamicRouting/3",0,"DynamicRouting/3","SequenceLast","SequenceLast","SequenceLast",229.,229.9333,240.,"{240., 231., 230., 230., 229., 230., 230., 229., 230., 230., 236., 231., 230., 230., 230., 229., 230., 235., 230., 230., 230., 230., 230., 229., 230., 230., 230., 236., 231., 229., 229., 230., 229., 231., 229., 230., 230., 230., 230., 229., 230., 230., 229., 230., 238., 231., 229., 230., 229., 230.}"
32,32,"DigitCaps/c/1","DigitCaps/c/1",0,"DigitCaps/c/1","Reshape","Reshape","Reshape",20.,25.8333,36.,"{36., 29., 21., 20., 21., 27., 21., 20., 27., 27., 27., 27., 27., 21., 26., 27., 26., 27., 27., 27., 26., 27., 21., 30., 26., 21., 20., 21., 26., 26., 27., 27., 26., 22., 26., 27., 21., 26., 27., 27., 26., 21., 27., 27., 27., 27., 26., 27., 21., 26.}"
33,33,"DigitCaps/c/2","DigitCaps/c/2",0,"DigitCaps/c/2","Softmax","Softmax","Softmax",218.,219.63330000000002,231.,"{231., 221., 220., 219., 220., 220., 220., 219., 218., 219., 220., 219., 220., 218., 219., 219., 223., 220., 220., 219., 219., 219., 219., 219., 219., 220., 219., 219., 218., 219., 219., 219., 219., 226., 219., 219., 219., 219., 220., 219., 220., 227., 222., 223., 222., 222., 222., 223., 223., 223.}"
34,34,"DigitCaps/s/1","DigitCaps/s/1",0,"DigitCaps/s/1","Replicate","Replicate","Replicate",5389.,5396.4667,5410.,"{5409., 5391., 5400., 5393., 5402., 5398., 5397., 5399., 5404., 5398., 5391., 5400., 5389., 5395., 5396., 5397., 5406., 5397., 5391., 5402., 5395., 5399., 5403., 5392., 5397., 5397., 5395., 5390., 5410., 5392., 5395., 5395., 5394., 5402., 5391., 5397., 5396., 5398., 5391., 5402., 5390., 5397., 5398., 5395., 5390., 5408., 5398., 5392., 5404., 5391.}"
35,39,"DigitCaps/s/2","DigitCaps/v/3",4,"DigitCaps/s/2-DigitCaps/s/3-DigitCaps/v/1-DigitCaps/v/2-DigitCaps/v/3","Threading","Elementwise","Threading-Aggregation-Elementwise-Aggregation-Elementwise",3569.,3590.8667,3635.,"{3635., 3596., 3597., 3595., 3576., 3589., 3595., 3592., 3599., 3587., 3587., 3594., 3587., 3607., 3583., 3585., 3588., 3596., 3590., 3597., 3589., 3588., 3596., 3602., 3569., 3592., 3595., 3580., 3594., 3590., 3590., 3596., 3587., 3592., 3575., 3590., 3596., 3587., 3588., 3597., 3590., 3589., 3595., 3585., 3585., 3586., 3588., 3597., 3587., 3590.}"
40,40,"DigitCaps/v/4","DigitCaps/v/4",0,"DigitCaps/v/4","Replicate","Replicate","Replicate",30.,30.0667,41.,"{41., 31., 30., 30., 30., 30., 30., 31., 41., 32., 30., 30., 30., 30., 30., 30., 30., 30., 31., 30., 30., 31., 30., 30., 30., 30., 31., 30., 30., 30., 30., 30., 31., 30., 30., 30., 30., 31., 30., 30., 30., 30., 31., 30., 30., 30., 30., 31., 30., 30.}"
41,45,"DigitCaps/v/5","Pick/1",4,"DigitCaps/v/5-Norm/1-Norm/2-Norm/3-Pick/1","Threading","Ordering","Threading-Elementwise-Aggregation-Elementwise-Ordering",30.,31.,52.,"{52., 32., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 31., 30., 30., 31., 31., 31., 31., 31., 30., 31., 31., 31., 31., 31., 31., 31., 30., 32., 30., 30., 30., 31., 31., 31., 31.}"
46,50,"Pick/2","Reconstruct/4",4,"Pick/2-Reconstruct/1-Reconstruct/2-Reconstruct/3-Reconstruct/4","Extract","Elementwise","Extract-Linear-Elementwise-Linear-Elementwise",76.,78.2,230.,"{230., 129., 88., 80., 78., 76., 78., 76., 77., 76., 77., 77., 76., 76., 76., 77., 76., 76., 76., 76., 77., 76., 77., 76., 76., 76., 78., 103., 106., 84., 82., 91., 81., 80., 79., 80., 80., 79., 80., 79., 79., 79., 79., 79., 79., 79., 78., 78., 80., 79.}"
51,53,"Reconstruct/5","Reconstruct/7",2,"Reconstruct/5-Reconstruct/6-Reconstruct/7","Linear","Reshape","Linear-Elementwise-Reshape",62.,75.10000000000001,135.,"{135., 92., 83., 82., 79., 109., 86., 86., 86., 85., 85., 85., 87., 86., 85., 104., 77., 79., 78., 79., 78., 78., 78., 79., 78., 79., 78., 79., 113., 88., 67., 66., 65., 64., 64., 63., 63., 63., 63., 63., 64., 62., 62., 62., 62., 64., 62., 62., 62., 62.}"
