"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,5,"conv1_7x7_s2","pool1_norm1",4,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1","Convolution","LocalResponseNormalization","Convolution-Elementwise-Padding-Pooling-LocalResponseNormalization",8481.,8534.,13713.,"{13692., 13713., 13671., 8843., 8569., 8550., 8588., 8541., 8628., 8570., 8653., 8539., 8546., 8536., 8512., 8708., 8570., 8530., 8505., 8519., 8529., 8499., 8588., 8573., 8539., 8517., 8509., 8503., 8519., 8568., 8530., 8511., 8569., 8507., 8499., 8492., 8594., 8481., 8516., 8484., 8503., 8530., 8484., 8638., 8481., 8483., 8514., 8508., 8493., 8485.}"
6,10,"conv2_3x3_reduce","conv2_norm2",4,"conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2","Convolution","LocalResponseNormalization","Convolution-Elementwise-Convolution-Elementwise-LocalResponseNormalization",13620.,13759.033300000001,28499.,"{28499., 18892., 13722., 13792., 13736., 13697., 13786., 13701., 13903., 13726., 13810., 13844., 13744., 13828., 13623., 13720., 13885., 13712., 13696., 13855., 13724., 13855., 13721., 13698., 13816., 13705., 13726., 13864., 13731., 13851., 13680., 13715., 13717., 13733., 13721., 13960., 13730., 13719., 13685., 13737., 13788., 13620., 13754., 13799., 28113., 27993., 13778., 13677., 13917., 13736.}"
11,11,"pool2_3x3_s2_pad","pool2_3x3_s2_pad",0,"pool2_3x3_s2_pad","Padding","Padding","Padding",660.,666.7667,714.,"{714., 674., 662., 672., 664., 662., 671., 663., 663., 676., 662., 661., 660., 660., 684., 678., 662., 661., 675., 662., 661., 689., 664., 661., 661., 662., 661., 681., 667., 686., 667., 667., 666., 684., 665., 673., 668., 665., 665., 679., 667., 666., 667., 666., 686., 677., 666., 666., 666., 666.}"
12,12,"pool2_3x3_s2","pool2_3x3_s2",0,"pool2_3x3_s2","Pooling","Pooling","Pooling",1169.,1182.4,1250.,"{1192., 1186., 1172., 1169., 1198., 1178., 1177., 1178., 1187., 1181., 1179., 1195., 1187., 1180., 1189., 1180., 1179., 1178., 1195., 1180., 1179., 1194., 1180., 1179., 1195., 1180., 1180., 1179., 1227., 1250., 1187., 1200., 1180., 1179., 1196., 1179., 1177., 1185., 1189., 1180., 1179., 1188., 1179., 1179., 1187., 1180., 1186., 1179., 1189., 1179.}"
13,13,"inception_3a/1x1","inception_3a/1x1",0,"inception_3a/1x1","Convolution","Convolution","Convolution",93.,94.6667,158.,"{158., 99., 95., 95., 94., 94., 95., 94., 94., 95., 94., 94., 94., 95., 94., 96., 95., 95., 100., 102., 95., 94., 95., 93., 95., 94., 94., 94., 94., 94., 103., 96., 95., 94., 95., 94., 95., 94., 95., 94., 95., 95., 94., 94., 93., 100., 116., 106., 105., 105.}"
14,14,"inception_3a/relu_1x1","inception_3a/relu_1x1",0,"inception_3a/relu_1x1","Elementwise","Elementwise","Elementwise",47.,47.566700000000004,69.,"{69., 51., 49., 48., 48., 48., 47., 48., 48., 48., 47., 48., 47., 48., 47., 48., 48., 48., 48., 47., 47., 48., 48., 47., 47., 47., 47., 47., 47., 47., 47., 47., 47., 47., 48., 47., 47., 48., 47., 48., 48., 48., 48., 48., 47., 48., 49., 47., 48., 47.}"
15,15,"inception_3a/3x3_reduce","inception_3a/3x3_reduce",0,"inception_3a/3x3_reduce","Convolution","Convolution","Convolution",179.,180.4667,239.,"{239., 181., 180., 180., 179., 179., 180., 181., 180., 181., 186., 215., 211., 200., 199., 199., 193., 180., 180., 180., 180., 180., 181., 179., 180., 180., 181., 181., 181., 180., 180., 179., 181., 191., 182., 181., 181., 181., 181., 180., 179., 179., 180., 180., 181., 180., 179., 180., 180., 181.}"
16,16,"inception_3a/relu_3x3_reduce","inception_3a/relu_3x3_reduce",0,"inception_3a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",60.,61.,82.,"{82., 64., 61., 62., 61., 61., 60., 61., 61., 61., 61., 61., 61., 60., 61., 60., 60., 61., 61., 60., 61., 61., 65., 69., 61., 61., 60., 61., 61., 61., 61., 61., 60., 61., 61., 61., 61., 61., 61., 61., 61., 61., 60., 61., 61., 61., 61., 60., 61., 60.}"
17,17,"inception_3a/3x3","inception_3a/3x3",0,"inception_3a/3x3","Convolution","Convolution","Convolution",977.,998.9000000000001,1167.,"{1134., 1037., 992., 1008., 987., 1010., 1015., 1119., 983., 1004., 1021., 987., 986., 992., 999., 981., 1041., 1131., 980., 996., 993., 996., 996., 989., 1004., 1000., 1068., 1065., 995., 989., 1006., 988., 1001., 980., 1015., 990., 1148., 1053., 980., 980., 1008., 977., 987., 991., 1000., 995., 1167., 977., 1013., 987.}"
18,18,"inception_3a/relu_3x3","inception_3a/relu_3x3",0,"inception_3a/relu_3x3","Elementwise","Elementwise","Elementwise",59.,59.2667,82.,"{82., 64., 76., 62., 60., 59., 60., 60., 60., 60., 60., 60., 59., 59., 59., 60., 59., 59., 59., 59., 59., 59., 59., 60., 60., 60., 59., 59., 59., 59., 59., 59., 60., 59., 59., 59., 59., 59., 59., 60., 59., 59., 59., 59., 59., 60., 59., 59., 59., 59.}"
19,19,"inception_3a/5x5_reduce","inception_3a/5x5_reduce",0,"inception_3a/5x5_reduce","Convolution","Convolution","Convolution",48.,49.2667,115.,"{115., 60., 52., 50., 66., 52., 50., 49., 50., 49., 49., 49., 50., 49., 51., 48., 49., 50., 50., 49., 49., 50., 49., 49., 48., 49., 49., 50., 50., 49., 49., 49., 49., 49., 49., 49., 50., 49., 49., 50., 49., 49., 49., 49., 49., 49., 49., 49., 49., 50.}"
20,20,"inception_3a/relu_5x5_reduce","inception_3a/relu_5x5_reduce",0,"inception_3a/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",32.,32.6333,46.,"{46., 35., 33., 33., 33., 33., 33., 33., 33., 32., 33., 32., 33., 33., 32., 33., 32., 32., 33., 32., 32., 33., 32., 33., 32., 32., 33., 32., 33., 33., 33., 33., 32., 32., 32., 33., 33., 32., 32., 32., 32., 32., 33., 32., 33., 33., 33., 33., 32., 33.}"
21,21,"inception_3a/5x5","inception_3a/5x5",0,"inception_3a/5x5","Convolution","Convolution","Convolution",342.,344.6667,423.,"{386., 349., 344., 345., 343., 344., 343., 356., 346., 344., 342., 344., 389., 388., 385., 366., 342., 344., 352., 343., 343., 342., 343., 343., 343., 342., 343., 344., 342., 343., 353., 343., 343., 344., 343., 343., 342., 343., 342., 342., 423., 407., 410., 347., 346., 347., 346., 346., 346., 346.}"
22,22,"inception_3a/relu_5x5","inception_3a/relu_5x5",0,"inception_3a/relu_5x5","Elementwise","Elementwise","Elementwise",34.,34.533300000000004,50.,"{50., 37., 35., 35., 35., 35., 35., 35., 35., 34., 34., 34., 34., 34., 34., 36., 35., 35., 35., 35., 35., 35., 35., 34., 34., 34., 35., 34., 34., 35., 34., 34., 34., 34., 34., 35., 34., 34., 34., 35., 35., 34., 35., 34., 34., 34., 35., 35., 35., 34.}"
