"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,1,"conv1a","conv1a",0,"conv1a","Convolution","Convolution","Convolution",3964.,4023.6000000000004,4317.,"{4317., 4304., 4136., 4176., 4070., 4041., 4065., 4033., 4109., 4029., 4018., 4074., 3999., 4084., 4001., 4038., 4027., 4008., 4056., 3996., 4174., 4041., 4014., 4075., 3998., 4062., 4022., 3993., 3994., 4001., 4060., 3976., 3966., 4005., 3967., 4035., 3997., 3977., 3992., 3966., 4061., 4012., 3982., 3995., 3983., 4080., 3975., 3964., 4045., 3981.}"
2,2,"pool1","pool1",0,"pool1","Pooling","Pooling","Pooling",12708.,12767.3667,13239.,"{13239., 13161., 13162., 13014., 12797., 12774., 12929., 12814., 12738., 12782., 12771., 12763., 12922., 12774., 12766., 12742., 12754., 12742., 12756., 12754., 12749., 12912., 12764., 12733., 12928., 12763., 12746., 12762., 12736., 12754., 12727., 12906., 12846., 12729., 12755., 12736., 12738., 12737., 12771., 12776., 12874., 12832., 12785., 12753., 12763., 12730., 12723., 12718., 12708., 12727.}"
3,3,"2a/bn2a_branch2a","2a/bn2a_branch2a",0,"2a/bn2a_branch2a","BatchNormalization","BatchNormalization","BatchNormalization",621.,627.1667,879.,"{879., 823., 723., 640., 631., 628., 639., 626., 625., 626., 624., 628., 626., 635., 625., 635., 625., 630., 627., 635., 626., 627., 626., 626., 625., 635., 627., 623., 623., 625., 626., 641., 626., 626., 625., 623., 626., 624., 634., 623., 624., 624., 621., 626., 638., 623., 635., 625., 625., 627.}"
4,4,"2a/res2a_branch2a_relu","2a/res2a_branch2a_relu",0,"2a/res2a_branch2a_relu","Elementwise","Elementwise","Elementwise",581.,588.5333,826.,"{826., 800., 695., 600., 590., 586., 592., 608., 589., 588., 587., 587., 583., 582., 600., 590., 590., 593., 587., 589., 591., 587., 590., 595., 586., 589., 589., 593., 586., 584., 581., 587., 585., 587., 598., 588., 587., 585., 587., 584., 606., 588., 586., 589., 589., 584., 588., 601., 587., 584.}"
5,5,"2a/res2a_branch1","2a/res2a_branch1",0,"2a/res2a_branch1","Convolution","Convolution","Convolution",908.,927.7667,1629.,"{1629., 1378., 1106., 963., 937., 947., 942., 925., 930., 1018., 1002., 925., 927., 935., 924., 929., 926., 925., 936., 956., 1035., 926., 932., 923., 920., 915., 929., 920., 915., 916., 1004., 986., 914., 916., 912., 919., 914., 910., 908., 928., 910., 1022., 940., 930., 912., 909., 908., 921., 911., 919.}"
6,6,"2a/res2a_branch2a","2a/res2a_branch2a",0,"2a/res2a_branch2a","Convolution","Convolution","Convolution",19303.,19442.7667,19523.,"{19303., 19469., 19375., 19396., 19331., 19486., 19444., 19445., 19434., 19396., 19463., 19510., 19470., 19430., 19463., 19471., 19427., 19406., 19446., 19465., 19398., 19366., 19354., 19453., 19429., 19437., 19427., 19496., 19447., 19435., 19452., 19461., 19439., 19459., 19523., 19490., 19443., 19402., 19473., 19432., 19386., 19354., 19347., 19480., 19445., 19453., 19456., 19490., 19499., 19453.}"
7,7,"2a/bn2a_branch2b1","2a/bn2a_branch2b1",0,"2a/bn2a_branch2b1","BatchNormalization","BatchNormalization","BatchNormalization",1483.,1509.4333000000001,2033.,"{2033., 2005., 1810., 1608., 1533., 1550., 1541., 1514., 1516., 1502., 1504., 1542., 1512., 1518., 1515., 1510., 1517., 1505., 1508., 1517., 1490., 1521., 1489., 1502., 1527., 1497., 1503., 1504., 1483., 1499., 1509., 1504., 1514., 1493., 1506., 1499., 1485., 1521., 1498., 1491., 1550., 1519., 1518., 1508., 1498., 1520., 1486., 1489., 1502., 1485.}"
8,8,"2a/res2a_branch2b1_relu","2a/res2a_branch2b1_relu",0,"2a/res2a_branch2b1_relu","Elementwise","Elementwise","Elementwise",1411.,1438.2667000000001,1993.,"{1993., 1934., 1759., 1524., 1473., 1463., 1451., 1441., 1453., 1423., 1428., 1454., 1438., 1435., 1451., 1437., 1437., 1445., 1443., 1473., 1432., 1411., 1446., 1430., 1430., 1432., 1430., 1445., 1429., 1426., 1456., 1447., 1432., 1445., 1424., 1430., 1442., 1415., 1450., 1415., 1429., 1438., 1428., 1418., 1434., 1443., 1434., 1439., 1427., 1433.}"
9,9,"2a/res2a_branch2b1","2a/res2a_branch2b1",0,"2a/res2a_branch2b1","Convolution","Convolution","Convolution",38304.,38581.933300000004,38802.,"{38304., 38470., 38596., 38573., 38563., 38543., 38560., 38456., 38590., 38532., 38526., 38727., 38541., 38607., 38491., 38455., 38655., 38617., 38603., 38615., 38516., 38482., 38513., 38593., 38580., 38782., 38733., 38587., 38720., 38561., 38460., 38642., 38794., 38642., 38693., 38584., 38473., 38553., 38495., 38658., 38607., 38702., 38722., 38409., 38532., 38702., 38600., 38802., 38552., 38617.}"
10,15,"2a/_plus2a","2b1/res2b1_branch2b1_relu",5,"2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu","Threading","Elementwise","Threading-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",48680.,48817.333300000006,49611.,"{49611., 48791., 48870., 48803., 48791., 48780., 49064., 49038., 48771., 48799., 48741., 48710., 48717., 48900., 48805., 48914., 48839., 48908., 48869., 48741., 48762., 48718., 48837., 48833., 48872., 48835., 48956., 48869., 48680., 48832., 48779., 48725., 48815., 48829., 48919., 48855., 48821., 48735., 48800., 48782., 48896., 48860., 49009., 48777., 48829., 48756., 48680., 48694., 48830., 48829.}"
