"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,6,"1/conv1","2_1/1/relu2_1_dwise",5,"1/conv1-1/conv1_bn-1/relu1-2_1/1/conv2_1_dwise-2_1/1/conv2_1_dwise_bn-2_1/1/relu2_1_dwise","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",7023.,7093.5667,7653.,"{7653., 7123., 7118., 7111., 7097., 7149., 7074., 7202., 7105., 7070., 7062., 7025., 7162., 7068., 7142., 7078., 7052., 7101., 7137., 7160., 7100., 7166., 7097., 7055., 7068., 7023., 7166., 7083., 7148., 7031., 7024., 7104., 7066., 7136., 7075., 7135., 7058., 7082., 7097., 7047., 7127., 7078., 7062., 7107., 7097., 7146., 7060., 7077., 7054., 7072.}"
7,12,"2_1/2/conv2_1_linear","2_2/2/conv2_2_dwise",5,"2_1/2/conv2_1_linear-2_1/2/conv2_1_linear_bn-2_2/1/conv2_2_expand-2_2/1/conv2_2_expand_bn-2_2/1/relu2_2_expand-2_2/2/conv2_2_dwise","Convolution","Convolution","Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution",9045.,9188.033300000001,9846.,"{9846., 9205., 9225., 9235., 9234., 9205., 9177., 9190., 9176., 9249., 9257., 9203., 9300., 9322., 9206., 9204., 9219., 9152., 9224., 9189., 9217., 9194., 9212., 9266., 9260., 9208., 9328., 9277., 9163., 9168., 9187., 9115., 9053., 9090., 9045., 9132., 9250., 9125., 9193., 9193., 9152., 9161., 9063., 9119., 9108., 9098., 9099., 9140., 9152., 9091.}"
13,18,"2_2/2/conv2_2_dwise_bn","3_1/1/conv3_1_expand_bn",5,"2_2/2/conv2_2_dwise_bn-2_2/2/relu2_2_dwise-2_2/3/conv2_2_linear-2_2/3/conv2_2_linear_bn-3_1/1/conv3_1_expand-3_1/1/conv3_1_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization",1262.,1288.5333,1602.,"{1602., 1291., 1274., 1287., 1281., 1332., 1337., 1269., 1283., 1296., 1292., 1285., 1298., 1364., 1299., 1287., 1282., 1271., 1300., 1275., 1319., 1381., 1288., 1286., 1301., 1288., 1280., 1289., 1381., 1287., 1292., 1283., 1275., 1303., 1265., 1276., 1381., 1269., 1271., 1272., 1285., 1262., 1294., 1357., 1299., 1295., 1275., 1289., 1282., 1286.}"
19,24,"3_1/1/relu3_1_expand","3_1/3/conv3_1_linear_bn",5,"3_1/1/relu3_1_expand-3_1/2/conv3_1_dwise-3_1/2/conv3_1_dwise_bn-3_1/2/relu3_1_dwise-3_1/3/conv3_1_linear-3_1/3/conv3_1_linear_bn","Elementwise","BatchNormalization","Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",6507.,6583.433300000001,6700.,"{6541., 6618., 6536., 6590., 6657., 6566., 6575., 6652., 6570., 6576., 6678., 6544., 6548., 6684., 6536., 6575., 6672., 6557., 6570., 6700., 6507., 6573., 6656., 6575., 6541., 6654., 6548., 6555., 6647., 6542., 6603., 6685., 6540., 6580., 6660., 6563., 6597., 6607., 6578., 6561., 6621., 6570., 6575., 6609., 6575., 6575., 6589., 6577., 6595., 6581.}"
25,30,"3_1/4","3_2/2/conv3_2_dwise_bn",5,"3_1/4-3_2/1/conv3_2_expand-3_2/1/conv3_2_expand_bn-3_2/1/relu3_2_expand-3_2/2/conv3_2_dwise-3_2/2/conv3_2_dwise_bn","Threading","BatchNormalization","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",2852.,2894.2000000000003,3244.,"{3244., 3068., 2884., 2897., 2877., 2872., 2852., 2939., 3014., 2865., 2947., 2910., 2891., 2882., 2928., 2920., 2903., 2881., 2956., 2911., 2860., 2937., 2876., 2877., 2871., 2971., 2883., 2865., 2881., 2885., 2867., 2912., 2977., 2889., 2865., 2898., 2888., 2875., 2909., 2924., 2876., 2861., 2917., 2872., 2888., 2949., 2879., 2876., 2861., 2993.}"
31,36,"3_2/2/relu3_2_dwise","4_1/1/relu4_1_expand",5,"3_2/2/relu3_2_dwise-3_2/3/conv3_2_linear-3_2/3/conv3_2_linear_bn-4_1/1/conv4_1_expand-4_1/1/conv4_1_expand_bn-4_1/1/relu4_1_expand","Elementwise","Elementwise","Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise",612.,620.2,839.,"{839., 646., 631., 622., 722., 668., 620., 620., 619., 618., 634., 621., 619., 617., 618., 618., 618., 631., 617., 690., 698., 617., 617., 630., 619., 617., 617., 616., 616., 634., 620., 615., 616., 617., 618., 727., 665., 619., 617., 618., 617., 628., 616., 612., 612., 614., 614., 614., 628., 618.}"
37,37,"4_1/2/conv4_1_dwise","4_1/2/conv4_1_dwise",0,"4_1/2/conv4_1_dwise","Convolution","Convolution","Convolution",1945.,1969.3667,2282.,"{2282., 2245., 2055., 1997., 1959., 1967., 1958., 2003., 1964., 1967., 1955., 1965., 2039., 1970., 1958., 1972., 1956., 2008., 1968., 1970., 1958., 1969., 2011., 1971., 1958., 1970., 1958., 2024., 1960., 1970., 1953., 1963., 1997., 1976., 1964., 1961., 1947., 2029., 1949., 1960., 1946., 1955., 1995., 1988., 1945., 1956., 1948., 2008., 1992., 1955.}"
38,38,"4_1/2/conv4_1_dwise_bn","4_1/2/conv4_1_dwise_bn",0,"4_1/2/conv4_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",98.,99.2,118.,"{118., 102., 99., 99., 99., 108., 98., 99., 98., 98., 98., 99., 98., 99., 98., 99., 98., 99., 98., 99., 109., 100., 99., 99., 99., 99., 100., 99., 100., 99., 100., 100., 99., 100., 99., 99., 99., 100., 99., 100., 100., 99., 99., 110., 100., 99., 100., 99., 99., 99.}"
39,39,"4_1/2/relu4_1_dwise","4_1/2/relu4_1_dwise",0,"4_1/2/relu4_1_dwise","Elementwise","Elementwise","Elementwise",177.,178.3333,197.,"{197., 190., 180., 180., 180., 179., 180., 190., 179., 178., 178., 178., 179., 179., 179., 179., 179., 179., 178., 180., 178., 178., 190., 178., 177., 178., 177., 179., 177., 177., 177., 178., 178., 177., 178., 177., 178., 178., 178., 177., 179., 177., 178., 178., 187., 178., 177., 178., 178., 178.}"
40,40,"4_1/3/conv4_1_linear","4_1/3/conv4_1_linear",0,"4_1/3/conv4_1_linear","Convolution","Convolution","Convolution",89.,91.2333,154.,"{154., 96., 90., 90., 90., 91., 90., 91., 91., 90., 91., 90., 90., 91., 91., 91., 98., 108., 103., 101., 118., 102., 102., 102., 101., 109., 91., 91., 91., 90., 91., 90., 91., 91., 90., 91., 91., 92., 90., 91., 90., 89., 91., 90., 91., 90., 91., 91., 90., 91.}"
