"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,1,"conv1","conv1",0,"conv1","Convolution","Convolution","Convolution",719.,737.2333,882.,"{808., 762., 774., 738., 745., 882., 811., 760., 741., 738., 728., 736., 741., 740., 726., 725., 724., 722., 880., 816., 721., 728., 738., 742., 736., 727., 724., 724., 732., 734., 737., 786., 840., 754., 732., 737., 727., 737., 729., 737., 720., 724., 721., 723., 814., 843., 733., 719., 747., 730.}"
2,2,"relu_conv1","relu_conv1",0,"relu_conv1","Elementwise","Elementwise","Elementwise",298.,300.2667,346.,"{346., 323., 306., 300., 313., 301., 300., 300., 299., 301., 300., 300., 300., 300., 299., 300., 298., 311., 301., 300., 299., 300., 298., 299., 308., 299., 299., 299., 301., 300., 312., 300., 299., 299., 299., 300., 299., 300., 300., 302., 298., 300., 300., 315., 302., 301., 302., 302., 302., 301.}"
3,3,"pool1","pool1",0,"pool1","Pooling","Pooling","Pooling",1544.,1556.5333,1629.,"{1604., 1617., 1547., 1571., 1546., 1561., 1545., 1544., 1587., 1555., 1560., 1613., 1544., 1559., 1546., 1569., 1549., 1548., 1597., 1546., 1588., 1551., 1608., 1563., 1546., 1629., 1551., 1550., 1570., 1544., 1545., 1564., 1552., 1604., 1553., 1546., 1564., 1551., 1564., 1545., 1545., 1573., 1552., 1616., 1545., 1545., 1565., 1562., 1562., 1545.}"
4,4,"fire2/squeeze1x1","fire2/squeeze1x1",0,"fire2/squeeze1x1","Convolution","Convolution","Convolution",58.,62.,121.,"{121., 67., 61., 61., 62., 60., 60., 61., 60., 60., 59., 60., 59., 60., 59., 59., 58., 60., 59., 60., 60., 60., 60., 89., 69., 66., 66., 66., 67., 67., 67., 67., 66., 66., 66., 67., 65., 87., 59., 59., 60., 60., 60., 59., 60., 59., 60., 60., 82., 67.}"
5,5,"fire2/relu_squeeze1x1","fire2/relu_squeeze1x1",0,"fire2/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",40.,40.3667,60.,"{60., 44., 41., 40., 41., 41., 41., 40., 41., 41., 40., 41., 41., 41., 41., 40., 40., 40., 40., 41., 40., 40., 40., 40., 41., 40., 40., 41., 40., 40., 40., 40., 40., 40., 40., 40., 40., 41., 40., 40., 40., 40., 40., 41., 40., 40., 41., 56., 41., 41.}"
6,6,"fire2/expand1x1","fire2/expand1x1",0,"fire2/expand1x1","Convolution","Convolution","Convolution",151.,152.2333,195.,"{195., 176., 153., 154., 152., 154., 153., 152., 153., 151., 151., 155., 152., 152., 153., 153., 152., 151., 169., 154., 152., 153., 152., 152., 152., 153., 152., 153., 151., 152., 152., 152., 152., 152., 153., 152., 151., 151., 152., 151., 152., 151., 151., 158., 151., 151., 152., 152., 153., 152.}"
7,7,"fire2/relu_expand1x1","fire2/relu_expand1x1",0,"fire2/relu_expand1x1","Elementwise","Elementwise","Elementwise",95.,96.,113.,"{113., 99., 96., 97., 112., 96., 97., 96., 97., 96., 96., 97., 96., 95., 96., 96., 95., 96., 95., 95., 96., 97., 96., 96., 96., 96., 97., 96., 95., 96., 96., 96., 96., 96., 96., 95., 95., 95., 96., 95., 96., 96., 108., 97., 96., 96., 96., 95., 95., 96.}"
8,8,"fire2/expand3x3","fire2/expand3x3",0,"fire2/expand3x3","Convolution","Convolution","Convolution",537.,544.1667,608.,"{604., 560., 548., 543., 558., 543., 542., 572., 608., 599., 541., 542., 540., 538., 540., 538., 539., 541., 554., 540., 539., 538., 539., 539., 540., 593., 606., 586., 539., 554., 542., 540., 555., 540., 538., 539., 537., 539., 537., 554., 540., 537., 539., 599., 604., 569., 555., 540., 538., 539.}"
9,9,"fire2/relu_expand3x3","fire2/relu_expand3x3",0,"fire2/relu_expand3x3","Elementwise","Elementwise","Elementwise",93.,99.4667,156.,"{111., 97., 96., 95., 95., 95., 94., 95., 95., 94., 93., 93., 95., 94., 94., 97., 95., 94., 104., 94., 96., 94., 94., 94., 95., 94., 94., 96., 95., 95., 95., 95., 95., 95., 94., 93., 156., 123., 123., 122., 123., 123., 122., 122., 122., 122., 121., 124., 122., 123.}"
10,10,"fire2/concat","fire2/concat",0,"fire2/concat","Catenate","Catenate","Catenate",191.,192.63330000000002,214.,"{214., 195., 194., 194., 194., 193., 193., 192., 194., 192., 192., 192., 193., 193., 193., 192., 192., 211., 193., 192., 192., 192., 192., 192., 193., 193., 193., 192., 193., 192., 193., 191., 193., 192., 193., 192., 192., 205., 193., 193., 192., 193., 192., 193., 193., 192., 194., 192., 193., 193.}"
11,11,"fire3/squeeze1x1","fire3/squeeze1x1",0,"fire3/squeeze1x1","Convolution","Convolution","Convolution",111.,114.03330000000001,177.,"{177., 115., 113., 114., 113., 113., 112., 113., 114., 113., 112., 113., 113., 112., 124., 114., 112., 112., 112., 112., 112., 113., 113., 112., 112., 111., 111., 113., 111., 112., 115., 119., 146., 124., 123., 122., 122., 122., 122., 122., 128., 113., 113., 118., 112., 112., 128., 115., 112., 113.}"
12,12,"fire3/relu_squeeze1x1","fire3/relu_squeeze1x1",0,"fire3/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",49.,50.,69.,"{69., 51., 51., 49., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 49., 49., 50., 49., 49., 49., 50., 50., 50., 50., 50., 49., 50., 60., 50., 50., 50., 50., 50., 50., 50., 49., 50., 50., 50., 50., 50., 50., 50., 50., 49., 50., 50., 50.}"
13,13,"fire3/expand1x1","fire3/expand1x1",0,"fire3/expand1x1","Convolution","Convolution","Convolution",149.,169.5333,231.,"{231., 199., 200., 200., 197., 199., 200., 200., 200., 200., 198., 199., 197., 200., 198., 197., 198., 199., 182., 162., 153., 153., 150., 151., 152., 149., 151., 152., 151., 151., 150., 181., 165., 165., 164., 164., 162., 171., 150., 151., 150., 154., 163., 154., 151., 149., 150., 150., 151., 150.}"
14,14,"fire3/relu_expand1x1","fire3/relu_expand1x1",0,"fire3/relu_expand1x1","Elementwise","Elementwise","Elementwise",93.,93.9667,112.,"{112., 97., 95., 98., 95., 107., 93., 95., 94., 95., 94., 93., 93., 93., 94., 93., 94., 94., 94., 94., 94., 93., 94., 94., 94., 93., 102., 94., 94., 94., 94., 94., 93., 94., 93., 93., 94., 94., 93., 93., 95., 94., 94., 94., 106., 94., 94., 94., 94., 94.}"
15,15,"fire3/expand3x3","fire3/expand3x3",0,"fire3/expand3x3","Convolution","Convolution","Convolution",535.,539.9667000000001,634.,"{613., 634., 620., 539., 558., 541., 538., 539., 538., 538., 537., 553., 539., 538., 543., 537., 538., 536., 553., 620., 611., 537., 537., 537., 536., 549., 538., 536., 536., 536., 536., 537., 535., 543., 537., 537., 564., 603., 597., 538., 553., 537., 537., 536., 536., 536., 537., 554., 537., 537.}"
16,16,"fire3/relu_expand3x3","fire3/relu_expand3x3",0,"fire3/relu_expand3x3","Elementwise","Elementwise","Elementwise",120.,121.30000000000001,141.,"{141., 123., 121., 121., 121., 121., 122., 121., 122., 121., 121., 122., 122., 121., 123., 122., 121., 121., 122., 121., 135., 122., 121., 121., 121., 121., 121., 121., 121., 123., 123., 121., 122., 120., 120., 121., 121., 122., 122., 120., 122., 120., 121., 121., 121., 120., 123., 120., 122., 121.}"
17,17,"fire3/concat","fire3/concat",0,"fire3/concat","Catenate","Catenate","Catenate",191.,193.0667,215.,"{215., 195., 195., 192., 194., 193., 194., 194., 204., 191., 191., 191., 211., 196., 193., 193., 193., 194., 192., 192., 193., 193., 193., 192., 193., 194., 193., 207., 194., 193., 191., 192., 192., 193., 193., 192., 193., 193., 199., 193., 193., 192., 193., 194., 192., 193., 193., 203., 191., 193.}"
18,18,"pool3_pad","pool3_pad",0,"pool3_pad","Padding","Padding","Padding",854.,857.4333,884.,"{884., 856., 855., 867., 856., 855., 855., 871., 855., 865., 870., 857., 872., 855., 854., 855., 866., 856., 854., 855., 855., 870., 857., 860., 855., 854., 868., 859., 856., 855., 868., 855., 855., 857., 857., 872., 855., 854., 856., 867., 854., 854., 856., 854., 868., 855., 854., 860., 854., 867.}"
19,19,"pool3","pool3",0,"pool3","Pooling","Pooling","Pooling",795.,797.7667,823.,"{823., 797., 796., 795., 795., 808., 796., 795., 802., 797., 821., 821., 821., 806., 797., 806., 796., 795., 798., 796., 814., 797., 796., 795., 796., 807., 797., 796., 796., 796., 806., 797., 796., 804., 796., 806., 796., 796., 796., 796., 805., 796., 796., 796., 796., 812., 797., 796., 797., 796.}"
20,20,"fire4/squeeze1x1","fire4/squeeze1x1",0,"fire4/squeeze1x1","Convolution","Convolution","Convolution",69.,71.9,131.,"{131., 73., 71., 71., 73., 71., 71., 70., 70., 71., 71., 70., 73., 72., 69., 70., 71., 70., 71., 69., 71., 69., 70., 74., 74., 70., 69., 69., 71., 70., 70., 70., 70., 70., 72., 69., 86., 76., 86., 77., 75., 77., 76., 77., 76., 75., 75., 77., 75., 76.}"
21,21,"fire4/relu_squeeze1x1","fire4/relu_squeeze1x1",0,"fire4/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",37.,39.1667,55.,"{54., 41., 40., 40., 40., 39., 40., 39., 39., 39., 39., 40., 39., 39., 40., 39., 40., 39., 40., 39., 39., 39., 40., 39., 40., 39., 39., 39., 40., 39., 40., 39., 39., 39., 40., 39., 40., 55., 38., 37., 38., 37., 38., 38., 37., 37., 37., 37., 37., 38.}"
22,22,"fire4/expand1x1","fire4/expand1x1",0,"fire4/expand1x1","Convolution","Convolution","Convolution",117.,120.9667,190.,"{190., 122., 120., 120., 133., 122., 121., 121., 121., 121., 118., 121., 121., 120., 121., 121., 120., 121., 121., 120., 121., 149., 133., 130., 130., 131., 132., 131., 131., 120., 121., 121., 122., 122., 131., 122., 120., 119., 119., 119., 118., 119., 118., 117., 117., 118., 119., 118., 117., 118.}"
23,23,"fire4/relu_expand1x1","fire4/relu_expand1x1",0,"fire4/relu_expand1x1","Elementwise","Elementwise","Elementwise",72.,72.7667,93.,"{93., 75., 73., 73., 73., 73., 73., 73., 72., 73., 73., 73., 73., 72., 72., 73., 72., 73., 72., 72., 72., 72., 73., 72., 72., 73., 73., 73., 90., 74., 73., 76., 74., 72., 74., 73., 72., 73., 74., 72., 73., 72., 73., 72., 73., 72., 73., 73., 72., 73.}"
