"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,10,"conv1a","2a/_plus2a",9,"conv1a-pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a","Convolution","Threading","List-List-List-List-List-List-List-List-List-List",3949.,4018.9333,4545.,2402.,2602.7667,3617.,"","","","","","","","","","{4545., 4248., 4224., 4037., 4021., 4072., 4023., 4081., 3979., 3994., 4051., 3993., 4069., 3988., 3960., 4056., 3959., 4082., 3976., 3956., 4055., 3962., 4059., 3961., 3952., 4039., 3980., 4052., 3961., 3959., 4044., 3971., 4040., 3951., 3963., 4057., 3949., 4043., 4017., 4036., 4064., 3978., 4077., 3996., 4012., 4059., 3985., 4064., 4019., 4045.}","{3617., 3488., 3385., 3306., 3222., 3143., 3106., 3132., 3131., 3102., 3116., 3111., 3082., 3065., 3082., 3059., 2595., 2574., 2504., 2505., 2511., 2478., 2493., 2487., 2468., 2506., 2468., 2471., 2469., 2462., 2472., 2452., 2472., 2477., 2462., 2448., 2442., 2434., 2454., 2451., 2453., 2447., 2455., 2438., 2405., 2433., 2429., 2408., 2410., 2402.}",""
2,11,"pool1","2b1/bn2b1_branch2a",9,"pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a","Pooling","BatchNormalization","List-List-List-List-List-List-List-List-List-List",12749.,12800.3667,13533.,1468.,1501.6333,2168.,"","","","","","","","","","{13533., 13241., 12907., 12902., 12832., 12812., 12807., 12840., 12812., 12814., 12831., 12872., 12789., 12780., 12818., 12806., 12777., 12822., 12874., 12835., 12818., 12797., 12782., 12862., 12785., 12816., 12784., 12801., 12776., 12791., 12767., 12771., 12771., 12795., 12759., 12778., 12781., 12749., 12793., 12885., 12843., 12765., 12770., 12770., 12754., 12751., 12818., 12758., 12819., 12766.}","{2168., 2106., 1962., 1648., 1584., 1566., 1534., 1544., 1543., 1526., 1538., 1521., 1501., 1523., 1482., 1548., 1509., 1504., 1509., 1488., 1480., 1516., 1486., 1515., 1494., 1480., 1493., 1486., 1489., 1497., 1487., 1508., 1478., 1487., 1505., 1496., 1491., 1493., 1492., 1493., 1471., 1486., 1486., 1495., 1468., 1514., 1468., 1494., 1500., 1489.}",""
3,12,"2a/bn2a_branch2a","2b1/res2b1_branch2a_relu",9,"2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu","BatchNormalization","Elementwise","List-List-List-List-List-List-List-List-List-List",597.,608.1333000000001,1096.,1400.,1449.9333000000001,2123.,"","","","","","","","","","{1096., 1001., 801., 641., 619., 598., 599., 615., 602., 597., 617., 597., 611., 603., 602., 617., 604., 618., 603., 601., 606., 604., 614., 608., 636., 606., 604., 606., 607., 607., 617., 605., 616., 608., 606., 608., 605., 616., 602., 606., 617., 606., 605., 623., 605., 604., 605., 605., 613., 605.}","{2123., 2045., 1955., 1623., 1524., 1488., 1505., 1503., 1463., 1475., 1473., 1455., 1483., 1446., 1451., 1475., 1439., 1451., 1463., 1443., 1476., 1480., 1456., 1475., 1450., 1435., 1448., 1431., 1433., 1446., 1433., 1457., 1433., 1443., 1446., 1426., 1414., 1444., 1434., 1400., 1441., 1415., 1425., 1427., 1401., 1446., 1409., 1409., 1437., 1417.}",""
4,13,"2a/res2a_branch2a_relu","2b1/res2b1_branch2a",9,"2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a","Elementwise","Convolution","List-List-List-List-List-List-List-List-List-List",571.,577.5667000000001,1057.,38787.,38986.6667,39492.,"","","","","","","","","","{1057., 984., 754., 622., 581., 593., 575., 585., 573., 577., 587., 572., 591., 576., 582., 573., 572., 574., 582., 589., 573., 577., 573., 574., 585., 572., 589., 572., 575., 574., 574., 578., 574., 589., 572., 571., 595., 573., 574., 572., 586., 571., 585., 573., 573., 574., 571., 589., 571., 578.}","{38860., 39418., 39176., 38987., 39492., 39021., 38919., 39412., 38820., 38982., 38984., 39122., 39022., 39052., 38959., 38977., 38951., 38902., 38825., 38887., 38976., 39021., 39158., 39018., 39015., 39080., 38971., 38851., 39017., 38856., 39123., 38961., 39194., 38982., 39148., 39120., 38907., 39027., 38952., 38847., 39115., 38948., 38954., 38972., 38989., 38947., 38787., 38915., 38979., 38895.}",""
5,14,"2a/res2a_branch2a","2b1/bn2b1_branch2b1",9,"2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1","Convolution","BatchNormalization","List-List-List-List-List-List-List-List-List-List",19646.,19766.6667,20395.,1514.,1550.1667,2110.,"","","","","","","","","","{19666., 19757., 19646., 19747., 19698., 19728., 19671., 19826., 19738., 19774., 19824., 19792., 20171., 20395., 19758., 19750., 19776., 19798., 19787., 19861., 19850., 19833., 19813., 19713., 19735., 19696., 19805., 19787., 19807., 19745., 19692., 19824., 19814., 19722., 19701., 19704., 19747., 19828., 19760., 19685., 19704., 19910., 19867., 19765., 19741., 19784., 19724., 19670., 19812., 19793.}","{2110., 2081., 1909., 1675., 1618., 1603., 1608., 1599., 1595., 1585., 1565., 1573., 1593., 1592., 1568., 1549., 1570., 1537., 1552., 1546., 1547., 1551., 1537., 1533., 1559., 1546., 1556., 1536., 1542., 1543., 1524., 1541., 1544., 1534., 1547., 1522., 1534., 1555., 1524., 1537., 1537., 1528., 1542., 1530., 1536., 1541., 1526., 1537., 1514., 1516.}",""
6,15,"2a/bn2a_branch2b1","2b1/res2b1_branch2b1_relu",9,"2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu","BatchNormalization","Elementwise","List-List-List-List-List-List-List-List-List-List","","","",1400.,1433.1333,2077.,"","","","","","","","","","","{2077., 2057., 1898., 1619., 1516., 1484., 1482., 1465., 1497., 1447., 1446., 1447., 1432., 1424., 1451., 1443., 1424., 1452., 1426., 1435., 1417., 1418., 1440., 1434., 1426., 1445., 1462., 1418., 1434., 1433., 1418., 1462., 1408., 1431., 1405., 1401., 1445., 1413., 1414., 1427., 1402., 1409., 1429., 1431., 1419., 1426., 1402., 1400., 1410., 1401.}",""
7,16,"2a/res2a_branch2b1_relu","2b1/res2b1_branch2b1",9,"2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1","Elementwise","Convolution","List-List-List-List-List-List-List-List-List-List",1394.,1422.4,1997.,38769.,38921.933300000004,39233.,"","","","","","","","","","{1997., 1948., 1815., 1537., 1477., 1448., 1475., 1441., 1426., 1466., 1454., 1412., 1436., 1430., 1426., 1446., 1415., 1403., 1419., 1403., 1426., 1436., 1412., 1427., 1402., 1411., 1436., 1430., 1421., 1430., 1399., 1413., 1419., 1400., 1413., 1416., 1432., 1443., 1406., 1394., 1406., 1417., 1410., 1425., 1395., 1394., 1418., 1400., 1404., 1420.}","{38877., 39049., 39233., 38928., 38831., 38769., 38790., 39022., 39049., 38890., 38867., 39059., 38905., 38802., 38779., 38812., 39001., 38994., 38936., 38992., 38917., 39028., 38820., 38822., 38902., 38880., 38896., 39030., 38963., 38871., 39154., 38892., 38773., 38969., 38801., 39054., 38916., 38959., 38994., 38935., 38907., 38790., 38903., 38925., 38834., 38895., 38973., 38921., 38985., 39061.}",""
8,17,"2a/res2a_branch2b1","2b1/_plus2b1",9,"2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1","Convolution","Threading","List-List-List-List-List-List-List-List-List-List",38710.,38882.5,39066.,2416.,2476.9,3136.,"","","","","","","","","","{38850., 39016., 38931., 38794., 38886., 38843., 38758., 38968., 38932., 38863., 39040., 38928., 38814., 39004., 38812., 38735., 38933., 38900., 38899., 39035., 38929., 38830., 38963., 38724., 38843., 38890., 38955., 38870., 38881., 38887., 38749., 38829., 38851., 38814., 38859., 38902., 38868., 38804., 39066., 38790., 38761., 38940., 38863., 38930., 39005., 38932., 38955., 38954., 38710., 38824.}","{3136., 3104., 2871., 2740., 2627., 2598., 2583., 2561., 2554., 2557., 2523., 2524., 2512., 2500., 2506., 2489., 2496., 2490., 2469., 2523., 2488., 2469., 2471., 2470., 2472., 2456., 2447., 2472., 2473., 2452., 2466., 2446., 2468., 2458., 2435., 2476., 2444., 2457., 2447., 2448., 2465., 2451., 2430., 2452., 2432., 2454., 2440., 2416., 2457., 2428.}",""
9,18,"2a/res2a_branch1","2b2/bn2b2_branch2a",9,"2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1-2b2/bn2b2_branch2a","Convolution","BatchNormalization","List-List-List-List-List-List-List-List-List-List","","","",1492.,1531.,2139.,"","","","","","","","","","","{2139., 2123., 1946., 1682., 1595., 1598., 1615., 1584., 1567., 1547., 1553., 1538., 1553., 1558., 1546., 1551., 1522., 1521., 1543., 1530., 1547., 1522., 1508., 1536., 1507., 1519., 1535., 1524., 1540., 1513., 1507., 1540., 1527., 1523., 1516., 1510., 1523., 1497., 1527., 1524., 1507., 1533., 1502., 1503., 1510., 1519., 1510., 1533., 1492., 1515.}",""
10,19,"2a/_plus2a","2b2/res2b2_branch2a_relu",9,"2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1-2b2/bn2b2_branch2a-2b2/res2b2_branch2a_relu","Threading","Elementwise","List-List-List-List-List-List-List-List-List-List",2503.,2579.6333,3080.,1444.,1467.8000000000002,2152.,"","","","","","","","","","{3080., 3042., 2904., 2797., 2719., 2743., 2696., 2659., 2670., 2679., 2624., 2630., 2638., 2619., 2621., 2613., 2599., 2603., 2594., 2577., 2610., 2587., 2570., 2569., 2583., 2567., 2572., 2542., 2592., 2574., 2541., 2549., 2573., 2543., 2544., 2542., 2554., 2539., 2550., 2529., 2552., 2534., 2548., 2534., 2528., 2543., 2549., 2503., 2541., 2539.}","{2152., 2141., 1929., 1638., 1533., 1503., 1504., 1493., 1501., 1510., 1478., 1482., 1468., 1455., 1472., 1473., 1469., 1479., 1457., 1476., 1457., 1455., 1483., 1466., 1454., 1480., 1457., 1447., 1469., 1451., 1461., 1444., 1452., 1444., 1452., 1458., 1478., 1454., 1448., 1465., 1451., 1474., 1476., 1470., 1485., 1459., 1450., 1467., 1449., 1457.}",""
