"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,2,"ReLUConv1/1","ReLUConv1/2",1,"ReLUConv1/1-ReLUConv1/2","Convolution","Elementwise","Convolution-Elementwise",212.,214.4333,314.,"{301., 226., 218., 217., 216., 216., 214., 268., 242., 240., 238., 239., 214., 212., 214., 314., 223., 216., 214., 214., 214., 212., 214., 213., 214., 214., 212., 213., 213., 213., 214., 213., 225., 216., 214., 214., 212., 213., 219., 214., 214., 214., 213., 213., 213., 213., 213., 214., 213., 212.}"
3,4,"PrimaryCaps/1","PrimaryCaps/2",1,"PrimaryCaps/1-PrimaryCaps/2","Convolution","Transpose","Convolution-Transpose",2126.,2164.7000000000003,2515.,"{2515., 2245., 2192., 2137., 2273., 2174., 2149., 2131., 2139., 2252., 2138., 2145., 2134., 2206., 2181., 2142., 2126., 2139., 2276., 2154., 2131., 2149., 2206., 2197., 2146., 2139., 2157., 2269., 2159., 2128., 2156., 2126., 2269., 2150., 2133., 2150., 2276., 2237., 2155., 2154., 2149., 2299., 2185., 2159., 2162., 2269., 2187., 2144., 2167., 2151.}"
5,6,"PrimaryCaps/3","PrimaryCaps/4/1",1,"PrimaryCaps/3-PrimaryCaps/4/1","Reshape","Elementwise","Reshape-Elementwise",36.,37.,70.,"{70., 41., 38., 37., 38., 36., 45., 38., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 37., 36., 37., 37., 36., 37., 37., 36., 37., 37., 36., 37., 36., 37., 37., 36., 37., 37., 37., 37., 36., 37., 36., 37., 36., 37., 37., 37., 38., 37., 37., 37.}"
7,8,"PrimaryCaps/4/2","PrimaryCaps/4/3",1,"PrimaryCaps/4/2-PrimaryCaps/4/3","Aggregation","Elementwise","Aggregation-Elementwise",242.,243.10000000000002,274.,"{274., 245., 242., 242., 242., 243., 242., 243., 254., 244., 244., 243., 243., 244., 243., 243., 243., 243., 243., 243., 243., 243., 243., 243., 253., 242., 251., 243., 242., 243., 243., 243., 248., 247., 247., 243., 243., 243., 243., 254., 244., 242., 242., 243., 242., 243., 242., 243., 243., 243.}"
9,9,"PrimaryCaps/4/4","PrimaryCaps/4/4",0,"PrimaryCaps/4/4","Replicate","Replicate","Replicate",303.,304.5,319.,"{319., 307., 305., 304., 305., 305., 305., 304., 304., 305., 304., 306., 305., 305., 304., 303., 304., 305., 304., 304., 304., 305., 304., 318., 317., 307., 305., 305., 304., 304., 305., 304., 304., 304., 304., 304., 305., 304., 304., 305., 304., 304., 304., 304., 305., 305., 304., 305., 314., 307.}"
10,10,"PrimaryCaps/4/5","PrimaryCaps/4/5",0,"PrimaryCaps/4/5","Threading","Threading","Threading",36.,37.,47.,"{47., 39., 38., 37., 37., 37., 37., 37., 37., 36., 37., 37., 37., 36., 37., 37., 37., 36., 37., 37., 37., 36., 37., 36., 37., 37., 38., 38., 37., 37., 37., 37., 37., 36., 37., 37., 37., 36., 37., 37., 37., 37., 37., 37., 37., 36., 37., 36., 37., 37.}"
11,11,"PrimaryPredVects/2","PrimaryPredVects/2",0,"PrimaryPredVects/2","ConstantArray","ConstantArray","ConstantArray",14876.,14913.633300000001,17110.,"{15021., 15035., 14967., 14945., 14936., 14929., 14938., 14919., 14917., 14935., 14926., 14920., 14921., 14920., 14918., 14915., 17110., 16113., 14955., 14938., 14911., 14890., 14881., 14901., 14897., 14885., 14910., 14906., 14910., 14897., 14904., 14886., 14912., 14924., 14932., 14890., 14876., 14888., 14901., 14893., 14913., 14918., 14926., 14921., 14910., 14882., 14898., 14885., 14879., 14905.}"
12,12,"PrimaryPredVects/1","PrimaryPredVects/1",0,"PrimaryPredVects/1","Replicate","Replicate","Replicate",44671.,44692.,44739.,"{44718., 44702., 44739., 44671., 44690., 44693., 44702., 44703., 44684., 44687., 44683., 44709., 44685., 44693., 44687., 44694., 44684., 44689., 44686., 44685., 44702., 44688., 44695., 44689., 44735., 44684., 44691., 44688., 44692., 44700., 44702., 44684., 44695., 44698., 44692., 44681., 44684., 44696., 44686., 44693., 44689., 44692., 44695., 44686., 44695., 44692., 44704., 44731., 44684., 44702.}"
13,14,"PrimaryPredVects/3","PrimaryPredVects/4",1,"PrimaryPredVects/3-PrimaryPredVects/4","Threading","Aggregation","Threading-Aggregation",30673.,30769.2667,31121.,"{31121., 31034., 30949., 30755., 30842., 30808., 30824., 30731., 30734., 30817., 30780., 30757., 30768., 30775., 30720., 30786., 30848., 30777., 30697., 30767., 30847., 30733., 30748., 30802., 30713., 30782., 30686., 30673., 30808., 30730., 30735., 30765., 30794., 30815., 30777., 30787., 30788., 30784., 30720., 30691., 30729., 30753., 30759., 30773., 30745., 30838., 30684., 30841., 30736., 30756.}"
15,15,"DynamicRouting/1","DynamicRouting/1",0,"DynamicRouting/1","Replicate","Replicate","Replicate",10618.,10673.9,10706.,"{10706., 10670., 10675., 10674., 10667., 10677., 10678., 10665., 10673., 10680., 10669., 10671., 10678., 10670., 10618., 10685., 10670., 10677., 10676., 10666., 10675., 10681., 10664., 10674., 10679., 10670., 10671., 10676., 10668., 10681., 10675., 10667., 10678., 10677., 10667., 10675., 10673., 10667., 10674., 10674., 10669., 10679., 10683., 10671., 10681., 10685., 10670., 10683., 10678., 10665.}"
