"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,1,"conv1","conv1",0,"conv1","Convolution","Convolution","Convolution",724.,753.8000000000001,891.,"{796., 768., 780., 742., 760., 735., 753., 746., 782., 883., 790., 736., 755., 724., 740., 732., 745., 742., 741., 730., 747., 782., 891., 797., 745., 738., 746., 733., 763., 726., 746., 734., 746., 744., 783., 889., 799., 802., 800., 743., 735., 744., 732., 761., 734., 746., 730., 776., 874., 779.}"
2,2,"relu_conv1","relu_conv1",0,"relu_conv1","Elementwise","Elementwise","Elementwise",296.,296.73330000000004,327.,"{327., 310., 300., 297., 297., 297., 297., 310., 297., 296., 297., 297., 296., 297., 297., 297., 296., 297., 296., 297., 308., 296., 296., 297., 296., 297., 296., 296., 296., 296., 303., 296., 296., 307., 298., 297., 297., 298., 297., 296., 297., 296., 296., 297., 298., 296., 308., 296., 296., 297.}"
3,3,"pool1","pool1",0,"pool1","Pooling","Pooling","Pooling",1531.,1553.3667,1626.,"{1564., 1626., 1562., 1547., 1564., 1546., 1545., 1558., 1554., 1546., 1545., 1545., 1588., 1546., 1555., 1561., 1548., 1563., 1615., 1548., 1575., 1549., 1561., 1548., 1547., 1558., 1547., 1568., 1548., 1615., 1558., 1548., 1561., 1556., 1548., 1559., 1546., 1547., 1556., 1560., 1559., 1548., 1547., 1556., 1548., 1560., 1558., 1531., 1544., 1550.}"
4,4,"fire2/squeeze1x1","fire2/squeeze1x1",0,"fire2/squeeze1x1","Convolution","Convolution","Convolution",81.,83.7667,149.,"{149., 86., 84., 84., 84., 83., 83., 86., 81., 86., 81., 85., 83., 84., 82., 82., 82., 83., 84., 83., 82., 85., 83., 83., 81., 84., 83., 85., 85., 82., 84., 82., 92., 85., 84., 85., 84., 84., 84., 84., 84., 82., 84., 85., 85., 84., 82., 83., 86., 84.}"
5,5,"fire2/relu_squeeze1x1","fire2/relu_squeeze1x1",0,"fire2/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",49.,50.,70.,"{70., 52., 50., 50., 50., 50., 50., 51., 50., 50., 50., 50., 49., 51., 50., 50., 49., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 50., 49., 60., 50., 50., 50., 49., 50.}"
6,6,"fire2/expand1x1","fire2/expand1x1",0,"fire2/expand1x1","Convolution","Convolution","Convolution",141.,156.63330000000002,254.,"{235., 190., 186., 186., 187., 186., 186., 187., 187., 185., 187., 187., 222., 201., 202., 201., 254., 194., 153., 147., 145., 147., 144., 175., 147., 144., 143., 143., 143., 145., 143., 143., 141., 143., 144., 142., 143., 143., 142., 143., 143., 144., 144., 143., 142., 142., 143., 141., 142., 143.}"
7,7,"fire2/relu_expand1x1","fire2/relu_expand1x1",0,"fire2/relu_expand1x1","Elementwise","Elementwise","Elementwise",92.,93.9,116.,"{116., 95., 93., 94., 104., 103., 102., 93., 94., 95., 93., 93., 93., 93., 94., 93., 93., 95., 94., 94., 94., 94., 94., 95., 94., 94., 94., 95., 93., 94., 94., 94., 104., 94., 94., 95., 93., 96., 94., 94., 93., 94., 93., 94., 93., 92., 94., 95., 93., 93.}"
8,8,"fire2/expand3x3","fire2/expand3x3",0,"fire2/expand3x3","Convolution","Convolution","Convolution",531.,537.0667,637.,"{631., 576., 541., 611., 613., 547., 534., 567., 566., 543., 535., 533., 535., 533., 534., 548., 535., 534., 533., 533., 532., 616., 637., 534., 533., 532., 533., 534., 532., 545., 535., 533., 533., 533., 532., 532., 532., 542., 541., 605., 608., 532., 531., 532., 547., 538., 536., 538., 536., 536.}"
9,9,"fire2/relu_expand3x3","fire2/relu_expand3x3",0,"fire2/relu_expand3x3","Elementwise","Elementwise","Elementwise",94.,95.1667,115.,"{115., 97., 109., 97., 96., 97., 95., 95., 96., 96., 96., 96., 96., 96., 95., 95., 95., 95., 95., 96., 95., 95., 95., 95., 95., 95., 95., 95., 95., 94., 95., 95., 95., 95., 95., 95., 95., 94., 95., 95., 95., 96., 95., 95., 95., 96., 95., 95., 94., 95.}"
10,10,"fire2/concat","fire2/concat",0,"fire2/concat","Catenate","Catenate","Catenate",157.,157.3,175.,"{175., 159., 159., 158., 157., 157., 158., 158., 157., 158., 157., 157., 157., 157., 170., 158., 157., 157., 157., 158., 157., 157., 157., 158., 157., 158., 157., 158., 157., 157., 158., 157., 158., 157., 157., 158., 157., 158., 168., 158., 157., 157., 157., 157., 157., 157., 157., 157., 157., 157.}"
11,11,"fire3/squeeze1x1","fire3/squeeze1x1",0,"fire3/squeeze1x1","Convolution","Convolution","Convolution",78.,79.60000000000001,181.,"{181., 97., 110., 80., 81., 81., 79., 80., 80., 80., 80., 79., 79., 79., 81., 80., 79., 79., 79., 80., 79., 80., 79., 79., 91., 81., 79., 80., 80., 79., 80., 80., 79., 80., 80., 79., 80., 80., 80., 80., 79., 78., 79., 78., 79., 78., 78., 80., 79., 80.}"
12,12,"fire3/relu_squeeze1x1","fire3/relu_squeeze1x1",0,"fire3/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",40.,40.4,61.,"{61., 44., 41., 41., 41., 41., 40., 40., 40., 41., 40., 41., 41., 40., 41., 42., 40., 40., 40., 41., 40., 41., 40., 41., 40., 40., 40., 40., 40., 40., 40., 40., 40., 41., 40., 41., 40., 41., 40., 40., 40., 40., 41., 40., 41., 40., 41., 41., 40., 41.}"
13,13,"fire3/expand1x1","fire3/expand1x1",0,"fire3/expand1x1","Convolution","Convolution","Convolution",133.,136.0667,174.,"{174., 140., 136., 136., 136., 134., 133., 135., 135., 142., 135., 134., 135., 135., 134., 133., 133., 135., 151., 133., 135., 133., 134., 135., 134., 171., 147., 147., 148., 146., 147., 146., 158., 133., 134., 135., 135., 134., 136., 135., 134., 134., 133., 134., 133., 156., 140., 138., 137., 138.}"
14,14,"fire3/relu_expand1x1","fire3/relu_expand1x1",0,"fire3/relu_expand1x1","Elementwise","Elementwise","Elementwise",92.,93.2667,112.,"{112., 97., 101., 95., 94., 94., 94., 94., 94., 93., 93., 93., 93., 93., 93., 94., 94., 93., 93., 94., 93., 93., 93., 93., 93., 93., 93., 93., 93., 94., 94., 93., 93., 93., 93., 93., 92., 93., 93., 93., 94., 94., 93., 93., 93., 94., 93., 93., 94., 93.}"
15,15,"fire3/expand3x3","fire3/expand3x3",0,"fire3/expand3x3","Convolution","Convolution","Convolution",537.,540.9333,627.,"{619., 571., 542., 541., 540., 540., 539., 538., 555., 540., 541., 538., 538., 539., 614., 620., 552., 539., 541., 541., 538., 537., 539., 551., 539., 538., 537., 539., 539., 539., 554., 539., 627., 608., 537., 538., 539., 557., 539., 538., 537., 538., 539., 538., 555., 542., 541., 540., 540., 583.}"
16,16,"fire3/relu_expand3x3","fire3/relu_expand3x3",0,"fire3/relu_expand3x3","Elementwise","Elementwise","Elementwise",93.,93.86670000000001,126.,"{126., 97., 95., 94., 94., 94., 93., 93., 93., 94., 94., 93., 93., 93., 94., 93., 93., 94., 94., 94., 93., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 94., 93., 93., 98., 94., 93., 94., 93., 94., 93., 94., 94., 104., 94.}"
17,17,"fire3/concat","fire3/concat",0,"fire3/concat","Catenate","Catenate","Catenate",154.,157.0667,174.,"{174., 160., 159., 157., 157., 158., 157., 158., 158., 158., 157., 157., 158., 157., 157., 157., 157., 155., 155., 154., 154., 155., 162., 155., 155., 165., 157., 157., 156., 157., 158., 158., 156., 157., 157., 157., 157., 156., 158., 157., 169., 157., 156., 157., 156., 157., 156., 158., 157., 157.}"
18,18,"pool3_pad","pool3_pad",0,"pool3_pad","Padding","Padding","Padding",459.,460.2667,480.,"{480., 462., 462., 461., 461., 460., 468., 461., 460., 459., 459., 460., 476., 460., 460., 460., 460., 459., 460., 460., 471., 460., 460., 459., 460., 459., 459., 468., 461., 476., 460., 460., 460., 459., 460., 460., 459., 471., 461., 459., 459., 459., 460., 460., 459., 459., 478., 462., 470., 462.}"
19,19,"pool3","pool3",0,"pool3","Pooling","Pooling","Pooling",807.,811.9000000000001,847.,"{835., 826., 810., 808., 807., 807., 830., 808., 807., 808., 808., 818., 817., 808., 807., 847., 809., 808., 807., 807., 823., 809., 809., 809., 818., 823., 810., 841., 809., 809., 821., 810., 810., 809., 810., 821., 819., 842., 810., 809., 819., 810., 810., 810., 809., 847., 809., 809., 819., 823.}"
20,20,"fire4/squeeze1x1","fire4/squeeze1x1",0,"fire4/squeeze1x1","Convolution","Convolution","Convolution",54.,61.,127.,"{127., 60., 56., 57., 57., 55., 56., 55., 57., 56., 55., 56., 54., 56., 55., 56., 60., 58., 60., 71., 65., 62., 62., 63., 62., 63., 62., 64., 63., 61., 63., 62., 63., 73., 74., 72., 74., 72., 67., 63., 61., 62., 62., 61., 62., 62., 63., 63., 68., 56.}"
21,21,"fire4/relu_squeeze1x1","fire4/relu_squeeze1x1",0,"fire4/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",34.,35.,50.,"{50., 38., 36., 35., 35., 34., 35., 35., 36., 35., 35., 35., 35., 35., 35., 35., 36., 35., 35., 34., 35., 35., 35., 35., 36., 35., 35., 35., 35., 35., 35., 34., 35., 35., 34., 35., 35., 35., 35., 35., 35., 35., 34., 35., 35., 35., 35., 35., 35., 35.}"
22,22,"fire4/expand1x1","fire4/expand1x1",0,"fire4/expand1x1","Convolution","Convolution","Convolution",88.,89.5667,140.,"{140., 96., 92., 91., 90., 89., 90., 90., 89., 90., 90., 89., 88., 91., 89., 89., 89., 90., 90., 89., 90., 91., 89., 90., 103., 91., 90., 90., 90., 90., 88., 88., 90., 90., 89., 90., 89., 89., 90., 88., 89., 89., 89., 90., 89., 88., 89., 89., 89., 92.}"
23,23,"fire4/relu_expand1x1","fire4/relu_expand1x1",0,"fire4/relu_expand1x1","Elementwise","Elementwise","Elementwise",58.,58.5,93.,"{93., 63., 60., 59., 59., 59., 59., 59., 59., 59., 59., 59., 59., 58., 58., 58., 59., 58., 59., 58., 58., 58., 59., 59., 58., 58., 58., 58., 58., 58., 58., 58., 58., 59., 58., 58., 58., 59., 59., 59., 59., 59., 58., 58., 58., 58., 58., 59., 59., 58.}"
