"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,9,"1/conv1","2_2/1/conv2_2_expand",8,"1/conv1-1/conv1_bn-1/relu1-2_1/1/conv2_1_dwise-2_1/1/conv2_1_dwise_bn-2_1/1/relu2_1_dwise-2_1/2/conv2_1_linear-2_1/2/conv2_1_linear_bn-2_2/1/conv2_2_expand","Convolution","Convolution","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution",8268.,8341.7667,8928.,"{8928., 8305., 8490., 8322., 8328., 8344., 8395., 8337., 8363., 8268., 8336., 8280., 8467., 8386., 8336., 8335., 8304., 8274., 8397., 8369., 8305., 8317., 8283., 8290., 8388., 8349., 8286., 8361., 8328., 8274., 8350., 8378., 8353., 8389., 8277., 8313., 8410., 8423., 8269., 8404., 8326., 8308., 8351., 8418., 8276., 8429., 8322., 8281., 8365., 8423.}"
10,18,"2_2/1/conv2_2_expand_bn","3_1/1/conv3_1_expand_bn",8,"2_2/1/conv2_2_expand_bn-2_2/1/relu2_2_expand-2_2/2/conv2_2_dwise-2_2/2/conv2_2_dwise_bn-2_2/2/relu2_2_dwise-2_2/3/conv2_2_linear-2_2/3/conv2_2_linear_bn-3_1/1/conv3_1_expand-3_1/1/conv3_1_expand_bn","BatchNormalization","BatchNormalization","BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Convolution-BatchNormalization",9342.,9428.033300000001,10648.,"{9994., 9419., 9390., 9486., 9552., 9524., 9517., 9428., 9434., 9368., 9371., 9384., 9397., 9488., 9400., 9416., 9342., 9405., 9398., 9427., 9405., 9460., 9485., 9548., 9488., 9875., 9447., 9431., 9436., 9373., 9395., 9369., 9383., 9366., 9362., 9356., 10648., 9521., 9397., 9399., 9379., 9404., 9449., 9460., 9530., 9511., 9486., 9440., 9382., 9404.}"
19,19,"3_1/1/relu3_1_expand","3_1/1/relu3_1_expand",0,"3_1/1/relu3_1_expand","Elementwise","Elementwise","Elementwise",458.,462.3333,509.,"{509., 477., 470., 464., 463., 460., 461., 479., 467., 463., 463., 464., 464., 463., 465., 481., 488., 476., 465., 463., 460., 459., 460., 475., 459., 460., 458., 459., 458., 459., 459., 458., 473., 460., 459., 459., 468., 458., 472., 459., 478., 460., 459., 459., 459., 460., 460., 460., 460., 474.}"
20,20,"3_1/2/conv3_1_dwise","3_1/2/conv3_1_dwise",0,"3_1/2/conv3_1_dwise","Convolution","Convolution","Convolution",4913.,4960.433300000001,5379.,"{5335., 5267., 5137., 5068., 5379., 5055., 4990., 4974., 4967., 4963., 4952., 4957., 4939., 4969., 4956., 4948., 4943., 4969., 4962., 4931., 4941., 4948., 4966., 4946., 4931., 4965., 4942., 4930., 4913., 4996., 4917., 4990., 4919., 5009., 4927., 4966., 4917., 4976., 4922., 5089., 4927., 4974., 4924., 5022., 4928., 4995., 4946., 4995., 4913., 4982.}"
21,21,"3_1/2/conv3_1_dwise_bn","3_1/2/conv3_1_dwise_bn",0,"3_1/2/conv3_1_dwise_bn","BatchNormalization","BatchNormalization","BatchNormalization",241.,242.66670000000002,289.,"{289., 264., 251., 257., 243., 243., 242., 243., 242., 242., 243., 243., 243., 242., 242., 242., 243., 243., 242., 258., 244., 243., 243., 242., 242., 243., 242., 243., 243., 242., 243., 251., 244., 243., 243., 254., 243., 243., 243., 243., 243., 242., 242., 242., 242., 242., 241., 242., 242., 242.}"
22,22,"3_1/2/relu3_1_dwise","3_1/2/relu3_1_dwise",0,"3_1/2/relu3_1_dwise","Elementwise","Elementwise","Elementwise",458.,459.2667,484.,"{484., 463., 460., 458., 459., 474., 460., 459., 458., 458., 459., 469., 459., 479., 461., 459., 459., 459., 459., 458., 459., 459., 466., 459., 460., 459., 459., 458., 459., 458., 477., 459., 470., 459., 458., 459., 458., 459., 459., 459., 458., 459., 459., 459., 458., 458., 459., 479., 464., 463.}"
23,23,"3_1/3/conv3_1_linear","3_1/3/conv3_1_linear",0,"3_1/3/conv3_1_linear","Convolution","Convolution","Convolution",148.,149.9333,223.,"{223., 156., 151., 150., 150., 150., 150., 149., 149., 150., 150., 150., 150., 150., 171., 150., 150., 149., 161., 151., 149., 148., 149., 148., 148., 149., 150., 149., 148., 148., 148., 149., 150., 148., 149., 149., 149., 175., 166., 165., 164., 165., 164., 202., 151., 149., 150., 150., 149., 148.}"
24,24,"3_1/3/conv3_1_linear_bn","3_1/3/conv3_1_linear_bn",0,"3_1/3/conv3_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",63.,64.2,92.,"{92., 70., 67., 65., 65., 65., 65., 65., 64., 64., 64., 64., 64., 65., 65., 64., 64., 64., 65., 64., 64., 64., 64., 63., 64., 65., 64., 64., 65., 64., 64., 64., 64., 63., 63., 64., 64., 64., 65., 64., 64., 63., 64., 64., 64., 64., 64., 78., 65., 64.}"
25,33,"3_1/4","3_2/3/conv3_2_linear_bn",8,"3_1/4-3_2/1/conv3_2_expand-3_2/1/conv3_2_expand_bn-3_2/1/relu3_2_expand-3_2/2/conv3_2_dwise-3_2/2/conv3_2_dwise_bn-3_2/2/relu3_2_dwise-3_2/3/conv3_2_linear-3_2/3/conv3_2_linear_bn","Threading","BatchNormalization","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",3071.,3115.8667,3630.,"{3630., 3214., 3228., 3091., 3080., 3148., 3117., 3092., 3115., 3082., 3120., 3169., 3083., 3094., 3181., 3135., 3090., 3109., 3178., 3101., 3108., 3134., 3101., 3110., 3113., 3110., 3088., 3164., 3090., 3093., 3182., 3133., 3090., 3147., 3186., 3089., 3098., 3165., 3119., 3083., 3095., 3095., 3100., 3155., 3071., 3086., 3173., 3140., 3090., 3159.}"
34,34,"4_1/1/conv4_1_expand","4_1/1/conv4_1_expand",0,"4_1/1/conv4_1_expand","Convolution","Convolution","Convolution",196.,198.76670000000001,247.,"{247., 202., 202., 199., 199., 199., 199., 199., 199., 198., 212., 201., 198., 196., 198., 234., 218., 214., 215., 214., 212., 198., 199., 198., 196., 197., 200., 196., 197., 209., 199., 198., 198., 197., 199., 198., 198., 198., 198., 198., 199., 198., 197., 197., 197., 198., 198., 197., 209., 198.}"
