"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,3,"conv1a","2a/bn2a_branch2a",2,"conv1a-pool1-2a/bn2a_branch2a","Convolution","BatchNormalization","Convolution-Pooling-BatchNormalization",17701.,17817.833300000002,18784.,"{18784., 18127., 17974., 17804., 17888., 17921., 17984., 17921., 17771., 17723., 18124., 17971., 18025., 17717., 17824., 17850., 17984., 17785., 17741., 17715., 17956., 17796., 17790., 17709., 17711., 17770., 18028., 17884., 17712., 17730., 17815., 17726., 17786., 17738., 17783., 18044., 17727., 17806., 17879., 17841., 17816., 17724., 17702., 17720., 17831., 17711., 17701., 17826., 17857., 17949.}"
4,4,"2a/res2a_branch2a_relu","2a/res2a_branch2a_relu",0,"2a/res2a_branch2a_relu","Elementwise","Elementwise","Elementwise",585.,598.2667,859.,"{859., 810., 739., 615., 605., 602., 602., 597., 618., 603., 605., 602., 599., 599., 602., 615., 603., 603., 618., 600., 600., 611., 590., 588., 591., 591., 588., 588., 615., 597., 611., 597., 598., 594., 617., 589., 591., 588., 589., 587., 585., 606., 590., 590., 592., 591., 593., 604., 587., 586.}"
5,5,"2a/res2a_branch1","2a/res2a_branch1",0,"2a/res2a_branch1","Convolution","Convolution","Convolution",901.,920.7,1531.,"{1531., 1392., 1097., 1001., 1020., 944., 925., 913., 912., 910., 930., 915., 911., 906., 1022., 961., 914., 915., 927., 915., 914., 904., 925., 903., 937., 1010., 916., 922., 907., 904., 908., 924., 907., 901., 905., 983., 984., 910., 909., 916., 911., 907., 911., 905., 926., 906., 994., 962., 924., 904.}"
6,8,"2a/res2a_branch2a","2a/res2a_branch2b1_relu",2,"2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise",23302.,23450.5,25497.,"{23713., 25497., 23436., 23483., 23347., 23476., 23433., 23355., 23449., 23420., 23374., 23485., 23466., 23381., 23531., 23524., 23441., 23470., 23526., 23487., 23430., 23452., 23419., 23381., 23396., 23463., 23412., 23362., 23464., 23442., 23333., 23455., 23486., 23468., 23459., 23489., 24677., 23465., 23421., 23463., 23400., 23302., 23471., 23437., 23420., 23467., 23541., 23391., 23462., 23547.}"
9,9,"2a/res2a_branch2b1","2a/res2a_branch2b1",0,"2a/res2a_branch2b1","Convolution","Convolution","Convolution",38615.,38790.966700000004,62950.,"{62950., 38633., 38615., 38760., 38828., 38822., 38822., 38908., 38919., 38746., 38737., 38727., 38775., 38846., 38918., 38794., 38708., 38811., 38690., 38741., 38683., 38909., 38785., 38929., 38784., 38758., 38824., 38732., 38666., 38800., 38819., 38892., 38853., 38918., 38717., 38863., 38790., 38697., 38733., 38844., 38823., 38994., 38846., 38752., 38762., 38676., 38745., 38745., 38978., 38789.}"
10,12,"2a/_plus2a","2b1/res2b1_branch2a_relu",2,"2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu","Threading","Elementwise","Threading-BatchNormalization-Elementwise",6274.,6356.,11116.,"{11116., 10712., 10434., 10337., 10300., 6856., 6497., 6438., 6443., 6406., 6434., 6436., 6405., 6385., 6368., 6367., 6373., 6359., 6449., 6356., 6357., 6343., 6374., 6319., 6337., 6353., 6322., 6369., 6307., 6312., 6309., 6351., 6399., 6325., 6317., 6315., 6282., 6343., 6321., 6284., 6340., 6312., 6302., 6300., 6274., 6344., 6320., 6299., 6300., 6330.}"
13,15,"2b1/res2b1_branch2a","2b1/res2b1_branch2b1_relu",2,"2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise",42513.,42745.2667,42929.,"{42929., 42810., 42726., 42831., 42759., 42670., 42734., 42726., 42722., 42645., 42681., 42873., 42642., 42751., 42842., 42811., 42637., 42911., 42841., 42752., 42673., 42762., 42721., 42612., 42843., 42716., 42705., 42671., 42762., 42893., 42640., 42766., 42796., 42705., 42614., 42796., 42771., 42699., 42812., 42829., 42775., 42646., 42756., 42733., 42625., 42609., 42831., 42807., 42513., 42790.}"
16,16,"2b1/res2b1_branch2b1","2b1/res2b1_branch2b1",0,"2b1/res2b1_branch2b1","Convolution","Convolution","Convolution",38567.,38753.5667,38923.,"{38567., 38766., 38743., 38870., 38838., 38853., 38681., 38746., 38621., 38639., 38772., 38771., 38768., 38775., 38605., 38738., 38587., 38796., 38841., 38788., 38923., 38752., 38806., 38668., 38679., 38664., 38838., 38730., 38857., 38770., 38842., 38783., 38742., 38674., 38679., 38840., 38798., 38820., 38868., 38706., 38613., 38638., 38750., 38780., 38907., 38665., 38805., 38616., 38772., 38711.}"
17,19,"2b1/_plus2b1","2b2/res2b2_branch2a_relu",2,"2b1/_plus2b1-2b2/bn2b2_branch2a-2b2/res2b2_branch2a_relu","Threading","Elementwise","Threading-BatchNormalization-Elementwise",6337.,6401.666700000001,7573.,"{7573., 6946., 6668., 6565., 6530., 6467., 6493., 6458., 6450., 6492., 6434., 6413., 6469., 6420., 6458., 6411., 6401., 6438., 6409., 6423., 6396., 6403., 6442., 6392., 6385., 6373., 6405., 6385., 6369., 6370., 6369., 6387., 6382., 6337., 6390., 6359., 6351., 6404., 6352., 6380., 6398., 6346., 6372., 6355., 6351., 6401., 6376., 6349., 6375., 6377.}"
20,22,"2b2/res2b2_branch2a","2b2/res2b2_branch2b1_relu",2,"2b2/res2b2_branch2a-2b2/bn2b2_branch2b1-2b2/res2b2_branch2b1_relu","Convolution","Elementwise","Convolution-BatchNormalization-Elementwise",42560.,42731.0333,42858.,"{42753., 42737., 42701., 42821., 42781., 42690., 42737., 42727., 42739., 42766., 42732., 42849., 42613., 42707., 42771., 42805., 42656., 42825., 42768., 42681., 42641., 42772., 42720., 42688., 42656., 42719., 42772., 42730., 42705., 42692., 42560., 42620., 42858., 42797., 42635., 42732., 42735., 42721., 42613., 42813., 42723., 42634., 42726., 42790., 42856., 42691., 42856., 42742., 42773., 42570.}"
23,23,"2b2/res2b2_branch2b1","2b2/res2b2_branch2b1",0,"2b2/res2b2_branch2b1","Convolution","Convolution","Convolution",38550.,38758.200000000004,41129.,"{38583., 38833., 38854., 38620., 38658., 38805., 38832., 38769., 38781., 38757., 38663., 38724., 38818., 38627., 38830., 38741., 38889., 38770., 38698., 38732., 38705., 38764., 38734., 38837., 38754., 38929., 38846., 41129., 38739., 38747., 38714., 38655., 38768., 38747., 38810., 38736., 38784., 38740., 38672., 38772., 38707., 38664., 38838., 38840., 38731., 38710., 38742., 38550., 38806., 38809.}"
24,26,"2b2/_plus2b2","3a/bn3a_branch2a",2,"2b2/_plus2b2-pool2-3a/bn3a_branch2a","Threading","BatchNormalization","Threading-Pooling-BatchNormalization",8829.,8896.8333,9946.,"{9946., 9507., 9148., 9057., 9037., 9000., 8966., 8946., 9218., 8964., 8936., 8931., 8934., 8920., 8914., 8898., 8920., 8889., 8894., 8910., 8885., 8901., 8871., 8870., 8883., 8881., 8866., 8858., 8863., 8873., 8875., 8865., 8868., 8875., 8883., 8851., 8940., 8972., 8862., 8863., 8856., 8869., 8842., 8859., 8829., 8854., 8848., 8933., 8866., 8946.}"
