"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,3,"conv1_7x7_s2","pool1_3x3_s2_pad",2,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad","Convolution","Padding","Convolution-Elementwise-Padding",3486.,4394.0667,7486.,"{7486., 7214., 6887., 6873., 6850., 6849., 6853., 6846., 6853., 6860., 6896., 6952., 6842., 6818., 6968., 6838., 6825., 5693., 3579., 3531., 3517., 3524., 3609., 3558., 3516., 3655., 3526., 3530., 3609., 3541., 3495., 3530., 3531., 3547., 3524., 3531., 3569., 3534., 3510., 3602., 3539., 3518., 3593., 3517., 3518., 3510., 3542., 3546., 3486., 3535.}"
4,6,"pool1_3x3_s2","conv2_3x3_reduce",2,"pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce","Pooling","Convolution","Pooling-LocalResponseNormalization-Convolution",5136.,5208.8667000000005,10825.,"{5320., 5252., 5197., 5194., 5216., 5191., 5193., 5202., 5194., 5245., 5226., 5191., 5198., 5189., 5206., 5194., 5196., 5255., 5226., 5264., 5241., 5258., 5187., 5203., 5193., 5158., 5192., 5222., 5203., 5136., 5201., 5231., 5191., 5205., 5188., 5194., 5190., 10741., 10715., 10825., 9213., 5246., 5208., 5230., 5326., 5199., 5206., 5190., 5193., 5212.}"
7,9,"conv2_relu_3x3_reduce","conv2_relu_3x3",2,"conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3","Elementwise","Elementwise","Elementwise-Convolution-Elementwise",2985.,3070.4,3592.,"{3502., 3215., 3133., 3199., 3076., 3065., 3190., 3046., 3036., 3141., 2985., 3049., 3059., 3039., 3036., 3015., 3131., 3018., 3028., 3150., 3031., 3046., 3120., 3219., 3047., 3059., 3015., 3057., 3013., 3141., 3030., 3010., 3182., 3026., 3039., 3176., 3002., 3033., 3092., 3028., 3042., 3005., 3108., 3018., 3048., 3208., 3017., 3592., 3556., 3410.}"
10,12,"conv2_norm2","pool2_3x3_s2",2,"conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2","LocalResponseNormalization","Pooling","LocalResponseNormalization-Padding-Pooling",12004.,12246.3667,16338.,"{15518., 14666., 13749., 12281., 12252., 12236., 12280., 16280., 12407., 13846., 12215., 12297., 12333., 12254., 12211., 13182., 15880., 16338., 12346., 12151., 12217., 12212., 12211., 12206., 12200., 13025., 12234., 12004., 12214., 12297., 12236., 12072., 12208., 12202., 12208., 12333., 12222., 12079., 12207., 12202., 12217., 12201., 12172., 12202., 12205., 12234., 12160., 13116., 12205., 12211.}"
13,13,"inception_3a/1x1","inception_3a/1x1",0,"inception_3a/1x1","Convolution","Convolution","Convolution",93.,94.2333,159.,"{159., 101., 96., 95., 95., 95., 95., 93., 94., 95., 95., 94., 94., 94., 95., 93., 94., 95., 94., 94., 94., 95., 94., 94., 94., 94., 93., 93., 95., 94., 96., 95., 94., 94., 93., 95., 94., 94., 94., 94., 93., 93., 93., 94., 94., 94., 94., 95., 93., 94.}"
14,14,"inception_3a/relu_1x1","inception_3a/relu_1x1",0,"inception_3a/relu_1x1","Elementwise","Elementwise","Elementwise",49.,50.,68.,"{68., 52., 50., 50., 50., 50., 50., 50., 58., 51., 50., 50., 49., 50., 50., 50., 49., 50., 50., 50., 50., 50., 49., 50., 54., 50., 50., 50., 50., 50., 55., 50., 50., 50., 50., 50., 50., 49., 50., 50., 49., 50., 50., 50., 49., 50., 50., 50., 49., 50.}"
15,17,"inception_3a/3x3_reduce","inception_3a/3x3",2,"inception_3a/3x3_reduce-inception_3a/relu_3x3_reduce-inception_3a/3x3","Convolution","Convolution","Convolution-Elementwise-Convolution",1119.,1235.,2219.,"{2219., 2066., 2167., 2048., 2075., 2063., 2075., 2144., 2084., 2071., 2081., 2148., 1354., 1129., 1141., 1142., 1124., 1120., 1135., 1122., 1509., 1180., 1147., 1126., 1123., 1142., 1124., 1119., 1233., 1185., 1121., 1136., 1141., 1122., 1120., 1140., 1121., 1376., 1140., 1127., 1125., 1122., 1144., 1122., 1121., 1207., 1207., 1120., 1137., 1143.}"
18,18,"inception_3a/relu_3x3","inception_3a/relu_3x3",0,"inception_3a/relu_3x3","Elementwise","Elementwise","Elementwise",71.,73.,98.,"{98., 75., 73., 72., 71., 72., 72., 72., 72., 72., 72., 72., 72., 72., 72., 71., 72., 72., 72., 71., 72., 72., 85., 74., 73., 74., 73., 80., 74., 73., 85., 75., 74., 73., 73., 74., 75., 73., 74., 74., 73., 73., 74., 74., 74., 73., 74., 74., 73., 73.}"
19,21,"inception_3a/5x5_reduce","inception_3a/5x5",2,"inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce-inception_3a/5x5","Convolution","Convolution","Convolution-Elementwise-Convolution",374.,654.,838.,"{838., 691., 670., 656., 652., 652., 651., 652., 665., 652., 649., 650., 649., 650., 729., 726., 669., 649., 650., 649., 670., 649., 649., 651., 650., 649., 665., 650., 649., 721., 746., 649., 670., 652., 652., 651., 657., 655., 670., 652., 654., 655., 653., 658., 673., 440., 414., 376., 374., 374.}"
22,22,"inception_3a/relu_5x5","inception_3a/relu_5x5",0,"inception_3a/relu_5x5","Elementwise","Elementwise","Elementwise",35.,36.033300000000004,59.,"{59., 38., 36., 36., 36., 36., 35., 35., 46., 36., 35., 36., 36., 38., 35., 35., 38., 35., 35., 35., 36., 35., 35., 46., 38., 44., 36., 36., 36., 38., 36., 37., 37., 45., 35., 45., 35., 37., 37., 36., 37., 36., 37., 35., 35., 36., 35., 35., 36., 35.}"
23,25,"inception_3a/pool","inception_3a/relu_pool_proj",2,"inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj","Pooling","Elementwise","Pooling-Convolution-Elementwise",1312.,1477.6000000000001,2788.,"{2766., 2672., 2731., 2612., 2745., 2724., 2746., 2752., 2788., 2722., 2754., 2615., 2432., 1410., 1335., 1362., 1332., 1314., 1332., 1354., 1403., 1364., 1325., 1332., 1335., 1312., 1320., 1431., 1339., 1337., 1352., 1340., 1318., 1331., 1351., 1396., 1318., 1339., 1335., 1331., 1329., 1333., 1420., 1339., 1349., 1348., 1324., 1316., 1320., 1439.}"
26,28,"inception_3a/output","inception_3b/relu_1x1",2,"inception_3a/output-inception_3b/1x1-inception_3b/relu_1x1","Catenate","Elementwise","Catenate-Convolution-Elementwise",311.,318.7,492.,"{409., 340., 317., 314., 313., 326., 366., 348., 355., 333., 313., 315., 328., 316., 314., 314., 313., 313., 314., 313., 313., 315., 312., 314., 331., 314., 315., 313., 313., 313., 313., 313., 315., 314., 313., 312., 383., 349., 355., 334., 312., 311., 311., 311., 311., 312., 422., 492., 475., 401.}"
29,31,"inception_3b/3x3_reduce","inception_3b/3x3",2,"inception_3b/3x3_reduce-inception_3b/relu_3x3_reduce-inception_3b/3x3","Convolution","Convolution","Convolution-Elementwise-Convolution",1698.,1732.1667,1878.,"{1873., 1754., 1739., 1737., 1753., 1840., 1720., 1722., 1738., 1708., 1878., 1720., 1730., 1698., 1720., 1741., 1835., 1722., 1728., 1744., 1723., 1800., 1797., 1709., 1725., 1715., 1727., 1871., 1737., 1711., 1817., 1723., 1708., 1874., 1715., 1729., 1712., 1725., 1790., 1767., 1721., 1715., 1721., 1707., 1871., 1725., 1727., 1714., 1714., 1727.}"
32,32,"inception_3b/relu_3x3","inception_3b/relu_3x3",0,"inception_3b/relu_3x3","Elementwise","Elementwise","Elementwise",77.,78.33330000000001,101.,"{101., 81., 79., 79., 79., 78., 78., 79., 78., 78., 78., 78., 78., 78., 78., 77., 79., 78., 78., 78., 78., 78., 79., 87., 79., 90., 81., 79., 79., 78., 79., 78., 78., 78., 77., 78., 78., 79., 77., 77., 78., 79., 78., 78., 79., 78., 79., 78., 78., 79.}"
33,35,"inception_3b/5x5_reduce","inception_3b/5x5",2,"inception_3b/5x5_reduce-inception_3b/relu_5x5_reduce-inception_3b/5x5","Convolution","Convolution","Convolution-Elementwise-Convolution",820.,989.1333000000001,1526.,"{1526., 1389., 1378., 1387., 1376., 1383., 1497., 1422., 1380., 1379., 1376., 1373., 1395., 1468., 1438., 1409., 1397., 1357., 843., 825., 824., 822., 957., 867., 822., 822., 821., 831., 822., 823., 821., 836., 823., 848., 925., 836., 838., 823., 820., 821., 821., 840., 824., 820., 821., 890., 930., 821., 822., 823.}"
36,36,"inception_3b/relu_5x5","inception_3b/relu_5x5",0,"inception_3b/relu_5x5","Elementwise","Elementwise","Elementwise",49.,49.9667,75.,"{75., 51., 50., 50., 50., 50., 49., 49., 50., 49., 49., 50., 50., 50., 49., 50., 49., 50., 50., 50., 57., 51., 50., 54., 50., 50., 50., 50., 50., 50., 49., 50., 49., 50., 50., 50., 50., 49., 49., 50., 50., 49., 50., 50., 50., 50., 50., 50., 50., 50.}"
