"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,3,"ReLUConv1/1","PrimaryCaps/1",2,"ReLUConv1/1-ReLUConv1/2-PrimaryCaps/1","Convolution","Convolution","Convolution-Elementwise-Convolution",2195.,2233.5,2627.,"{2627., 2348., 2256., 2330., 2232., 2195., 2202., 2310., 2258., 2222., 2206., 2214., 2333., 2224., 2220., 2200., 2373., 2204., 2220., 2204., 2251., 2310., 2212., 2214., 2200., 2374., 2216., 2223., 2217., 2339., 2312., 2195., 2212., 2197., 2361., 2198., 2220., 2211., 2313., 2247., 2195., 2213., 2198., 2361., 2226., 2199., 2215., 2353., 2221., 2200.}"
4,6,"PrimaryCaps/2","PrimaryCaps/4/1",2,"PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1","Transpose","Elementwise","Transpose-Reshape-Elementwise",109.,110.,135.,"{135., 113., 111., 111., 110., 110., 110., 110., 110., 110., 110., 110., 111., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 111., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 110., 111., 110., 110., 109., 110., 110., 110., 110., 110., 110., 109., 109.}"
7,9,"PrimaryCaps/4/2","PrimaryCaps/4/4",2,"PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4","Aggregation","Replicate","Aggregation-Elementwise-Replicate",502.,504.20000000000005,539.,"{539., 507., 515., 504., 504., 504., 504., 503., 504., 522., 505., 504., 503., 504., 504., 504., 503., 516., 504., 504., 504., 503., 503., 504., 503., 524., 506., 503., 509., 504., 504., 504., 503., 515., 503., 504., 503., 503., 503., 503., 511., 506., 505., 503., 502., 505., 505., 505., 518., 506.}"
10,10,"PrimaryCaps/4/5","PrimaryCaps/4/5",0,"PrimaryCaps/4/5","Threading","Threading","Threading",25.,25.6,44.,"{44., 28., 27., 26., 26., 26., 25., 26., 27., 26., 26., 26., 26., 25., 25., 25., 25., 25., 26., 25., 25., 26., 26., 25., 25., 25., 25., 36., 27., 26., 25., 25., 26., 26., 25., 25., 26., 26., 25., 25., 26., 26., 25., 25., 25., 26., 26., 26., 26., 25.}"
11,11,"PrimaryPredVects/2","PrimaryPredVects/2",0,"PrimaryPredVects/2","ConstantArray","ConstantArray","ConstantArray",14883.,14911.7333,15243.,"{14991., 14972., 14937., 14923., 14893., 14921., 14910., 14906., 14889., 14900., 14905., 14958., 14917., 14920., 14908., 14909., 14905., 14915., 14926., 14897., 14915., 14918., 14899., 14906., 14898., 15243., 14951., 14909., 14903., 14916., 14894., 14910., 14905., 14928., 14890., 14938., 14902., 14900., 14883., 14914., 14899., 14928., 14942., 14927., 14920., 14912., 14883., 14926., 14905., 14891.}"
12,12,"PrimaryPredVects/1","PrimaryPredVects/1",0,"PrimaryPredVects/1","Replicate","Replicate","Replicate",44687.,44707.933300000004,44749.,"{44749., 44734., 44735., 44721., 44709., 44707., 44706., 44709., 44710., 44706., 44712., 44716., 44704., 44710., 44715., 44687., 44706., 44708., 44702., 44717., 44697., 44709., 44700., 44708., 44705., 44711., 44705., 44707., 44708., 44706., 44710., 44707., 44702., 44715., 44708., 44699., 44723., 44699., 44711., 44691., 44710., 44697., 44716., 44697., 44712., 44705., 44712., 44702., 44713., 44701.}"
13,15,"PrimaryPredVects/3","DynamicRouting/1",2,"PrimaryPredVects/3-PrimaryPredVects/4-DynamicRouting/1","Threading","Replicate","Threading-Aggregation-Replicate",41290.,41383.0667,41894.,"{41894., 41858., 41550., 41529., 41324., 41447., 41347., 41468., 41415., 41446., 41458., 41373., 41343., 41412., 41428., 41400., 41340., 41313., 41359., 41450., 41436., 41455., 41313., 41433., 41411., 41376., 41550., 41386., 41290., 41500., 41473., 41358., 41371., 41316., 41291., 41377., 41291., 41304., 41393., 41387., 41312., 41367., 41398., 41381., 41365., 41329., 41310., 41324., 41303., 41303.}"
16,18,"DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/s/1",2,"DynamicRouting/2/Net/capsule/c/1-DynamicRouting/2/Net/capsule/c/2-DynamicRouting/2/Net/capsule/s/1","Reshape","Replicate","Reshape-Softmax-Replicate",5603.,5610.9667,5633.,"{5633., 5625., 5611., 5604., 5620., 5605., 5622., 5605., 5612., 5613., 5609., 5618., 5605., 5611., 5611., 5611., 5613., 5610., 5612., 5613., 5612., 5612., 5610., 5603., 5618., 5605., 5613., 5620., 5611., 5613., 5604., 5617., 5605., 5618., 5603., 5609., 5620., 5604., 5615., 5604., 5609., 5611., 5610., 5619., 5603., 5610., 5612., 5609., 5610., 5610.}"
19,21,"DynamicRouting/2/Net/capsule/s/2","DynamicRouting/2/Net/capsule/v/1",2,"DynamicRouting/2/Net/capsule/s/2-DynamicRouting/2/Net/capsule/s/3-DynamicRouting/2/Net/capsule/v/1","Threading","Elementwise","Threading-Aggregation-Elementwise",3578.,3597.5667000000003,3639.,"{3639., 3621., 3596., 3596., 3604., 3595., 3591., 3609., 3579., 3596., 3610., 3598., 3610., 3597., 3599., 3607., 3596., 3596., 3595., 3599., 3593., 3607., 3595., 3599., 3593., 3599., 3603., 3591., 3583., 3595., 3595., 3593., 3606., 3594., 3597., 3609., 3594., 3603., 3590., 3578., 3605., 3595., 3594., 3613., 3592., 3599., 3608., 3594., 3600., 3580.}"
22,24,"DynamicRouting/2/Net/capsule/v/2","DynamicRouting/2/Net/capsule/v/4",2,"DynamicRouting/2/Net/capsule/v/2-DynamicRouting/2/Net/capsule/v/3-DynamicRouting/2/Net/capsule/v/4","Aggregation","Replicate","Aggregation-Elementwise-Replicate",38.,39.,68.,"{68., 43., 41., 40., 40., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 38., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 41., 39., 39., 39., 39., 51., 39., 39., 40., 39., 39., 39., 39., 39.}"
