"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,10,"conv1_7x7_s2","conv2_norm2",9,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2","Convolution","LocalResponseNormalization","List-List-List-List-List-List-List-List-List-List",2129.,3361.1667,4680.,10276.,10421.4333,10476.,22021.,22130.2667,22784.,19892.,18769.100000000002,18104.,11745.,11708.8333,12308.,"{4680., 4528., 4238., 4200., 4189., 4113., 4154., 4109., 4268., 4148., 4314., 4099., 4222., 4198., 4047., 4177., 4092., 4081., 4086., 4112., 4153., 4048., 4023., 4047., 4046., 4201., 4020., 4043., 2945., 2179., 2194., 2172., 2244., 2212., 2154., 2186., 2159., 2199., 2156., 2177., 2152., 2251., 2234., 2129., 2158., 2157., 2244., 2157., 2171., 2149.}","{10476., 10296., 10438., 10419., 10430., 10431., 10413., 10448., 10439., 10461., 10431., 10412., 10428., 10412., 10418., 10438., 10414., 10433., 10412., 10420., 10425., 10415., 10423., 10428., 10421., 10423., 10410., 10422., 10415., 10426., 10424., 10417., 10440., 10421., 10414., 10421., 10414., 10422., 10420., 10415., 10436., 10419., 10423., 10422., 10412., 10423., 10413., 10420., 10424., 10276.}","{22784., 22592., 22289., 22108., 22108., 22292., 22199., 22088., 22076., 22061., 22241., 22152., 22054., 22069., 22070., 22268., 22021., 22084., 22039., 22232., 22216., 22116., 22066., 22104., 22263., 22146., 22079., 22056., 22086., 22264., 22195., 22063., 22061., 22170., 22217., 22115., 22080., 22081., 22357., 22143., 22037., 22082., 22055., 22294., 22203., 22095., 22083., 22168., 22219., 22124.}"
2,11,"conv1_relu_7x7","pool2_3x3_s2_pad",9,"conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad","Elementwise","Padding","List-List-List-List-List-List-List-List-List-List",287.,289.43330000000003,399.,676.,680.5333,721.,20211.,20505.4,21033.,19924.,20215.9667,20634.,19535.,19824.866700000002,20312.,"{399., 355., 309., 291., 289., 288., 289., 290., 289., 300., 291., 288., 289., 289., 289., 288., 288., 288., 288., 288., 297., 290., 288., 303., 290., 288., 288., 289., 288., 288., 289., 287., 287., 287., 287., 288., 289., 302., 291., 291., 290., 291., 290., 290., 290., 291., 290., 291., 291., 291.}","{721., 693., 679., 695., 679., 688., 678., 678., 677., 692., 677., 676., 677., 676., 677., 689., 677., 677., 676., 685., 677., 688., 678., 677., 676., 677., 693., 680., 681., 680., 679., 679., 695., 680., 688., 680., 680., 680., 693., 680., 680., 680., 679., 679., 692., 680., 679., 686., 682., 688.}","{21033., 20804., 20617., 20621., 20575., 20507., 20506., 20432., 20578., 20211., 20491., 20471., 20516., 20504., 20541., 20480., 20475., 20396., 20576., 20614., 20396., 20533., 20573., 20545., 20338., 20293., 20442., 20463., 20459., 20466., 20487., 20473., 20387., 20442., 20516., 20541., 20471., 20471., 20588., 20573., 20377., 20609., 20534., 20518., 20557., 20544., 20458., 20513., 20499., 20477.}"
3,12,"pool1_3x3_s2_pad","pool2_3x3_s2",9,"pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2","Padding","Pooling","List-List-List-List-List-List-List-List-List-List",910.,915.4333,946.,1199.,1211.3333,1263.,21082.,21385.2333,21709.,20172.,20469.8,20763.,19883.,20173.9,20446.,"{945., 946., 922., 915., 911., 925., 914., 912., 912., 921., 926., 916., 912., 910., 927., 912., 913., 912., 926., 912., 919., 913., 911., 923., 912., 910., 912., 926., 913., 912., 914., 932., 912., 913., 910., 914., 925., 914., 913., 913., 926., 919., 912., 912., 927., 916., 915., 916., 913., 929.}","{1226., 1232., 1203., 1201., 1200., 1263., 1249., 1199., 1212., 1209., 1200., 1217., 1220., 1204., 1258., 1199., 1199., 1238., 1221., 1206., 1205., 1224., 1205., 1204., 1218., 1208., 1247., 1199., 1219., 1253., 1204., 1231., 1199., 1205., 1247., 1204., 1203., 1215., 1199., 1199., 1228., 1221., 1215., 1253., 1218., 1200., 1199., 1217., 1204., 1204.}","{21709., 21687., 21510., 21436., 21386., 21394., 21395., 21382., 21504., 21383., 21296., 21345., 21351., 21390., 21357., 21470., 21387., 21355., 21311., 21082., 21346., 21347., 21373., 21497., 21413., 21412., 21341., 21347., 21306., 21407., 21400., 21406., 21396., 21121., 21377., 21416., 21345., 21442., 21369., 21451., 21367., 21354., 21375., 21342., 21419., 21452., 21449., 21381., 21328., 21436.}"
4,13,"pool1_3x3_s2","inception_3a/pool",9,"pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool","Pooling","Pooling","List-List-List-List-List-List-List-List-List-List",1549.,1561.7,1622.,1181.,1208.7333,1232.,21299.,21646.7,22179.,19750.,20085.,20557.,20118.,20437.9667,20947.,"{1594., 1571., 1551., 1573., 1567., 1552., 1560., 1573., 1551., 1565., 1618., 1550., 1575., 1550., 1564., 1549., 1618., 1620., 1622., 1575., 1621., 1553., 1564., 1554., 1565., 1563., 1553., 1562., 1551., 1582., 1553., 1557., 1571., 1557., 1552., 1562., 1554., 1566., 1604., 1553., 1562., 1553., 1567., 1553., 1561., 1604., 1554., 1566., 1550., 1549.}","{1205., 1228., 1197., 1218., 1215., 1215., 1216., 1182., 1193., 1213., 1182., 1181., 1225., 1182., 1215., 1209., 1221., 1215., 1231., 1184., 1217., 1197., 1220., 1184., 1217., 1217., 1200., 1184., 1205., 1217., 1182., 1223., 1184., 1216., 1215., 1228., 1188., 1185., 1228., 1184., 1184., 1227., 1221., 1216., 1216., 1226., 1185., 1217., 1232., 1218.}","{22179., 21896., 21699., 21700., 21602., 21623., 21631., 21600., 21581., 21618., 21603., 21625., 21570., 21710., 21644., 21717., 21663., 21722., 21714., 21787., 21707., 21631., 21606., 21511., 21645., 21697., 21634., 21652., 21687., 21609., 21581., 21717., 21686., 21620., 21299., 21679., 21744., 21704., 21692., 21612., 21621., 21380., 21588., 21598., 21782., 21661., 21568., 21587., 21596., 21652.}"
5,14,"pool1_norm1","inception_3a/pool_proj",9,"pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj","LocalResponseNormalization","Convolution","List-List-List-List-List-List-List-List-List-List",3409.,3496.8,3558.,"","","",19854.,20215.2,20684.,16445.,16718.4,17126.,"","","","{3558., 3510., 3497., 3492., 3501., 3532., 3482., 3504., 3493., 3494., 3500., 3495., 3491., 3503., 3483., 3492., 3409., 3498., 3521., 3499., 3496., 3491., 3488., 3498., 3504., 3497., 3495., 3504., 3496., 3476., 3502., 3493., 3497., 3503., 3460., 3496., 3505., 3481., 3498., 3496., 3492., 3504., 3490., 3516., 3509., 3477., 3494., 3501., 3497., 3494.}","","{20684., 20322., 20278., 20262., 20178., 20171., 20091., 20170., 20184., 20199., 20210., 20313., 20268., 20299., 20224., 20231., 20182., 20162., 20206., 20197., 20186., 20208., 20163., 20192., 20139., 20153., 19854., 20149., 20253., 20218., 20243., 20255., 20182., 20298., 20313., 20341., 20328., 20264., 20270., 20187., 20242., 20292., 20239., 20227., 20211., 20213., 19969., 20095., 20184., 19933.}"
6,15,"conv2_3x3_reduce","inception_3a/relu_pool_proj",9,"conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj","Convolution","Elementwise","List-List-List-List-List-List-List-List-List-List",152.,154.26670000000001,227.,"","","",16358.,16665.8,17169.,16206.,16511.5333,16942.,"","","","{227., 163., 159., 156., 156., 172., 156., 154., 154., 155., 155., 155., 155., 154., 155., 154., 162., 154., 154., 153., 154., 153., 154., 154., 154., 153., 152., 154., 154., 154., 153., 152., 153., 154., 154., 154., 155., 153., 154., 155., 153., 170., 157., 153., 155., 154., 153., 152., 154., 194.}","","{17169., 16888., 16584., 16753., 16672., 16680., 16725., 16655., 16663., 16573., 16662., 16358., 16731., 16655., 16654., 16735., 16659., 16662., 16713., 16661., 16628., 16693., 16658., 16666., 16692., 16645., 16636., 16703., 16370., 16653., 16698., 16637., 16639., 16694., 16649., 16641., 16728., 16633., 16650., 16714., 16643., 16646., 16702., 16632., 16650., 16703., 16372., 16673., 16716., 16653.}"
7,16,"conv2_relu_3x3_reduce","inception_3a/5x5_reduce",9,"conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce","Elementwise","Convolution","List-List-List-List-List-List-List-List-List-List",98.,99.,154.,"","","","","","","","","","","","","{154., 122., 101., 100., 100., 99., 99., 99., 99., 100., 100., 100., 99., 99., 99., 99., 99., 99., 99., 99., 99., 99., 99., 112., 99., 99., 99., 98., 99., 99., 99., 99., 99., 98., 98., 99., 98., 99., 99., 99., 98., 99., 98., 98., 99., 99., 100., 98., 99., 98.}","",""
8,17,"conv2_3x3","inception_3a/relu_5x5_reduce",9,"conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce","Convolution","Elementwise","List-List-List-List-List-List-List-List-List-List",2574.,2611.5667000000003,2923.,"","","","","","","","","","","","","{2923., 2764., 2767., 2621., 2619., 2597., 2659., 2591., 2590., 2600., 2673., 2593., 2591., 2640., 2644., 2609., 2598., 2737., 2624., 2585., 2614., 2726., 2589., 2603., 2595., 2643., 2606., 2609., 2583., 2662., 2607., 2577., 2640., 2635., 2590., 2589., 2701., 2613., 2595., 2577., 2746., 2589., 2587., 2582., 2679., 2574., 2582., 2596., 2638., 2598.}","",""
9,18,"conv2_relu_3x3","inception_3a/5x5",9,"conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce-inception_3a/5x5","Elementwise","Convolution","List-List-List-List-List-List-List-List-List-List",227.,228.,333.,"","","","","","","","","","","","","{333., 277., 235., 238., 228., 228., 228., 241., 228., 228., 229., 228., 228., 228., 229., 227., 228., 227., 228., 228., 227., 228., 228., 228., 239., 229., 227., 228., 228., 228., 227., 227., 228., 227., 228., 227., 228., 227., 228., 227., 228., 238., 228., 228., 227., 227., 228., 235., 229., 228.}","",""
10,19,"conv2_norm2","inception_3a/relu_5x5",9,"conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce-inception_3a/5x5-inception_3a/relu_5x5","LocalResponseNormalization","Elementwise","List-List-List-List-List-List-List-List-List-List",10179.,10420.7333,10622.,"","","","","","","","","","","","","{10622., 10343., 10445., 10426., 10179., 10426., 10433., 10432., 10424., 10454., 10425., 10430., 10435., 10424., 10439., 10424., 10433., 10450., 10429., 10435., 10435., 10424., 10434., 10428., 10440., 10443., 10431., 10414., 10407., 10414., 10408., 10401., 10430., 10402., 10420., 10409., 10400., 10409., 10409., 10407., 10408., 10398., 10421., 10401., 10415., 10416., 10403., 10412., 10219., 10311.}","",""
