"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,5,"conv_1","conv_2_red",4,"conv_1-bn_1-relu_1-pool_1-conv_2_red","Convolution","Convolution","List-List-List-List-List",2146.,2194.6,4334.,158.,161.66670000000002,240.,4536.,4595.1,5084.,2390.,2400.5,750.,4378.,4433.433300000001,4844.,"{2632., 4334., 4260., 4111., 4077., 4083., 3832., 2206., 2258., 2165., 2192., 2196., 2240., 2187., 2185., 2188., 2159., 2281., 2177., 2175., 2159., 2205., 2218., 2170., 2146., 2151., 2267., 2199., 2173., 2181., 2168., 2199., 2189., 2187., 2179., 2253., 2191., 2155., 2151., 2176., 2194., 2181., 2180., 2183., 2217., 2198., 2174., 2168., 2178., 2237.}","{240., 170., 205., 178., 178., 195., 179., 176., 179., 160., 161., 160., 159., 158., 160., 160., 160., 158., 159., 160., 159., 159., 158., 166., 160., 160., 160., 159., 159., 173., 164., 162., 161., 163., 160., 162., 161., 163., 161., 160., 161., 160., 160., 163., 162., 172., 166., 162., 161., 161.}","{5084., 4925., 4681., 4665., 4609., 4597., 4588., 4601., 4670., 4584., 4635., 4565., 4649., 4570., 4675., 4588., 4600., 4554., 4578., 4560., 4580., 4640., 4547., 4636., 4554., 4681., 4558., 4685., 4570., 4567., 4564., 4594., 4595., 4608., 4631., 4538., 4594., 4563., 4708., 4551., 4611., 4561., 4536., 4550., 4573., 4613., 4565., 4688., 4550., 4624.}"
2,6,"bn_1","bn_2_red",4,"bn_1-relu_1-pool_1-conv_2_red-bn_2_red","BatchNormalization","BatchNormalization","List-List-List-List-List",306.,309.8,461.,108.,109.5,150.,2478.,2503.1667,2599.,2172.,2193.3667,2138.,2370.,2393.6667,2449.,"{461., 419., 318., 306., 316., 306., 322., 309., 308., 307., 308., 307., 307., 308., 308., 307., 307., 307., 307., 324., 310., 310., 311., 310., 310., 310., 310., 310., 310., 310., 311., 322., 310., 310., 310., 309., 318., 311., 310., 310., 310., 310., 310., 309., 325., 311., 310., 310., 309., 311.}","{150., 118., 111., 111., 111., 124., 111., 110., 109., 110., 109., 109., 110., 109., 109., 109., 108., 110., 110., 109., 109., 109., 109., 109., 109., 109., 109., 110., 110., 109., 109., 109., 110., 110., 109., 109., 110., 110., 109., 110., 110., 123., 112., 109., 109., 110., 110., 109., 110., 109.}","{2546., 2518., 2504., 2479., 2588., 2488., 2491., 2501., 2521., 2499., 2495., 2482., 2599., 2504., 2485., 2499., 2536., 2499., 2497., 2486., 2551., 2491., 2483., 2543., 2546., 2510., 2504., 2484., 2560., 2489., 2478., 2490., 2543., 2490., 2493., 2479., 2563., 2496., 2479., 2494., 2549., 2501., 2493., 2487., 2561., 2495., 2479., 2582., 2538., 2479.}"
3,7,"relu_1","relu_2_red",4,"relu_1-pool_1-conv_2_red-bn_2_red-relu_2_red","Elementwise","Elementwise","List-List-List-List-List",293.,295.0333,374.,101.,102.7667,138.,2099.,2130.,2225.,1806.,1834.9667000000002,1851.,1998.,2027.2333,2087.,"{374., 349., 301., 296., 309., 296., 295., 296., 295., 295., 294., 296., 293., 295., 293., 302., 294., 308., 297., 294., 295., 295., 295., 294., 295., 295., 293., 295., 296., 295., 295., 306., 296., 294., 294., 295., 295., 294., 295., 293., 295., 294., 294., 294., 304., 295., 296., 294., 294., 303.}","{138., 110., 105., 104., 103., 104., 102., 103., 102., 103., 102., 102., 103., 103., 103., 103., 102., 102., 103., 103., 103., 103., 102., 103., 102., 103., 102., 103., 103., 102., 101., 103., 111., 104., 103., 104., 103., 103., 117., 103., 103., 103., 103., 102., 102., 103., 102., 102., 102., 102.}","{2225., 2143., 2131., 2158., 2109., 2130., 2145., 2185., 2115., 2125., 2124., 2169., 2162., 2110., 2124., 2108., 2135., 2109., 2123., 2112., 2133., 2160., 2125., 2101., 2116., 2189., 2129., 2108., 2162., 2143., 2141., 2118., 2106., 2120., 2108., 2217., 2106., 2122., 2105., 2178., 2155., 2109., 2118., 2099., 2180., 2109., 2143., 2171., 2130., 2154.}"
4,8,"pool_1","conv_2",4,"pool_1-conv_2_red-bn_2_red-relu_2_red-conv_2","Pooling","Convolution","List-List-List-List-List",1498.,1508.,1584.,2509.,2568.3,2817.,4354.,4420.3667000000005,4692.,2856.,2912.3667,3108.,1845.,1852.0667,1875.,"{1584., 1505., 1500., 1515., 1566., 1521., 1500., 1499., 1540., 1566., 1498., 1513., 1509., 1523., 1499., 1498., 1512., 1500., 1508., 1517., 1503., 1515., 1502., 1501., 1520., 1514., 1503., 1515., 1503., 1515., 1502., 1510., 1543., 1503., 1501., 1512., 1502., 1513., 1511., 1502., 1511., 1502., 1531., 1504., 1502., 1521., 1502., 1502., 1512., 1503.}","{2817., 2732., 2648., 2781., 2601., 2575., 2550., 2653., 2575., 2551., 2544., 2615., 2546., 2542., 2548., 2578., 2550., 2558., 2531., 2648., 2556., 2543., 2627., 2593., 2530., 2571., 2661., 2603., 2577., 2530., 2709., 2532., 2549., 2552., 2696., 2555., 2584., 2549., 2601., 2550., 2542., 2538., 2616., 2509., 2568., 2546., 2601., 2544., 2538., 2523.}","{4692., 4640., 4453., 4580., 4394., 4394., 4445., 4384., 4495., 4394., 4442., 4379., 4527., 4425., 4385., 4414., 4377., 4482., 4368., 4472., 4381., 4495., 4414., 4385., 4428., 4371., 4493., 4371., 4469., 4371., 4458., 4413., 4364., 4431., 4390., 4466., 4369., 4510., 4380., 4429., 4441., 4371., 4454., 4354., 4443., 4369., 4541., 4379., 4452., 4417.}"
5,9,"conv_2_red","bn_2",4,"conv_2_red-bn_2_red-relu_2_red-conv_2-bn_2","Convolution","BatchNormalization","List-List-List-List-List",158.,160.5667,246.,236.,238.10000000000002,353.,3042.,3100.0333,3549.,2884.,2939.4667,3303.,2806.,2861.9333,3196.,"{246., 170., 163., 162., 162., 161., 161., 160., 163., 161., 160., 160., 162., 175., 162., 161., 159., 160., 159., 159., 160., 160., 194., 176., 175., 176., 176., 186., 162., 160., 159., 160., 160., 160., 159., 161., 161., 171., 160., 160., 159., 159., 159., 159., 159., 159., 159., 159., 158., 159.}","{353., 311., 246., 239., 238., 237., 237., 252., 239., 237., 237., 236., 237., 238., 238., 238., 246., 237., 237., 237., 238., 237., 237., 237., 248., 239., 238., 238., 237., 238., 238., 238., 238., 238., 238., 239., 238., 238., 247., 239., 252., 239., 238., 239., 238., 238., 238., 238., 239., 238.}","{3549., 3425., 3172., 3120., 3154., 3064., 3095., 3176., 3100., 3074., 3229., 3061., 3071., 3155., 3281., 3087., 3054., 3174., 3063., 3060., 3139., 3072., 3073., 3204., 3066., 3051., 3216., 3047., 3065., 3114., 3153., 3083., 3060., 3144., 3042., 3060., 3196., 3072., 3053., 3225., 3081., 3051., 3147., 3088., 3060., 3057., 3162., 3046., 3058., 3146.}"
6,10,"bn_2_red","relu_2",4,"bn_2_red-relu_2_red-conv_2-bn_2-relu_2","BatchNormalization","Elementwise","List-List-List-List-List",108.,108.7333,181.,307.,312.1,447.,3249.,3327.3667,6390.,3141.,3218.6333,6209.,2942.,3015.2667,5943.,"{181., 136., 119., 110., 109., 109., 109., 109., 109., 109., 109., 108., 116., 115., 109., 109., 109., 109., 109., 109., 109., 110., 108., 109., 109., 108., 109., 108., 108., 108., 108., 109., 108., 108., 108., 109., 124., 110., 108., 108., 109., 108., 108., 109., 109., 108., 108., 109., 108., 108.}","{447., 395., 318., 321., 312., 310., 310., 307., 309., 308., 307., 308., 309., 309., 309., 307., 325., 314., 313., 312., 312., 321., 311., 312., 314., 312., 312., 313., 312., 326., 314., 311., 313., 314., 311., 313., 311., 312., 311., 312., 313., 313., 322., 314., 313., 311., 313., 312., 311., 310.}","{3698., 3652., 3388., 3345., 3423., 3297., 3289., 3398., 3283., 3288., 3421., 3284., 3287., 3412., 3294., 3275., 3406., 3275., 3359., 3389., 3299., 3289., 3402., 3277., 3282., 3365., 3249., 3283., 3393., 3269., 3271., 3391., 3308., 3275., 3409., 3274., 3279., 3403., 3291., 3284., 3430., 3261., 3284., 3444., 3265., 3275., 3443., 3255., 3516., 6390.}"
7,11,"relu_2_red","pool_2",4,"relu_2_red-conv_2-bn_2-relu_2-pool_2","Elementwise","Pooling","List-List-List-List-List",131.,132.26670000000001,198.,1102.,1119.5667,1205.,4254.,4298.433300000001,9037.,4123.,4166.1667,8839.,3152.,3178.8667,7832.,"{198., 153., 134., 132., 132., 133., 133., 132., 138., 132., 131., 133., 132., 133., 131., 132., 132., 132., 132., 132., 132., 132., 132., 133., 132., 132., 131., 145., 133., 131., 132., 132., 131., 133., 133., 132., 136., 137., 132., 133., 132., 132., 131., 132., 133., 132., 133., 131., 132., 132.}","{1142., 1138., 1112., 1125., 1139., 1111., 1109., 1119., 1125., 1113., 1103., 1102., 1138., 1114., 1112., 1127., 1165., 1205., 1124., 1125., 1113., 1125., 1125., 1110., 1109., 1118., 1142., 1121., 1113., 1126., 1125., 1112., 1113., 1126., 1123., 1113., 1131., 1130., 1117., 1106., 1125., 1113., 1111., 1123., 1126., 1122., 1112., 1133., 1106., 1104.}","{9037., 8502., 8386., 8433., 8383., 8463., 5593., 4312., 4281., 4274., 4273., 4365., 4256., 4384., 4262., 4260., 4270., 4264., 4307., 4268., 4392., 4273., 4274., 4259., 4254., 4361., 4270., 4356., 4276., 4260., 4356., 4288., 4316., 4291., 4413., 4274., 4279., 4281., 4270., 4289., 4264., 4402., 4272., 4254., 4261., 4255., 4298., 4275., 4414., 4254.}"
8,12,"conv_2","3a/avg_poolpool",4,"conv_2-bn_2-relu_2-pool_2-3a/avg_poolpool","Convolution","Pooling","List-List-List-List-List",2534.,2592.8667,3219.,1314.,1327.,1344.,5460.,5512.433300000001,5944.,2926.,2919.5667000000003,2725.,4146.,4185.433300000001,4600.,"{3031., 2755., 2671., 2620., 2669., 2600., 2604., 2605., 2607., 2582., 2566., 2637., 2591., 2553., 2567., 2701., 2581., 2569., 2563., 2709., 2573., 2534., 2574., 2665., 2585., 2566., 2622., 2594., 2596., 2566., 2561., 2630., 3219., 3089., 2721., 2583., 2557., 2545., 2637., 2555., 2553., 2534., 2607., 2582., 2561., 2556., 2633., 2544., 2551., 2624.}","{1332., 1323., 1334., 1326., 1329., 1326., 1316., 1314., 1335., 1323., 1323., 1344., 1323., 1324., 1327., 1316., 1330., 1326., 1326., 1323., 1334., 1316., 1315., 1326., 1331., 1316., 1336., 1330., 1331., 1326., 1324., 1331., 1326., 1335., 1334., 1335., 1316., 1316., 1335., 1331., 1315., 1336., 1324., 1317., 1335., 1326., 1324., 1327., 1324., 1340.}","{5944., 5720., 5583., 5666., 5539., 5616., 5502., 5510., 5529., 5511., 5492., 5521., 5572., 5527., 5647., 5517., 5513., 5491., 5492., 5519., 5497., 5557., 5460., 5642., 5486., 5497., 5495., 5494., 5482., 5476., 5542., 5503., 5643., 5487., 5583., 5489., 5481., 5491., 5481., 5489., 5480., 5583., 5498., 5586., 5499., 5503., 5498., 5503., 5465., 5466.}"
9,13,"bn_2","3a/convproj",4,"bn_2-relu_2-pool_2-3a/avg_poolpool-3a/convproj","BatchNormalization","Convolution","List-List-List-List-List",238.,239.66670000000002,344.,"","","",3044.,3077.7667,3178.,2806.,2838.1,2834.,"","","","{344., 297., 248., 248., 240., 239., 239., 238., 240., 240., 239., 240., 239., 253., 239., 239., 239., 239., 240., 238., 239., 239., 239., 240., 239., 240., 240., 252., 240., 240., 253., 240., 240., 239., 240., 240., 240., 240., 239., 240., 252., 240., 239., 239., 248., 240., 252., 239., 239., 240.}","","{3111., 3144., 3051., 3065., 3116., 3142., 3055., 3055., 3132., 3108., 3066., 3061., 3063., 3065., 3066., 3051., 3092., 3091., 3142., 3105., 3045., 3178., 3068., 3062., 3072., 3077., 3069., 3071., 3051., 3061., 3082., 3111., 3098., 3088., 3154., 3060., 3066., 3057., 3058., 3060., 3069., 3098., 3044., 3103., 3119., 3061., 3125., 3134., 3061., 3063.}"
10,14,"relu_2","3a/bnproj",4,"relu_2-pool_2-3a/avg_poolpool-3a/convproj-3a/bnproj","Elementwise","BatchNormalization","List-List-List-List-List",221.,221.7333,266.,"","","",2693.,2723.4333,2811.,2472.,2501.7000000000003,2545.,"","","","{266., 241., 228., 222., 221., 222., 222., 222., 222., 222., 221., 222., 222., 222., 222., 222., 234., 223., 222., 221., 221., 222., 229., 222., 221., 222., 221., 222., 221., 222., 222., 222., 222., 221., 233., 222., 221., 221., 221., 221., 222., 222., 221., 221., 223., 221., 221., 221., 221., 222.}","","{2722., 2783., 2762., 2729., 2788., 2749., 2736., 2724., 2713., 2704., 2698., 2803., 2716., 2699., 2738., 2780., 2698., 2715., 2711., 2727., 2715., 2713., 2735., 2716., 2715., 2722., 2777., 2743., 2696., 2716., 2715., 2703., 2693., 2726., 2715., 2700., 2736., 2778., 2699., 2721., 2709., 2699., 2738., 2742., 2733., 2724., 2715., 2723., 2811., 2743.}"
