"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,9,"conv1","fire2/relu_expand1x1",8,"conv1-relu_conv1-pool1-fire2/squeeze1x1-fire2/relu_squeeze1x1-fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1","Convolution","Elementwise","List-List-List-List-List-List-List-List-List",733.,762.2333,1005.,101.,102.30000000000001,165.,"","","","","","","","","","{1005., 833., 783., 783., 800., 874., 856., 751., 765., 774., 767., 753., 761., 753., 778., 750., 762., 751., 898., 861., 749., 759., 739., 744., 760., 757., 745., 758., 743., 739., 768., 868., 819., 738., 744., 765., 739., 738., 737., 735., 749., 736., 733., 733., 836., 879., 779., 772., 785., 759.}","{165., 143., 108., 104., 103., 102., 103., 102., 103., 102., 103., 104., 115., 102., 103., 102., 103., 103., 102., 101., 102., 102., 102., 102., 101., 102., 102., 102., 102., 102., 103., 102., 102., 102., 102., 101., 102., 102., 102., 103., 103., 102., 102., 102., 102., 103., 103., 102., 103., 102.}",""
2,10,"relu_conv1","fire2/concat",8,"relu_conv1-pool1-fire2/squeeze1x1-fire2/relu_squeeze1x1-fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat","Elementwise","Catenate","List-List-List-List-List-List-List-List-List",292.,293.,471.,169.,170.3667,282.,"","","","","","","","","","{471., 396., 307., 294., 294., 304., 292., 293., 293., 292., 293., 293., 293., 292., 293., 300., 293., 293., 293., 304., 294., 293., 293., 293., 292., 293., 293., 292., 292., 293., 292., 293., 303., 292., 294., 293., 293., 292., 292., 292., 293., 294., 292., 292., 293., 292., 304., 293., 293., 300.}","{282., 245., 182., 171., 171., 172., 172., 171., 171., 171., 183., 170., 170., 171., 170., 169., 172., 170., 171., 171., 171., 169., 171., 172., 170., 171., 170., 171., 170., 170., 170., 170., 170., 179., 170., 169., 169., 170., 170., 169., 169., 169., 170., 170., 170., 170., 169., 170., 170., 169.}",""
3,11,"pool1","fire3/squeeze1x1",8,"pool1-fire2/squeeze1x1-fire2/relu_squeeze1x1-fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1","Pooling","Convolution","List-List-List-List-List-List-List-List-List",1550.,1558.5667,1627.,78.,82.7333,181.,"","","","","","","","","","{1577., 1572., 1552., 1551., 1565., 1551., 1560., 1562., 1551., 1606., 1550., 1570., 1588., 1554., 1565., 1553., 1554., 1563., 1621., 1570., 1552., 1550., 1564., 1553., 1624., 1559., 1620., 1563., 1552., 1558., 1552., 1560., 1599., 1551., 1550., 1560., 1552., 1561., 1616., 1553., 1627., 1553., 1562., 1552., 1559., 1562., 1552., 1562., 1552., 1551.}","{181., 92., 90., 108., 92., 90., 92., 91., 90., 91., 90., 90., 88., 90., 99., 82., 79., 80., 81., 80., 80., 80., 80., 81., 80., 81., 80., 79., 79., 80., 80., 79., 84., 89., 81., 80., 80., 80., 80., 94., 82., 80., 80., 80., 80., 83., 79., 79., 80., 78.}",""
4,12,"fire2/squeeze1x1","fire3/relu_squeeze1x1",8,"fire2/squeeze1x1-fire2/relu_squeeze1x1-fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1","Convolution","Elementwise","List-List-List-List-List-List-List-List-List",62.,66.10000000000001,146.,41.,42.,66.,"","","","","","","","","","{146., 98., 75., 73., 72., 73., 72., 75., 73., 72., 73., 73., 72., 92., 77., 67., 66., 65., 64., 65., 64., 64., 65., 65., 65., 64., 65., 63., 62., 64., 65., 64., 65., 65., 65., 66., 65., 65., 64., 65., 64., 64., 64., 63., 64., 65., 65., 64., 64., 63.}","{66., 48., 44., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 52., 41., 41., 42., 42., 42., 41., 41., 41., 42., 42., 41., 41., 42., 42., 41., 41., 42., 41., 41., 42., 42., 42., 42., 42., 42., 42., 42., 41., 42., 41., 41., 41., 42., 43., 42., 42.}",""
5,13,"fire2/relu_squeeze1x1","fire3/expand3x3",8,"fire2/relu_squeeze1x1-fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3","Elementwise","Convolution","List-List-List-List-List-List-List-List-List",41.,42.,62.,544.,550.5,659.,"","","","","","","","","","{62., 47., 43., 43., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 42., 41., 42., 42., 42., 42., 42., 43., 42., 42., 42., 42., 42., 42., 42., 42., 41., 42., 42., 42., 42., 42., 42., 52., 42., 41., 42., 42., 42., 42., 41.}","{625., 596., 618., 659., 553., 549., 548., 550., 553., 549., 560., 550., 546., 547., 547., 545., 547., 546., 561., 584., 611., 599., 545., 545., 546., 559., 553., 545., 545., 544., 546., 545., 560., 546., 548., 545., 544., 590., 612., 614., 549., 549., 546., 547., 554., 547., 562., 548., 548., 547.}",""
6,14,"fire2/expand3x3","fire3/relu_expand3x3",8,"fire2/expand3x3-fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3-fire3/relu_expand3x3","Convolution","Elementwise","List-List-List-List-List-List-List-List-List",543.,549.9333,624.,101.,103.36670000000001,123.,"","","","","","","","","","{619., 562., 571., 552., 549., 548., 546., 547., 546., 557., 548., 547., 546., 546., 580., 613., 624., 547., 546., 546., 569., 548., 546., 560., 547., 546., 546., 543., 545., 544., 544., 558., 585., 612., 600., 544., 545., 545., 566., 551., 550., 549., 549., 549., 549., 566., 548., 548., 546., 547.}","{123., 109., 105., 104., 103., 103., 102., 105., 104., 101., 103., 105., 103., 104., 103., 102., 104., 104., 103., 104., 104., 104., 103., 104., 103., 104., 103., 104., 104., 104., 102., 105., 103., 104., 103., 103., 116., 103., 103., 102., 102., 103., 103., 104., 102., 102., 101., 102., 103., 102.}",""
7,15,"fire2/relu_expand3x3","fire3/expand1x1",8,"fire2/relu_expand3x3-fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3-fire3/relu_expand3x3-fire3/expand1x1","Elementwise","Convolution","List-List-List-List-List-List-List-List-List",102.,103.60000000000001,121.,149.,151.8333,190.,"","","","","","","","","","{121., 106., 105., 103., 104., 104., 104., 103., 104., 103., 103., 103., 104., 104., 104., 105., 105., 104., 105., 104., 105., 104., 104., 104., 103., 103., 104., 104., 104., 103., 103., 103., 102., 103., 103., 103., 103., 104., 104., 102., 103., 104., 103., 104., 104., 104., 103., 103., 103., 102.}","{190., 157., 154., 152., 151., 152., 153., 151., 149., 152., 152., 150., 151., 151., 166., 152., 152., 151., 151., 153., 151., 151., 152., 151., 152., 152., 152., 151., 150., 152., 151., 152., 151., 150., 152., 152., 152., 150., 152., 152., 167., 153., 152., 152., 151., 181., 165., 165., 165., 164.}",""
8,16,"fire2/expand1x1","fire3/relu_expand1x1",8,"fire2/expand1x1-fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3-fire3/relu_expand3x3-fire3/expand1x1-fire3/relu_expand1x1","Convolution","Elementwise","List-List-List-List-List-List-List-List-List",150.,152.16670000000002,188.,102.,103.60000000000001,123.,"","","","","","","","","","{186., 158., 154., 153., 151., 152., 152., 151., 152., 151., 152., 159., 152., 152., 150., 151., 150., 151., 152., 150., 153., 152., 150., 152., 153., 151., 151., 152., 150., 181., 165., 163., 164., 171., 168., 165., 188., 152., 152., 152., 151., 152., 153., 152., 151., 151., 152., 151., 152., 151.}","{123., 108., 106., 105., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 105., 104., 103., 105., 103., 103., 103., 104., 103., 103., 102., 104., 103., 103., 117., 103., 104., 105., 104., 104., 103., 103., 103., 103., 103., 104., 104., 105., 103., 103., 103., 103., 103., 103., 103.}",""
9,17,"fire2/relu_expand1x1","fire3/concat",8,"fire2/relu_expand1x1-fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3-fire3/relu_expand3x3-fire3/expand1x1-fire3/relu_expand1x1-fire3/concat","Elementwise","Catenate","List-List-List-List-List-List-List-List-List",101.,103.53330000000001,122.,165.,166.5333,259.,"","","","","","","","","","{122., 107., 104., 104., 105., 105., 104., 104., 104., 116., 106., 103., 103., 104., 103., 104., 103., 103., 103., 102., 102., 103., 104., 104., 103., 104., 104., 105., 104., 102., 103., 101., 103., 104., 104., 103., 103., 103., 104., 103., 104., 104., 103., 104., 103., 103., 102., 115., 103., 103.}","{259., 216., 175., 169., 167., 166., 167., 166., 168., 166., 167., 166., 178., 167., 166., 168., 165., 166., 167., 166., 167., 167., 167., 167., 166., 165., 167., 167., 168., 166., 167., 167., 166., 166., 167., 179., 166., 165., 166., 166., 175., 167., 166., 166., 167., 166., 166., 165., 166., 166.}",""
10,18,"fire2/concat","pool3_pad",8,"fire2/concat-fire3/squeeze1x1-fire3/relu_squeeze1x1-fire3/expand3x3-fire3/relu_expand3x3-fire3/expand1x1-fire3/relu_expand1x1-fire3/concat-pool3_pad","Catenate","Padding","List-List-List-List-List-List-List-List-List",165.,166.13330000000002,184.,462.,464.3,531.,"","","","","","","","","","{184., 169., 167., 166., 166., 166., 166., 166., 166., 166., 176., 173., 166., 167., 165., 166., 166., 179., 167., 166., 166., 166., 165., 166., 166., 166., 166., 167., 166., 166., 166., 166., 166., 166., 166., 166., 166., 166., 166., 166., 165., 180., 168., 167., 166., 166., 166., 167., 166., 167.}","{531., 492., 468., 464., 463., 463., 462., 462., 463., 479., 465., 471., 463., 463., 463., 463., 463., 475., 464., 462., 462., 462., 463., 462., 462., 462., 478., 463., 465., 469., 462., 462., 472., 463., 475., 464., 463., 463., 463., 463., 463., 462., 463., 484., 469., 467., 468., 467., 468., 467.}",""
