"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,9,"conv1_7x7_s2","conv2_relu_3x3",8,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3","Convolution","Elementwise","List-List-List-List-List-List-List-List-List",2140.,2188.0667000000003,4600.,229.,230.3333,349.,11686.,11773.033300000001,12345.,9546.,9584.9667,7745.,11457.,11542.7,11996.,"{4600., 4293., 4155., 4080., 4191., 4016., 3970., 3991., 3305., 2200., 2320., 2190., 2186., 2177., 2159., 2197., 2151., 2190., 2141., 2261., 2200., 2180., 2168., 2166., 2212., 2151., 2161., 2163., 2218., 2196., 2188., 2158., 2157., 2248., 2163., 2147., 2140., 2166., 2194., 2166., 2146., 2171., 2259., 2199., 2154., 2146., 2153., 2188., 2161., 2154.}","{349., 299., 235., 231., 232., 244., 232., 230., 231., 230., 230., 232., 230., 230., 230., 230., 229., 229., 230., 231., 230., 231., 242., 231., 231., 230., 230., 229., 230., 231., 229., 230., 229., 230., 231., 229., 230., 230., 230., 241., 230., 231., 230., 231., 230., 231., 230., 230., 230., 230.}","{12345., 12040., 11855., 11912., 11849., 11714., 11749., 11740., 12007., 11800., 11763., 11789., 11736., 11791., 11908., 11798., 11715., 11687., 11775., 11867., 11849., 11790., 11710., 11727., 11698., 11936., 11746., 11728., 11731., 11783., 11776., 11835., 11827., 11718., 11710., 11713., 11919., 11794., 11733., 11686., 11688., 11702., 11913., 11775., 11721., 11741., 11698., 11761., 11854., 11797.}"
2,10,"conv1_relu_7x7","conv2_norm2",8,"conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2","Elementwise","LocalResponseNormalization","List-List-List-List-List-List-List-List-List",292.,293.5333,384.,10143.,10431.7333,10482.,19518.,19841.7667,20291.,19226.,19548.2333,19907.,9375.,9410.033300000001,9809.,"{384., 353., 305., 294., 295., 294., 294., 293., 294., 294., 306., 295., 293., 294., 293., 292., 293., 293., 293., 301., 294., 293., 295., 293., 294., 294., 293., 292., 293., 293., 293., 293., 293., 294., 293., 294., 293., 304., 294., 294., 294., 293., 292., 294., 293., 294., 293., 293., 293., 294.}","{10482., 10452., 10431., 10437., 10434., 10429., 10435., 10442., 10435., 10435., 10427., 10433., 10440., 10425., 10161., 10424., 10456., 10437., 10426., 10434., 10428., 10431., 10431., 10434., 10419., 10426., 10444., 10435., 10424., 10435., 10428., 10429., 10467., 10433., 10437., 10432., 10428., 10434., 10424., 10432., 10432., 10436., 10143., 10425., 10433., 10434., 10422., 10440., 10424., 10184.}","{20291., 20079., 20000., 19865., 19864., 19866., 19855., 19832., 19818., 19832., 19848., 19850., 19806., 19810., 19815., 19812., 19843., 19821., 19820., 19835., 19781., 19786., 19518., 19824., 19543., 19804., 19802., 19813., 19750., 19820., 19846., 19845., 19807., 19712., 19988., 19893., 19916., 19928., 19901., 19918., 19867., 19874., 19840., 19863., 19847., 19897., 19851., 19877., 19896., 19804.}"
3,11,"pool1_3x3_s2_pad","pool2_3x3_s2_pad",8,"pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad","Padding","Padding","List-List-List-List-List-List-List-List-List",911.,916.7,952.,674.,677.8667,731.,19859.,20190.,20606.,18948.,19273.3,19654.,19185.,19512.1333,19875.,"{952., 930., 916., 929., 917., 912., 912., 927., 921., 913., 911., 912., 927., 916., 914., 914., 927., 915., 914., 925., 927., 917., 914., 916., 916., 922., 914., 915., 914., 923., 921., 917., 913., 928., 916., 914., 914., 912., 923., 915., 918., 916., 929., 914., 916., 913., 927., 914., 914., 913.}","{731., 688., 676., 676., 675., 690., 676., 675., 674., 675., 675., 690., 676., 674., 674., 683., 675., 692., 679., 679., 678., 678., 676., 688., 678., 677., 678., 678., 678., 695., 679., 677., 678., 677., 690., 678., 678., 677., 677., 677., 692., 677., 677., 676., 685., 677., 690., 678., 677., 677.}","{20606., 20376., 20392., 20311., 20362., 20379., 20334., 20318., 20321., 20251., 20237., 20225., 20228., 20271., 20261., 20263., 20202., 20157., 20144., 20145., 20159., 20182., 20165., 20090., 20134., 20204., 20170., 20168., 20203., 20227., 20237., 20179., 20161., 20170., 20180., 20150., 20168., 20161., 20206., 20173., 20132., 20146., 20124., 20152., 19859., 20170., 20143., 20054., 20141., 20133.}"
4,12,"pool1_3x3_s2","pool2_3x3_s2",8,"pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2","Pooling","Pooling","List-List-List-List-List-List-List-List-List",1550.,1561.1000000000001,1633.,1199.,1207.3,1255.,20322.,20474.6667,21066.,18772.,18913.5667,19433.,19123.,19267.366700000002,19811.,"{1574., 1555., 1568., 1608., 1598., 1551., 1550., 1568., 1554., 1589., 1562., 1553., 1566., 1554., 1566., 1553., 1598., 1565., 1553., 1567., 1553., 1552., 1575., 1621., 1633., 1620., 1553., 1567., 1552., 1572., 1555., 1553., 1601., 1553., 1552., 1570., 1553., 1568., 1552., 1552., 1564., 1561., 1566., 1553., 1551., 1567., 1554., 1566., 1562., 1565.}","{1228., 1224., 1227., 1201., 1201., 1255., 1200., 1200., 1214., 1247., 1209., 1216., 1200., 1220., 1214., 1200., 1200., 1199., 1232., 1200., 1199., 1214., 1199., 1199., 1213., 1199., 1246., 1207., 1218., 1203., 1201., 1218., 1202., 1202., 1216., 1212., 1202., 1202., 1212., 1202., 1202., 1226., 1204., 1214., 1223., 1203., 1202., 1201., 1212., 1202.}","{21066., 20695., 20599., 20527., 20479., 20445., 20434., 20523., 20426., 20438., 20423., 20448., 20443., 20426., 20427., 20440., 20471., 20513., 20628., 20579., 20546., 20515., 20551., 20322., 20526., 20419., 20502., 20496., 20492., 20415., 20400., 20441., 20418., 20515., 20423., 20408., 20421., 20473., 20544., 20703., 20645., 20516., 20500., 20616., 20493., 20429., 20491., 20444., 20412., 20421.}"
5,13,"pool1_norm1","inception_3a/pool",8,"pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool","LocalResponseNormalization","Pooling","List-List-List-List-List-List-List-List-List",3417.,3496.9,3556.,1181.,1210.2333,1242.,19818.,20090.9667,20724.,16401.,16594.0667,17168.,18637.,18880.7333,19482.,"{3556., 3498., 3502., 3495., 3516., 3509., 3493., 3485., 3491., 3493., 3508., 3497., 3498., 3503., 3492., 3499., 3503., 3500., 3495., 3438., 3496., 3472., 3502., 3476., 3514., 3496., 3495., 3508., 3494., 3511., 3506., 3477., 3495., 3508., 3501., 3500., 3504., 3495., 3491., 3485., 3493., 3491., 3417., 3491., 3508., 3496., 3476., 3502., 3492., 3496.}","{1242., 1187., 1233., 1184., 1191., 1207., 1183., 1182., 1203., 1183., 1182., 1214., 1233., 1183., 1215., 1200., 1221., 1221., 1229., 1181., 1225., 1234., 1221., 1220., 1187., 1230., 1181., 1182., 1215., 1194., 1185., 1195., 1234., 1220., 1215., 1227., 1219., 1226., 1230., 1216., 1181., 1207., 1221., 1220., 1220., 1217., 1216., 1215., 1199., 1221.}","{20724., 20397., 20285., 20193., 20165., 20134., 20151., 20021., 20193., 20226., 20236., 20167., 20176., 20131., 20113., 20073., 20067., 20083., 20058., 20102., 20080., 20077., 20104., 20088., 20099., 20064., 20081., 20102., 20060., 20045., 20098., 20075., 20067., 20063., 20112., 20058., 20099., 20077., 20049., 20045., 20066., 19941., 20063., 20124., 20112., 20075., 20077., 20072., 20052., 19818.}"
6,14,"conv2_3x3_reduce","inception_3a/pool_proj",8,"conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj","Convolution","Convolution","List-List-List-List-List-List-List-List-List",154.,155.20000000000002,228.,"","","",16324.,16689.0333,17104.,16170.,16533.833300000002,16876.,"","","","{228., 161., 156., 157., 157., 154., 154., 155., 156., 155., 155., 155., 155., 154., 157., 156., 155., 156., 155., 155., 156., 155., 170., 157., 156., 155., 156., 154., 154., 155., 155., 154., 155., 157., 154., 155., 155., 155., 154., 155., 156., 155., 154., 155., 154., 154., 155., 173., 156., 154.}","","{17104., 16855., 16745., 16838., 16671., 16660., 16792., 16728., 16653., 16831., 16711., 16636., 16806., 16697., 16659., 16751., 16628., 16718., 16735., 16694., 16344., 16750., 16629., 16625., 16756., 16670., 16622., 16831., 16656., 16608., 16733., 16648., 16609., 16799., 16324., 16591., 16756., 16624., 16650., 16755., 16608., 16630., 16746., 16662., 16644., 16763., 16649., 16335., 16762., 16651.}"
7,15,"conv2_relu_3x3_reduce","inception_3a/relu_pool_proj",8,"conv2_relu_3x3_reduce-conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj","Elementwise","Elementwise","List-List-List-List-List-List-List-List-List",101.,103.1667,160.,"","","",16414.,16561.7667,33735.,16313.,16458.600000000002,33575.,"","","","{160., 127., 113., 104., 104., 103., 104., 104., 104., 103., 103., 103., 103., 103., 104., 103., 104., 103., 103., 115., 105., 103., 103., 102., 103., 103., 103., 103., 103., 103., 104., 102., 103., 103., 102., 102., 103., 101., 103., 102., 103., 102., 102., 102., 111., 106., 103., 102., 103., 103.}","","{16984., 16701., 16614., 16633., 16574., 16541., 16598., 16566., 16550., 16556., 16537., 16581., 16551., 16493., 16595., 16502., 16491., 16556., 16609., 16505., 16580., 16506., 16424., 16636., 16550., 16481., 16669., 16517., 16579., 16636., 16537., 16472., 16655., 16532., 33735., 17785., 16498., 16414., 16533., 16507., 16648., 16525., 16510., 16676., 16521., 16525., 16632., 16559., 16549., 16681.}"
8,16,"conv2_3x3","inception_3a/5x5_reduce",8,"conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce","Convolution","Convolution","List-List-List-List-List-List-List-List-List",2564.,2624.2667,2966.,"","","","","","","","","","","","","{2925., 2966., 2701., 2649., 2650., 2746., 2605., 2626., 2613., 2685., 2646., 2633., 2654., 2652., 2621., 2603., 2792., 2688., 2604., 2614., 2760., 2608., 2619., 2614., 2623., 2616., 2621., 2587., 2680., 2576., 2603., 2658., 2629., 2586., 2583., 2704., 2610., 2599., 2564., 2734., 2593., 2571., 2601., 2677., 2570., 2595., 2588., 2612., 2587., 2590.}","",""
9,17,"conv2_relu_3x3","inception_3a/relu_5x5_reduce",8,"conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce","Elementwise","Elementwise","List-List-List-List-List-List-List-List-List",224.,224.63330000000002,331.,"","","","","","","","","","","","","{331., 278., 228., 226., 225., 239., 225., 224., 225., 225., 225., 224., 225., 224., 224., 225., 225., 225., 224., 224., 225., 224., 235., 225., 225., 232., 225., 224., 224., 224., 225., 225., 225., 224., 224., 224., 224., 225., 224., 225., 237., 225., 224., 224., 224., 224., 225., 225., 224., 224.}","",""
10,18,"conv2_norm2","inception_3a/5x5",8,"conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce-inception_3a/5x5","LocalResponseNormalization","Convolution","List-List-List-List-List-List-List-List-List",10176.,10433.3333,10542.,"","","","","","","","","","","","","{10542., 10453., 10434., 10441., 10426., 10436., 10429., 10429., 10437., 10431., 10439., 10449., 10431., 10445., 10456., 10430., 10446., 10433., 10176., 10460., 10437., 10440., 10430., 10449., 10440., 10427., 10443., 10435., 10437., 10442., 10431., 10437., 10428., 10435., 10429., 10430., 10431., 10429., 10421., 10429., 10420., 10427., 10429., 10426., 10443., 10421., 10426., 10431., 10421., 10430.}","",""
11,19,"pool2_3x3_s2_pad","inception_3a/relu_5x5",8,"pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/pool-inception_3a/pool_proj-inception_3a/relu_pool_proj-inception_3a/5x5_reduce-inception_3a/relu_5x5_reduce-inception_3a/5x5-inception_3a/relu_5x5","Padding","Elementwise","List-List-List-List-List-List-List-List-List",671.,675.0333,717.,"","","","","","","","","","","","","{717., 696., 675., 686., 682., 673., 673., 672., 684., 673., 673., 673., 672., 673., 684., 673., 672., 672., 681., 673., 686., 673., 673., 671., 673., 672., 686., 673., 673., 671., 673., 672., 690., 682., 673., 672., 672., 673., 691., 677., 675., 675., 675., 676., 687., 676., 675., 675., 683., 676.}","",""
