"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,8,"ReLUConv1/1","PrimaryCaps/4/3",7,"ReLUConv1/1-ReLUConv1/2-PrimaryCaps/1-PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3","Convolution","Elementwise","Convolution-Elementwise-Convolution-Transpose-Reshape-Elementwise-Aggregation-Elementwise",151.,153.0667,261.,46.,46.5,74.,2544.,2602.,2995.,2393.,2448.9333,2734.,2498.,2555.5,2921.,"{261., 168., 157., 155., 154., 155., 152., 171., 156., 153., 153., 153., 152., 152., 152., 153., 153., 152., 155., 152., 152., 152., 152., 153., 152., 152., 153., 152., 152., 181., 171., 168., 181., 170., 168., 188., 151., 152., 153., 153., 152., 152., 152., 152., 152., 153., 151., 152., 154., 151.}","{74., 50., 48., 47., 47., 46., 47., 47., 47., 46., 46., 47., 47., 47., 46., 47., 47., 46., 47., 62., 47., 46., 47., 46., 47., 46., 47., 46., 47., 46., 46., 47., 46., 47., 46., 46., 46., 46., 46., 46., 46., 47., 46., 46., 47., 46., 46., 46., 46., 47.}","{2995., 2699., 2759., 2717., 2577., 2557., 2551., 2692., 2549., 2604., 2566., 2689., 2588., 2572., 2556., 2698., 2583., 2554., 2656., 2652., 2555., 2571., 2685., 2563., 2567., 2569., 2702., 2567., 2566., 2559., 2709., 2546., 2570., 2573., 2689., 2576., 2576., 2544., 2705., 2567., 2544., 2635., 2659., 2596., 2608., 2695., 2590., 2572., 2582., 2706.}"
2,9,"ReLUConv1/2","PrimaryCaps/4/4",7,"ReLUConv1/2-PrimaryCaps/1-PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4","Elementwise","Replicate","Elementwise-Convolution-Transpose-Reshape-Elementwise-Aggregation-Elementwise-Replicate",58.,59.2333,101.,296.,297.0667,321.,2666.,2713.8333000000002,2892.,2608.,2654.6,2791.,2370.,2416.7667,2571.,"{101., 72., 62., 61., 59., 59., 59., 59., 59., 59., 59., 60., 60., 60., 59., 59., 59., 60., 59., 59., 59., 59., 59., 59., 58., 70., 63., 60., 60., 60., 60., 59., 59., 59., 59., 59., 59., 59., 59., 59., 59., 59., 60., 60., 59., 60., 59., 59., 59., 59.}","{321., 301., 298., 298., 319., 298., 298., 297., 297., 297., 296., 297., 297., 297., 297., 297., 297., 297., 306., 297., 297., 297., 302., 298., 297., 297., 297., 297., 297., 297., 297., 307., 297., 297., 297., 296., 297., 297., 297., 296., 297., 297., 297., 297., 306., 297., 296., 297., 297., 297.}","{2846., 2732., 2852., 2695., 2713., 2690., 2854., 2703., 2701., 2701., 2774., 2685., 2704., 2840., 2704., 2708., 2709., 2814., 2718., 2730., 2737., 2703., 2692., 2698., 2884., 2691., 2702., 2672., 2838., 2720., 2694., 2756., 2698., 2666., 2711., 2849., 2678., 2702., 2703., 2800., 2718., 2716., 2762., 2695., 2699., 2684., 2892., 2696., 2707., 2681.}"
3,10,"PrimaryCaps/1","PrimaryCaps/4/5",7,"PrimaryCaps/1-PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5","Convolution","Threading","Convolution-Transpose-Reshape-Elementwise-Aggregation-Elementwise-Replicate-Threading",2045.,2086.0333,2222.,26.,26.0667,54.,"","","","","","","","","","{2191., 2222., 2109., 2065., 2096., 2063., 2201., 2054., 2072., 2066., 2091., 2183., 2084., 2061., 2078., 2131., 2144., 2076., 2055., 2065., 2174., 2111., 2053., 2096., 2063., 2202., 2051., 2077., 2056., 2079., 2189., 2080., 2045., 2080., 2117., 2142., 2074., 2045., 2082., 2173., 2107., 2050., 2071., 2061., 2220., 2054., 2069., 2064., 2068., 2201.}","{54., 30., 28., 27., 27., 26., 26., 26., 27., 26., 26., 26., 26., 27., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 26., 26., 27., 26., 26., 26., 26., 26., 27., 26., 26., 27.}",""
4,11,"PrimaryCaps/2","PrimaryPredVects/1",7,"PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1","Transpose","Replicate","Transpose-Reshape-Elementwise-Aggregation-Elementwise-Replicate-Threading-Replicate",104.,104.5,120.,44696.,44708.5333,44793.,"","","","","","","","","","{120., 108., 105., 105., 105., 107., 104., 104., 104., 104., 104., 105., 104., 105., 104., 105., 105., 104., 112., 105., 105., 104., 105., 104., 105., 105., 104., 104., 104., 105., 105., 104., 105., 104., 105., 104., 104., 104., 104., 104., 105., 104., 116., 105., 104., 104., 105., 104., 105., 104.}","{44793., 44758., 44733., 44727., 44704., 44710., 44705., 44711., 44705., 44707., 44700., 44712., 44708., 44704., 44711., 44705., 44709., 44724., 44696., 44707., 44708., 44704., 44702., 44710., 44703., 44713., 44702., 44709., 44701., 44713., 44697., 44717., 44703., 44710., 44722., 44738., 44716., 44718., 44699., 44717., 44705., 44712., 44704., 44725., 44702., 44709., 44710., 44702., 44712., 44700.}",""
5,12,"PrimaryCaps/3","",7,"PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1-","Reshape","Missing","Reshape-Elementwise-Aggregation-Elementwise-Replicate-Threading-Replicate-Missing",24.,25.,45.,"","","","","","","","","","","","","{45., 29., 26., 25., 26., 25., 25., 26., 25., 25., 25., 24., 25., 25., 25., 25., 25., 24., 25., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 26., 25., 25.}","",""
6,13,"PrimaryCaps/4/1","PrimaryPredVects/2",7,"PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1--PrimaryPredVects/2","Elementwise","ConstantArray","Elementwise-Aggregation-Elementwise-Replicate-Threading-Replicate-Missing-ConstantArray",24.,25.,44.,"","","","","","","","","","","","","{44., 28., 26., 26., 25., 26., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 25., 24., 25., 25., 25., 25., 26., 25., 25., 25., 25., 33., 26., 25.}","",""
7,14,"PrimaryCaps/4/2","PrimaryPredVects/3",7,"PrimaryCaps/4/2-PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1--PrimaryPredVects/2-PrimaryPredVects/3","Aggregation","Threading","Aggregation-Elementwise-Replicate-Threading-Replicate-Missing-ConstantArray-Threading",213.,214.60000000000002,234.,"","","","","","","","","","","","","{234., 217., 215., 215., 222., 215., 215., 227., 216., 214., 215., 214., 214., 215., 215., 214., 215., 215., 214., 214., 215., 215., 215., 215., 214., 226., 214., 215., 215., 214., 215., 215., 214., 213., 214., 214., 214., 214., 215., 214., 214., 215., 215., 214., 223., 215., 214., 214., 214., 214.}","",""
8,15,"PrimaryCaps/4/3","PrimaryPredVects/4",7,"PrimaryCaps/4/3-PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1--PrimaryPredVects/2-PrimaryPredVects/3-PrimaryPredVects/4","Elementwise","Aggregation","Elementwise-Replicate-Threading-Replicate-Missing-ConstantArray-Threading-Aggregation",46.,46.4667,84.,"","","","","","","","","","","","","{84., 54., 48., 46., 47., 47., 47., 46., 46., 46., 59., 47., 47., 47., 46., 46., 46., 46., 46., 47., 46., 46., 47., 46., 47., 47., 46., 47., 46., 47., 46., 46., 47., 47., 46., 47., 46., 47., 46., 47., 46., 47., 46., 46., 47., 46., 46., 46., 47., 46.}","",""
9,16,"PrimaryCaps/4/4","DynamicRouting/1",7,"PrimaryCaps/4/4-PrimaryCaps/4/5-PrimaryPredVects/1--PrimaryPredVects/2-PrimaryPredVects/3-PrimaryPredVects/4-DynamicRouting/1","Replicate","Replicate","Replicate-Threading-Replicate-Missing-ConstantArray-Threading-Aggregation-Replicate",296.,296.93330000000003,316.,"","","","","","","","","","","","","{316., 300., 298., 297., 296., 297., 299., 312., 299., 297., 297., 298., 297., 297., 296., 297., 297., 296., 297., 297., 296., 306., 297., 297., 296., 297., 296., 296., 296., 297., 297., 296., 303., 297., 306., 297., 297., 296., 297., 297., 297., 296., 296., 296., 297., 296., 298., 306., 297., 297.}","",""
10,17,"PrimaryCaps/4/5","DynamicRouting/2/Net/capsule/c/1",7,"PrimaryCaps/4/5-PrimaryPredVects/1--PrimaryPredVects/2-PrimaryPredVects/3-PrimaryPredVects/4-DynamicRouting/1-DynamicRouting/2/Net/capsule/c/1","Threading","Reshape","Threading-Replicate-Missing-ConstantArray-Threading-Aggregation-Replicate-Reshape",26.,29.,51.,"","","","","","","","","","","","","{51., 31., 29., 29., 29., 30., 29., 29., 29., 29., 29., 29., 30., 29., 29., 29., 29., 29., 29., 28., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 29., 28., 30., 29., 29., 29., 29., 29., 28., 29., 29., 29., 29., 29., 29., 26., 29., 29.}","",""
