"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,1,"conv1","conv1",0,"conv1","Convolution","Convolution","Convolution",733.,763.1667,884.,"{801., 774., 765., 767., 800., 876., 791., 766., 747., 761., 746., 752., 741., 798., 777., 765., 733., 884., 839., 744., 733., 748., 734., 764., 734., 750., 737., 760., 760., 793., 881., 828., 751., 754., 753., 739., 754., 738., 782., 787., 757., 745., 792., 878., 811., 752., 739., 749., 746., 787.}"
2,2,"relu_conv1","relu_conv1",0,"relu_conv1","Elementwise","Elementwise","Elementwise",296.,299.9667,353.,"{353., 316., 305., 301., 300., 300., 311., 299., 300., 302., 300., 301., 301., 301., 300., 301., 301., 307., 302., 314., 302., 301., 300., 300., 298., 296., 300., 296., 299., 298., 297., 300., 310., 299., 299., 297., 299., 300., 298., 298., 299., 299., 298., 298., 299., 308., 297., 297., 300., 310.}"
3,3,"pool1","pool1",0,"pool1","Pooling","Pooling","Pooling",1547.,1556.7667000000001,1633.,"{1568., 1633., 1548., 1547., 1607., 1556., 1564., 1551., 1549., 1562., 1548., 1564., 1577., 1550., 1562., 1550., 1548., 1618., 1551., 1563., 1550., 1617., 1559., 1549., 1573., 1549., 1549., 1561., 1548., 1563., 1558., 1617., 1561., 1549., 1575., 1549., 1557., 1562., 1549., 1567., 1549., 1616., 1562., 1558., 1558., 1550., 1549., 1562., 1549., 1557.}"
4,4,"fire2/squeeze1x1","fire2/squeeze1x1",0,"fire2/squeeze1x1","Convolution","Convolution","Convolution",61.,62.166700000000006,128.,"{128., 71., 64., 63., 62., 63., 62., 63., 62., 63., 62., 63., 62., 62., 61., 64., 62., 61., 62., 62., 62., 62., 62., 61., 62., 61., 62., 61., 62., 62., 62., 62., 62., 62., 61., 79., 74., 67., 64., 63., 62., 63., 62., 62., 62., 61., 61., 61., 62., 62.}"
5,5,"fire2/relu_squeeze1x1","fire2/relu_squeeze1x1",0,"fire2/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",40.,40.8667,59.,"{59., 45., 43., 42., 42., 41., 41., 41., 41., 41., 41., 41., 40., 40., 48., 42., 41., 41., 40., 40., 40., 40., 41., 41., 41., 41., 40., 41., 41., 41., 41., 41., 40., 40., 41., 41., 40., 40., 41., 41., 41., 40., 40., 41., 41., 41., 41., 41., 41., 40.}"
6,6,"fire2/expand1x1","fire2/expand1x1",0,"fire2/expand1x1","Convolution","Convolution","Convolution",136.,138.0333,189.,"{189., 144., 140., 138., 138., 138., 136., 137., 136., 138., 138., 136., 137., 137., 167., 150., 151., 150., 150., 167., 149., 164., 136., 137., 137., 137., 136., 137., 137., 136., 139., 137., 136., 137., 137., 138., 138., 138., 137., 138., 139., 138., 139., 137., 138., 138., 151., 139., 137., 138.}"
7,7,"fire2/relu_expand1x1","fire2/relu_expand1x1",0,"fire2/relu_expand1x1","Elementwise","Elementwise","Elementwise",94.,95.86670000000001,120.,"{117., 101., 99., 99., 98., 98., 98., 97., 97., 97., 98., 98., 97., 97., 97., 97., 112., 96., 96., 95., 95., 95., 95., 96., 96., 95., 95., 95., 95., 95., 96., 95., 95., 95., 95., 95., 95., 94., 95., 95., 95., 95., 95., 95., 96., 95., 95., 95., 120., 100.}"
8,8,"fire2/expand3x3","fire2/expand3x3",0,"fire2/expand3x3","Convolution","Convolution","Convolution",540.,545.,629.,"{613., 561., 548., 546., 545., 545., 561., 545., 543., 543., 545., 542., 542., 562., 544., 585., 607., 596., 542., 543., 551., 543., 542., 541., 542., 542., 542., 556., 542., 541., 541., 540., 540., 603., 629., 579., 545., 543., 544., 545., 544., 554., 546., 542., 543., 542., 542., 541., 543., 552.}"
9,9,"fire2/relu_expand3x3","fire2/relu_expand3x3",0,"fire2/relu_expand3x3","Elementwise","Elementwise","Elementwise",93.,95.36670000000001,123.,"{123., 98., 96., 97., 95., 104., 95., 93., 95., 95., 95., 96., 94., 96., 96., 95., 95., 95., 94., 95., 96., 96., 96., 95., 94., 94., 95., 95., 101., 96., 95., 95., 94., 96., 95., 109., 95., 95., 95., 95., 96., 96., 95., 95., 95., 96., 96., 95., 96., 96.}"
10,10,"fire2/concat","fire2/concat",0,"fire2/concat","Catenate","Catenate","Catenate",187.,190.10000000000002,213.,"{213., 192., 191., 192., 191., 191., 191., 203., 191., 190., 190., 191., 190., 196., 190., 191., 192., 190., 191., 189., 190., 191., 187., 187., 187., 188., 188., 200., 190., 190., 189., 190., 190., 189., 190., 190., 189., 190., 189., 189., 190., 190., 190., 190., 190., 189., 188., 202., 189., 190.}"
11,11,"fire3/squeeze1x1","fire3/squeeze1x1",0,"fire3/squeeze1x1","Convolution","Convolution","Convolution",73.,87.,196.,"{196., 120., 119., 117., 127., 116., 109., 108., 108., 109., 108., 108., 109., 108., 109., 108., 109., 109., 108., 134., 124., 78., 76., 74., 74., 74., 75., 75., 74., 75., 74., 74., 74., 74., 73., 74., 73., 74., 73., 73., 75., 76., 73., 73., 73., 74., 74., 73., 73., 74.}"
12,12,"fire3/relu_squeeze1x1","fire3/relu_squeeze1x1",0,"fire3/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",38.,38.1667,57.,"{57., 41., 39., 38., 38., 38., 38., 39., 39., 38., 38., 53., 39., 39., 38., 38., 38., 38., 39., 38., 38., 39., 38., 38., 39., 38., 38., 38., 38., 38., 39., 39., 38., 38., 39., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 39.}"
