"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,8,"ReLUConv1/1","PrimaryCaps/4/3",7,"ReLUConv1/1-ReLUConv1/2-PrimaryCaps/1-PrimaryCaps/2-PrimaryCaps/3-PrimaryCaps/4/1-PrimaryCaps/4/2-PrimaryCaps/4/3","Convolution","Elementwise","Convolution-Elementwise-Convolution-Transpose-Reshape-Elementwise-Aggregation-Elementwise",2512.,2562.0333,2975.,"{2975., 2831., 2553., 2557., 2537., 2671., 2543., 2519., 2519., 2670., 2536., 2524., 2532., 2635., 2531., 2535., 2568., 2652., 2541., 2513., 2665., 2578., 2512., 2540., 2689., 2535., 2537., 2536., 2681., 2554., 2512., 2548., 2688., 2523., 2566., 2554., 2686., 2547., 2540., 2515., 2678., 2555., 2527., 2613., 2629., 2523., 2539., 2648., 2577., 2545.}"
9,9,"PrimaryCaps/4/4","PrimaryCaps/4/4",0,"PrimaryCaps/4/4","Replicate","Replicate","Replicate",296.,298.40000000000003,317.,"{317., 300., 300., 299., 298., 299., 311., 299., 298., 298., 298., 310., 309., 299., 298., 298., 298., 305., 299., 308., 299., 299., 298., 298., 298., 298., 298., 298., 298., 298., 298., 298., 308., 299., 299., 299., 298., 298., 298., 298., 298., 298., 296., 297., 297., 305., 296., 297., 296., 301.}"
10,10,"PrimaryCaps/4/5","PrimaryCaps/4/5",0,"PrimaryCaps/4/5","Threading","Threading","Threading",25.,26.,45.,"{45., 28., 27., 26., 28., 26., 25., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26., 26.}"
11,11,"PrimaryPredVects/2","PrimaryPredVects/2",0,"PrimaryPredVects/2","ConstantArray","ConstantArray","ConstantArray",14883.,14905.2333,15013.,"{15013., 14974., 14938., 14928., 14898., 14908., 14906., 14927., 14901., 14897., 14903., 14912., 14903., 14930., 14909., 14908., 14884., 14905., 14919., 14912., 14898., 14914., 14923., 14933., 14890., 14892., 14894., 14903., 14925., 14898., 14903., 14895., 14905., 14890., 14919., 14909., 14905., 14896., 14886., 14900., 14900., 14914., 14902., 14904., 14904., 14897., 14900., 14911., 14906., 14883.}"
12,12,"PrimaryPredVects/1","PrimaryPredVects/1",0,"PrimaryPredVects/1","Replicate","Replicate","Replicate",44696.,44723.3667,44749.,"{44749., 44734., 44731., 44740., 44727., 44721., 44725., 44735., 44730., 44747., 44732., 44724., 44721., 44729., 44728., 44729., 44719., 44728., 44719., 44740., 44724., 44726., 44722., 44726., 44726., 44734., 44722., 44731., 44726., 44733., 44740., 44720., 44727., 44722., 44727., 44725., 44709., 44700., 44713., 44702., 44715., 44704., 44709., 44699., 44704., 44699., 44706., 44706., 44703., 44696.}"
13,13,"PrimaryPredVects/3","PrimaryPredVects/3",0,"PrimaryPredVects/3","Threading","Threading","Threading",771.,782.6333000000001,1223.,"{1223., 1196., 995., 836., 813., 793., 787., 793., 793., 799., 784., 783., 784., 771., 793., 779., 794., 782., 775., 784., 780., 771., 774., 775., 782., 789., 772., 772., 772., 786., 790., 786., 776., 779., 777., 786., 772., 779., 777., 778., 790., 789., 776., 778., 781., 794., 775., 777., 779., 775.}"
14,14,"PrimaryPredVects/4","PrimaryPredVects/4",0,"PrimaryPredVects/4","Aggregation","Aggregation","Aggregation",29802.,29921.366700000002,30037.,"{29940., 29926., 29976., 30037., 29933., 29970., 29899., 29958., 29933., 29956., 29920., 29933., 29948., 29971., 29956., 29940., 29867., 30000., 29938., 30024., 29857., 29921., 29945., 29970., 29919., 29817., 29965., 29910., 29875., 29884., 29896., 29890., 29896., 29862., 29847., 29936., 29966., 29913., 29802., 29855., 29925., 29870., 29873., 29846., 29936., 29944., 29887., 29894., 29959., 29890.}"
15,15,"DynamicRouting/1","DynamicRouting/1",0,"DynamicRouting/1","Replicate","Replicate","Replicate",10675.,10697.033300000001,10722.,"{10722., 10704., 10702., 10694., 10702., 10701., 10697., 10689., 10698., 10698., 10690., 10698., 10700., 10691., 10704., 10701., 10690., 10700., 10697., 10689., 10698., 10702., 10688., 10698., 10698., 10689., 10697., 10698., 10697., 10699., 10699., 10690., 10701., 10700., 10690., 10697., 10675., 10691., 10695., 10698., 10699., 10688., 10705., 10697., 10688., 10700., 10698., 10689., 10700., 10699.}"
16,16,"DynamicRouting/2/Net/capsule/c/1","DynamicRouting/2/Net/capsule/c/1",0,"DynamicRouting/2/Net/capsule/c/1","Reshape","Reshape","Reshape",24.,24.633300000000002,46.,"{46., 27., 26., 25., 24., 24., 24., 24., 25., 24., 24., 25., 25., 25., 24., 24., 25., 25., 24., 25., 25., 25., 24., 24., 24., 24., 25., 24., 24., 25., 25., 25., 25., 25., 25., 25., 24., 25., 25., 25., 24., 25., 24., 25., 24., 25., 25., 24., 25., 24.}"
17,17,"DynamicRouting/2/Net/capsule/c/2","DynamicRouting/2/Net/capsule/c/2",0,"DynamicRouting/2/Net/capsule/c/2","Softmax","Softmax","Softmax",226.,226.60000000000002,243.,"{239., 243., 228., 227., 227., 226., 234., 227., 227., 226., 226., 226., 226., 226., 227., 227., 227., 227., 238., 227., 227., 227., 226., 226., 227., 226., 226., 226., 226., 227., 226., 227., 226., 226., 227., 237., 227., 226., 227., 226., 226., 227., 227., 226., 227., 226., 226., 227., 226., 232.}"
