"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,8,"conv1_7x7_s2","conv2_3x3",7,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce-conv2_3x3","Convolution","Convolution","Convolution-Elementwise-Padding-Pooling-LocalResponseNormalization-Convolution-Elementwise-Convolution",11306.,11432.1,12477.,"{12477., 11733., 11446., 11377., 11424., 11349., 11550., 11599., 11491., 11360., 11380., 11382., 11432., 11544., 11506., 11451., 11346., 11411., 11370., 11396., 11605., 11454., 11452., 11382., 11352., 11381., 11433., 11533., 11517., 11415., 11451., 11363., 11428., 11474., 11518., 11455., 11378., 11306., 11440., 11344., 11472., 11543., 11429., 11392., 11363., 11335., 11392., 11469., 11574., 11453.}"
9,9,"conv2_relu_3x3","conv2_relu_3x3",0,"conv2_relu_3x3","Elementwise","Elementwise","Elementwise",217.,220.0333,257.,"{257., 237., 227., 221., 232., 243., 238., 220., 219., 219., 217., 218., 218., 220., 220., 217., 217., 218., 218., 218., 217., 233., 221., 221., 222., 221., 230., 221., 222., 222., 222., 222., 221., 222., 222., 223., 222., 222., 227., 218., 218., 218., 217., 217., 218., 217., 217., 217., 217., 217.}"
10,10,"conv2_norm2","conv2_norm2",0,"conv2_norm2","LocalResponseNormalization","LocalResponseNormalization","LocalResponseNormalization",10191.,10421.533300000001,10440.,"{10440., 10429., 10430., 10416., 10191., 10415., 10422., 10422., 10434., 10426., 10415., 10421., 10424., 10412., 10431., 10432., 10415., 10426., 10415., 10430., 10425., 10411., 10431., 10414., 10423., 10424., 10414., 10425., 10414., 10425., 10421., 10412., 10422., 10413., 10422., 10427., 10413., 10429., 10424., 10415., 10424., 10412., 10426., 10424., 10412., 10426., 10414., 10423., 10426., 10426.}"
11,11,"pool2_3x3_s2_pad","pool2_3x3_s2_pad",0,"pool2_3x3_s2_pad","Padding","Padding","Padding",670.,673.4667000000001,695.,"{695., 689., 673., 672., 671., 672., 683., 672., 671., 671., 671., 670., 683., 671., 679., 671., 670., 670., 685., 671., 671., 670., 670., 670., 684., 671., 671., 670., 670., 679., 689., 676., 676., 676., 675., 676., 683., 670., 671., 670., 671., 682., 675., 683., 676., 676., 675., 687., 671., 671.}"
12,12,"pool2_3x3_s2","pool2_3x3_s2",0,"pool2_3x3_s2","Pooling","Pooling","Pooling",1191.,1198.6333,1253.,"{1253., 1197., 1242., 1214., 1202., 1192., 1193., 1209., 1193., 1192., 1203., 1239., 1191., 1244., 1192., 1192., 1204., 1192., 1192., 1191., 1209., 1239., 1197., 1207., 1193., 1191., 1214., 1196., 1196., 1205., 1205., 1192., 1193., 1209., 1198., 1196., 1205., 1201., 1192., 1191., 1209., 1197., 1196., 1205., 1191., 1192., 1216., 1198., 1197., 1196.}"
13,13,"inception_3a/1x1","inception_3a/1x1",0,"inception_3a/1x1","Convolution","Convolution","Convolution",86.,87.0667,171.,"{171., 104., 100., 98., 98., 108., 88., 87., 88., 87., 87., 88., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 102., 88., 87., 87., 87., 88., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 87., 86., 87., 87., 86., 87., 87.}"
14,14,"inception_3a/relu_1x1","inception_3a/relu_1x1",0,"inception_3a/relu_1x1","Elementwise","Elementwise","Elementwise",39.,40.3667,59.,"{59., 44., 41., 41., 41., 40., 40., 40., 41., 40., 41., 41., 40., 40., 41., 40., 41., 40., 40., 40., 39., 40., 41., 40., 41., 40., 40., 40., 40., 40., 41., 40., 41., 40., 40., 40., 40., 41., 40., 40., 40., 55., 41., 40., 40., 39., 41., 41., 41., 41.}"
15,15,"inception_3a/3x3_reduce","inception_3a/3x3_reduce",0,"inception_3a/3x3_reduce","Convolution","Convolution","Convolution",114.,116.30000000000001,178.,"{178., 138., 120., 117., 117., 123., 116., 116., 115., 115., 116., 115., 115., 116., 116., 116., 116., 116., 116., 116., 117., 116., 114., 116., 116., 116., 115., 115., 116., 115., 115., 116., 116., 128., 116., 115., 116., 115., 115., 116., 115., 115., 114., 155., 130., 129., 130., 128., 128., 128.}"
16,16,"inception_3a/relu_3x3_reduce","inception_3a/relu_3x3_reduce",0,"inception_3a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",47.,47.3667,69.,"{69., 52., 49., 48., 48., 48., 48., 48., 48., 47., 47., 47., 47., 47., 47., 48., 47., 47., 59., 49., 48., 47., 47., 47., 47., 47., 48., 47., 47., 47., 48., 48., 47., 47., 48., 47., 47., 47., 48., 48., 47., 47., 47., 47., 48., 48., 47., 47., 47., 47.}"
17,17,"inception_3a/3x3","inception_3a/3x3",0,"inception_3a/3x3","Convolution","Convolution","Convolution",947.,993.2333000000001,1150.,"{1131., 993., 988., 1004., 1107., 1063., 947., 997., 970., 983., 992., 1007., 971., 983., 1135., 1028., 987., 989., 1006., 983., 979., 970., 995., 990., 1150., 1014., 984., 995., 990., 982., 999., 986., 990., 1042., 1127., 989., 975., 990., 1010., 992., 989., 987., 999., 1042., 1098., 970., 1002., 955., 977., 984.}"
