"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,11,"conv1a","2b1/bn2b1_branch2a",10,"conv1a-pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a","Convolution","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",3953.,3999.1333000000004,4578.,1470.,1499.4333000000001,2114.,"","","","","","","","","","{4578., 4229., 4177., 4102., 4029., 4018., 4019., 4102., 4023., 3989., 4013., 3985., 4060., 4009., 3967., 4019., 3963., 4059., 3973., 3953., 3995., 3972., 4048., 3998., 3986., 4006., 3961., 4052., 3979., 3974., 3976., 3973., 4041., 3984., 3960., 3998., 3978., 4043., 3992., 3968., 3982., 3974., 4051., 3987., 3958., 3987., 3982., 4029., 4006., 3968.}","{2114., 2108., 1907., 1646., 1573., 1540., 1541., 1516., 1537., 1505., 1519., 1532., 1507., 1514., 1512., 1523., 1506., 1516., 1497., 1507., 1495., 1502., 1495., 1478., 1516., 1488., 1482., 1506., 1477., 1485., 1494., 1481., 1499., 1480., 1470., 1497., 1470., 1502., 1493., 1487., 1497., 1479., 1471., 1485., 1481., 1485., 1499., 1486., 1491., 1472.}",""
2,12,"pool1","2b1/res2b1_branch2a_relu",10,"pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu","Pooling","Elementwise","List-List-List-List-List-List-List-List-List-List-List",12652.,12680.400000000001,13145.,1394.,1432.9667000000002,2134.,"","","","","","","","","","{13086., 13145., 12864., 12699., 12686., 12678., 12667., 12774., 12672., 12828., 12672., 12682., 12772., 12671., 12808., 12683., 12664., 12655., 12767., 12683., 12652., 12673., 12675., 12670., 12653., 12669., 12678., 12680., 12809., 12671., 12682., 12668., 12665., 12667., 12669., 12660., 12659., 12772., 12686., 12665., 12785., 12668., 12686., 12692., 12687., 12683., 12668., 12672., 12665., 12675.}","{2134., 2100., 1891., 1561., 1473., 1470., 1444., 1450., 1450., 1451., 1456., 1438., 1435., 1447., 1419., 1454., 1453., 1443., 1445., 1419., 1410., 1439., 1427., 1416., 1425., 1457., 1455., 1457., 1405., 1443., 1424., 1424., 1428., 1400., 1413., 1417., 1419., 1416., 1428., 1405., 1394., 1425., 1401., 1433., 1426., 1422., 1419., 1413., 1406., 1426.}",""
3,13,"2a/bn2a_branch2a","2b1/res2b1_branch2a",10,"2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a","BatchNormalization","Convolution","List-List-List-List-List-List-List-List-List-List-List",611.,618.1333000000001,1066.,38687.,38879.7667,40257.,"","","","","","","","","","{1066., 1007., 863., 655., 635., 618., 617., 615., 629., 617., 614., 613., 614., 614., 611., 626., 613., 612., 615., 612., 623., 638., 621., 618., 618., 616., 618., 632., 618., 615., 614., 628., 617., 619., 629., 612., 627., 615., 615., 613., 630., 616., 618., 617., 616., 618., 615., 626., 612., 612.}","{38919., 38930., 38940., 38871., 39596., 38879., 38892., 39311., 38941., 38809., 38937., 40257., 38690., 38769., 38940., 38927., 38933., 39004., 38988., 38780., 38754., 38687., 38906., 38893., 38852., 38907., 38916., 39038., 38748., 38800., 38745., 38772., 38984., 38924., 38824., 38842., 38979., 38865., 38802., 38923., 38807., 38831., 38829., 38997., 38876., 38951., 38881., 38797., 38792., 38778.}",""
4,14,"2a/res2a_branch2a_relu","2b1/bn2b1_branch2b1",10,"2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1","Elementwise","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",580.,587.2333,1045.,1467.,1501.2333,2102.,"","","","","","","","","","{1045., 994., 816., 639., 598., 589., 588., 591., 599., 603., 597., 588., 586., 585., 588., 581., 599., 586., 586., 582., 584., 585., 583., 594., 584., 594., 587., 586., 585., 596., 583., 584., 583., 581., 584., 582., 594., 587., 583., 584., 580., 581., 594., 599., 586., 582., 587., 583., 586., 583.}","{2102., 2058., 1905., 1643., 1559., 1558., 1530., 1533., 1535., 1510., 1526., 1504., 1499., 1508., 1498., 1524., 1507., 1530., 1525., 1501., 1507., 1497., 1486., 1510., 1483., 1490., 1497., 1487., 1504., 1492., 1493., 1502., 1489., 1467., 1497., 1499., 1479., 1512., 1478., 1496., 1477., 1478., 1507., 1479., 1478., 1491., 1478., 1487., 1492., 1480.}",""
5,15,"2a/res2a_branch2a","2b1/res2b1_branch2b1_relu",10,"2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu","Convolution","Elementwise","List-List-List-List-List-List-List-List-List-List-List",19420.,19652.9667,20525.,1416.,1447.6000000000001,2045.,"","","","","","","","","","{19420., 19650., 19595., 19634., 19666., 19760., 20525., 19711., 19642., 19740., 19683., 19635., 19613., 19658., 19650., 19670., 19654., 19621., 19718., 19612., 19633., 19672., 19663., 19642., 19710., 19636., 19637., 19771., 19647., 19648., 19621., 19546., 19542., 19567., 19577., 19657., 19677., 19664., 19665., 19677., 19587., 19630., 19654., 19646., 19674., 19653., 19685., 19748., 19664., 19670.}","{2045., 2026., 1845., 1584., 1525., 1491., 1496., 1466., 1456., 1499., 1461., 1467., 1474., 1427., 1469., 1458., 1453., 1459., 1432., 1457., 1459., 1432., 1449., 1450., 1435., 1457., 1436., 1428., 1453., 1429., 1424., 1455., 1436., 1437., 1455., 1431., 1450., 1444., 1432., 1440., 1426., 1417., 1444., 1443., 1428., 1447., 1416., 1423., 1434., 1431.}",""
6,16,"2a/bn2a_branch2b1","2b1/res2b1_branch2b1",10,"2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1","BatchNormalization","Convolution","List-List-List-List-List-List-List-List-List-List-List","","","",38715.,38910.8,39077.,"","","","","","","","","","","{38848., 38814., 38797., 38956., 38833., 39046., 39038., 39006., 38848., 38917., 38854., 38962., 38835., 38934., 38971., 38915., 38868., 38931., 38892., 39077., 38879., 38878., 38756., 38983., 38992., 38922., 38939., 38927., 38968., 38874., 38978., 38715., 38843., 38886., 39004., 38907., 38891., 38991., 38871., 38864., 38826., 38845., 38869., 39005., 38946., 38936., 38878., 39068., 38961., 38902.}",""
7,17,"2a/res2a_branch2b1_relu","2b1/_plus2b1",10,"2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1","Elementwise","Threading","List-List-List-List-List-List-List-List-List-List-List",1395.,1425.1667,2042.,2513.,2574.2667,3076.,"","","","","","","","","","{2042., 2012., 1819., 1557., 1474., 1472., 1453., 1490., 1455., 1430., 1445., 1436., 1445., 1452., 1419., 1427., 1428., 1403., 1417., 1429., 1420., 1438., 1408., 1416., 1427., 1405., 1412., 1426., 1415., 1414., 1425., 1410., 1414., 1412., 1399., 1428., 1416., 1401., 1415., 1395., 1398., 1430., 1405., 1477., 1444., 1418., 1416., 1417., 1402., 1424.}","{3076., 3042., 2861., 2792., 2749., 2708., 2686., 2691., 2661., 2633., 2662., 2621., 2601., 2610., 2613., 2588., 2615., 2588., 2596., 2587., 2566., 2595., 2567., 2548., 2566., 2583., 2548., 2564., 2567., 2563., 2549., 2547., 2569., 2571., 2540., 2545., 2539., 2548., 2550., 2536., 2518., 2541., 2513., 2549., 2527., 2533., 2521., 2532., 2516., 2529.}",""
8,18,"2a/res2a_branch2b1","2b2/bn2b2_branch2a",10,"2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1-2b2/bn2b2_branch2a","Convolution","BatchNormalization","List-List-List-List-List-List-List-List-List-List-List",38746.,38877.3333,39108.,1456.,1484.6000000000001,2100.,"","","","","","","","","","{38947., 39019., 38850., 38746., 38772., 38935., 38856., 39108., 38912., 38887., 38863., 38961., 38808., 38836., 38830., 39061., 38917., 38829., 38956., 38826., 38781., 38763., 38890., 38905., 38890., 39002., 38870., 39016., 38925., 38778., 38746., 38866., 38845., 38887., 38893., 39061., 38955., 38831., 38892., 38833., 38802., 38795., 39008., 38952., 38953., 38821., 38985., 38816., 38761., 38795.}","{2100., 2052., 1857., 1615., 1541., 1530., 1508., 1532., 1499., 1537., 1501., 1491., 1528., 1494., 1479., 1498., 1475., 1486., 1492., 1484., 1493., 1476., 1467., 1491., 1473., 1482., 1496., 1471., 1497., 1471., 1458., 1485., 1472., 1480., 1489., 1470., 1482., 1466., 1470., 1491., 1478., 1465., 1485., 1456., 1463., 1469., 1466., 1487., 1461., 1464.}",""
9,19,"2a/res2a_branch1","2b2/res2b2_branch2a_relu",10,"2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1-2b2/bn2b2_branch2a-2b2/res2b2_branch2a_relu","Convolution","Elementwise","List-List-List-List-List-List-List-List-List-List-List","","","",1401.,1424.6333,2054.,"","","","","","","","","","","{2050., 2054., 1820., 1578., 1470., 1477., 1491., 1444., 1454., 1432., 1424., 1449., 1439., 1424., 1448., 1409., 1417., 1432., 1424., 1447., 1418., 1416., 1439., 1409., 1417., 1425., 1424., 1417., 1423., 1416., 1417., 1426., 1401., 1422., 1401., 1418., 1424., 1409., 1407., 1411., 1418., 1414., 1426., 1415., 1401., 1435., 1406., 1417., 1426., 1417.}",""
10,20,"2a/_plus2a","2b2/res2b2_branch2a",10,"2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1-2b1/_plus2b1-2b2/bn2b2_branch2a-2b2/res2b2_branch2a_relu-2b2/res2b2_branch2a","Threading","Convolution","List-List-List-List-List-List-List-List-List-List-List",2504.,2555.3667,3048.,38755.,38907.5667,39088.,"","","","","","","","","","{3048., 2994., 2837., 2746., 2705., 2687., 2638., 2652., 2622., 2598., 2604., 2602., 2591., 2594., 2573., 2584., 2585., 2559., 2577., 2573., 2549., 2551., 2582., 2550., 2550., 2540., 2534., 2542., 2531., 2535., 2548., 2534., 2540., 2549., 2525., 2531., 2537., 2510., 2529., 2510., 2533., 2515., 2527., 2515., 2533., 2506., 2526., 2505., 2513., 2504.}","{38891., 38809., 38783., 39005., 38976., 38884., 38958., 38874., 38873., 38764., 38822., 38900., 38864., 38885., 39050., 38948., 38931., 38952., 38755., 38821., 38847., 38969., 38948., 38906., 39088., 38968., 38919., 38778., 39008., 38852., 38872., 39083., 38894., 38898., 38932., 38957., 38910., 38819., 38874., 38817., 39027., 38917., 39065., 38876., 38910., 38989., 38831., 38842., 39023., 38976.}",""
