"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
<<<<<<< HEAD
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",1,8,7,50,"1","8","1-2-3-4-5-6-7-8","Elementwise","Elementwise","Elementwise-Padding-Convolution-Normalization-Elementwise-Convolution-Normalization-Elementwise",177151.,177509.73330000002,234572.,"{234572., 177343., 177465., 177585., 177303., 177234., 177398., 177558., 177480., 177436., 177362., 177534., 177971., 177459., 177509., 177151., 177248., 177156., 177558., 177298., 177646., 177578., 177589., 177465., 177466., 177454., 177780., 177747., 177537., 177487., 177602., 177452., 177500., 177499., 177410., 177242., 177593., 177709., 177615., 177581., 177449., 177300., 177394., 177589., 178114., 177780., 177770., 177559., 177662., 177491.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",9,16,7,50,"9","12/1/5","9-10-11-12/1/1-12/1/2-12/1/3-12/1/4-12/1/5","Convolution","Padding","Convolution-Normalization-Elementwise-Padding-Convolution-Normalization-Elementwise-Padding",64891.,65206.333300000006,116537.,"{116537., 65390., 65020., 65168., 65272., 65318., 65359., 65150., 65079., 65179., 65147., 65165., 64988., 65335., 65299., 65258., 65507., 65450., 65510., 65582., 65576., 65382., 65350., 65296., 65272., 65232., 65051., 65190., 65121., 64996., 65068., 65331., 65216., 65255., 65161., 65211., 65114., 65279., 64891., 65133., 65157., 65076., 65094., 65212., 65088., 65088., 65020., 65218., 65124., 65195.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",17,17,0,50,"12/1/6","12/1/6","12/1/6","Convolution","Convolution","Convolution",6459.,6639.7333,15420.,"{15420., 6837., 6731., 6649., 6620., 6615., 6610., 6563., 6730., 6651., 6698., 6871., 6917., 12555., 12394., 12373., 8032., 6779., 6728., 6601., 6540., 6518., 6511., 6596., 6624., 6653., 6744., 6834., 6669., 6659., 6573., 6503., 6502., 6569., 6569., 6634., 6567., 6705., 6697., 6688., 6610., 6619., 6508., 6600., 6516., 6459., 6586., 6634., 6536., 6523.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",18,18,0,50,"12/1/7","12/1/7","12/1/7","Normalization","Normalization","Normalization",26036.,26114.4667,40933.,"{40933., 26174., 26135., 26073., 26137., 26151., 26111., 26142., 26125., 26144., 26146., 26100., 26134., 26138., 26086., 26151., 26077., 26164., 26097., 26117., 26146., 26117., 26098., 26094., 26071., 26108., 26075., 26138., 26082., 26051., 26108., 26116., 26075., 26036., 26133., 26048., 26127., 26109., 26115., 26066., 26075., 26074., 26079., 26119., 26145., 26108., 26137., 26103., 26174., 26152.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",19,26,7,50,"12/2","13/1/7","12/2-13/1/1-13/1/2-13/1/3-13/1/4-13/1/5-13/1/6-13/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",67906.,68258.3667,77039.,"{77039., 68338., 68173., 68204., 68327., 68288., 68359., 68191., 68312., 68205., 68234., 68201., 68427., 68091., 68378., 68442., 68261., 68169., 68408., 69743., 68267., 68337., 68254., 68242., 68293., 68373., 67951., 68091., 68248., 68214., 68067., 68006., 68081., 68301., 68200., 68403., 68171., 68028., 68158., 68935., 68272., 68437., 68770., 68437., 68565., 68270., 67940., 67906., 68108., 67923.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",27,34,7,50,"13/2","14/1/7","13/2-14/1/1-14/1/2-14/1/3-14/1/4-14/1/5-14/1/6-14/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",67836.,68288.06670000001,77042.,"{77042., 68294., 68221., 68302., 68416., 68298., 68066., 68150., 68512., 68279., 68382., 68330., 68130., 68238., 68335., 68183., 68262., 67836., 68114., 68230., 68462., 68082., 68384., 68043., 68114., 68054., 68246., 68391., 68288., 68354., 68189., 68374., 68249., 68651., 68405., 68347., 68382., 68178., 68436., 68313., 68270., 68253., 68392., 68332., 68097., 68318., 68407., 68341., 68320., 68110.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",35,42,7,50,"14/2","15/1/7","14/2-15/1/1-15/1/2-15/1/3-15/1/4-15/1/5-15/1/6-15/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",68041.,68379.40000000001,114359.,"{114359., 94545., 68550., 68555., 68326., 68475., 68484., 68389., 68395., 68458., 68421., 68193., 68225., 68346., 68352., 68505., 68355., 68448., 68375., 68408., 68562., 68409., 68292., 68627., 68225., 68251., 68321., 68463., 68600., 68837., 68218., 68227., 68275., 68352., 68441., 68290., 68446., 68279., 68516., 68381., 68041., 68172., 68449., 68287., 68230., 68309., 68402., 68308., 68384., 68337.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",43,50,7,50,"15/2","16/1/7","15/2-16/1/1-16/1/2-16/1/3-16/1/4-16/1/5-16/1/6-16/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",68075.,68384.3,70079.,"{68556., 68568., 68378., 68305., 68492., 68338., 68247., 68381., 68762., 68287., 68452., 68535., 68330., 68477., 68439., 68277., 68237., 68681., 68449., 68609., 68307., 68284., 68075., 68272., 68340., 68196., 68116., 68341., 68396., 68364., 68336., 68498., 68444., 68275., 68233., 68474., 68219., 68346., 68409., 68380., 68385., 70079., 68469., 68381., 68392., 68435., 68451., 68650., 68353., 68406.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",51,58,7,50,"16/2","17/1/7","16/2-17/1/1-17/1/2-17/1/3-17/1/4-17/1/5-17/1/6-17/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",68007.,68386.26670000001,103149.,"{103149., 68409., 68578., 68306., 68222., 68130., 68457., 68401., 68346., 68820., 68007., 68288., 68864., 68501., 68330., 68505., 68767., 68185., 68124., 68591., 68388., 68327., 68458., 68405., 68107., 68820., 68265., 68148., 68415., 68500., 68443., 69068., 68367., 68436., 68144., 68529., 68424., 68326., 68237., 68485., 68469., 68340., 68378., 68292., 68177., 68411., 68320., 68359., 68570., 68151.}"
"CycleGAN Horse-to-Zebra Translation Trained on ImageNet Competition Data","c5.2xlarge",59,66,7,50,"17/2","18/1/7","17/2-18/1/1-18/1/2-18/1/3-18/1/4-18/1/5-18/1/6-18/1/7","Total","Normalization","Total-Padding-Convolution-Normalization-Elementwise-Padding-Convolution-Normalization",67924.,68354.3333,82902.,"{82902., 68426., 68274., 68367., 68353., 68173., 68031., 68175., 68328., 68336., 68538., 68046., 67924., 68142., 68296., 68351., 68415., 68464., 68384., 68666., 68264., 68376., 68276., 68385., 68139., 68222., 68414., 68266., 68301., 68427., 68373., 68579., 68369., 68392., 68412., 68447., 68443., 68353., 68418., 68340., 68319., 68349., 68323., 68693., 68488., 68459., 68538., 68249., 68300., 68173.}"
