"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,7,"1/conv1","2_1/2/conv2_1_linear",6,"1/conv1-1/conv1_bn-1/relu1-2_1/1/conv2_1_dwise-2_1/1/conv2_1_dwise_bn-2_1/1/relu2_1_dwise-2_1/2/conv2_1_linear","Convolution","Convolution","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution",7280.,7352.7667,11634.,"{11634., 10890., 10759., 10237., 7329., 7435., 7300., 7405., 7300., 7318., 7343., 7418., 7305., 7321., 7314., 7328., 7439., 7306., 7327., 7296., 7493., 7328., 7377., 7280., 7389., 7301., 7422., 7301., 7367., 7322., 7423., 7327., 7298., 7311., 7378., 7427., 7298., 7356., 7320., 7449., 7331., 7372., 7322., 7404., 7310., 7417., 7301., 7371., 7327., 7445.}"
8,14,"2_1/2/conv2_1_linear_bn","2_2/2/relu2_2_dwise",6,"2_1/2/conv2_1_linear_bn-2_2/1/conv2_2_expand-2_2/1/conv2_2_expand_bn-2_2/1/relu2_2_expand-2_2/2/conv2_2_dwise-2_2/2/conv2_2_dwise_bn-2_2/2/relu2_2_dwise","BatchNormalization","Elementwise","BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",9383.,9454.8333,10317.,"{10317., 9383., 9406., 9428., 9444., 9457., 9463., 9397., 9434., 9423., 9410., 9388., 9496., 9533., 9531., 9418., 9433., 9508., 9534., 9463., 9450., 9389., 9412., 9456., 9445., 9470., 9428., 9443., 9437., 9485., 9476., 9501., 9547., 9555., 9516., 9490., 9517., 9504., 9536., 9472., 9411., 9472., 9409., 9438., 9419., 9416., 9446., 9432., 9476., 9446.}"
15,21,"2_2/3/conv2_2_linear","3_1/2/conv3_1_dwise_bn",6,"2_2/3/conv2_2_linear-2_2/3/conv2_2_linear_bn-3_1/1/conv3_1_expand-3_1/1/conv3_1_expand_bn-3_1/1/relu3_1_expand-3_1/2/conv3_1_dwise-3_1/2/conv3_1_dwise_bn","Convolution","BatchNormalization","Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",6560.,6641.0667,6942.,"{6942., 6629., 6753., 6617., 6648., 6704., 6646., 6624., 6759., 6610., 6616., 6774., 6590., 6649., 6716., 6613., 6633., 6737., 6609., 6607., 6669., 6594., 6651., 6718., 6590., 6629., 6712., 6586., 6633., 6687., 6574., 6630., 6706., 6582., 6595., 6718., 6579., 6632., 6711., 6560., 6614., 6713., 6596., 6596., 6695., 6583., 6608., 6757., 6626., 6632.}"
22,22,"3_1/2/relu3_1_dwise","3_1/2/relu3_1_dwise",0,"3_1/2/relu3_1_dwise","Elementwise","Elementwise","Elementwise",466.,467.66670000000005,489.,"{489., 470., 468., 467., 475., 468., 468., 478., 467., 469., 467., 468., 468., 481., 468., 467., 466., 467., 468., 467., 468., 485., 468., 466., 466., 466., 468., 467., 478., 481., 466., 467., 467., 468., 467., 468., 468., 467., 479., 468., 466., 467., 467., 468., 467., 466., 487., 467., 467., 476.}"
23,23,"3_1/3/conv3_1_linear","3_1/3/conv3_1_linear",0,"3_1/3/conv3_1_linear","Convolution","Convolution","Convolution",146.,147.5333,215.,"{215., 152., 148., 149., 147., 147., 148., 148., 147., 147., 147., 148., 148., 148., 148., 147., 147., 146., 147., 147., 147., 147., 163., 149., 147., 146., 147., 147., 147., 146., 146., 177., 168., 164., 163., 162., 162., 179., 146., 147., 146., 146., 146., 147., 146., 146., 147., 155., 147., 147.}"
24,24,"3_1/3/conv3_1_linear_bn","3_1/3/conv3_1_linear_bn",0,"3_1/3/conv3_1_linear_bn","BatchNormalization","BatchNormalization","BatchNormalization",63.,63.8667,91.,"{91., 69., 66., 65., 65., 64., 64., 64., 64., 64., 65., 64., 79., 65., 64., 64., 63., 63., 63., 64., 64., 64., 64., 64., 64., 63., 63., 63., 63., 64., 63., 64., 64., 63., 64., 64., 63., 64., 64., 64., 63., 64., 63., 65., 64., 63., 64., 64., 64., 63.}"
25,31,"3_1/4","3_2/2/relu3_2_dwise",6,"3_1/4-3_2/1/conv3_2_expand-3_2/1/conv3_2_expand_bn-3_2/1/relu3_2_expand-3_2/2/conv3_2_dwise-3_2/2/conv3_2_dwise_bn-3_2/2/relu3_2_dwise","Threading","Elementwise","Threading-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",2983.,3025.8333000000002,3555.,"{3555., 3124., 3061., 3085., 3013., 3010., 3007., 3007., 2997., 3065., 3009., 2997., 3041., 3102., 2985., 3004., 3041., 3069., 2987., 3056., 3067., 3021., 3053., 3055., 3021., 3016., 3088., 3003., 2992., 3009., 2996., 2986., 3066., 3040., 3003., 3005., 3097., 3008., 3002., 3035., 3006., 2994., 3057., 2987., 3003., 3068., 3076., 2983., 3001., 3057.}"
32,38,"3_2/3/conv3_2_linear","4_1/2/conv4_1_dwise_bn",6,"3_2/3/conv3_2_linear-3_2/3/conv3_2_linear_bn-4_1/1/conv4_1_expand-4_1/1/conv4_1_expand_bn-4_1/1/relu4_1_expand-4_1/2/conv4_1_dwise-4_1/2/conv4_1_dwise_bn","Convolution","BatchNormalization","Convolution-BatchNormalization-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",2528.,2564.5667000000003,3155.,"{3155., 2907., 2653., 2600., 2581., 2585., 2581., 2574., 2646., 2551., 2538., 2543., 2622., 2546., 2549., 2569., 2646., 2550., 2532., 2607., 2629., 2528., 2547., 2604., 2568., 2547., 2546., 2609., 2547., 2532., 2566., 2583., 2546., 2543., 2541., 2580., 2546., 2543., 2532., 2595., 2547., 2539., 2551., 2620., 2565., 2557., 2559., 2661., 2547., 2537.}"
39,39,"4_1/2/relu4_1_dwise","4_1/2/relu4_1_dwise",0,"4_1/2/relu4_1_dwise","Elementwise","Elementwise","Elementwise",191.,192.63330000000002,230.,"{230., 197., 193., 192., 193., 192., 193., 193., 193., 193., 193., 192., 192., 193., 192., 192., 200., 193., 193., 204., 193., 192., 192., 193., 193., 193., 192., 193., 192., 193., 192., 193., 192., 193., 193., 192., 193., 192., 193., 206., 193., 193., 192., 192., 192., 192., 192., 193., 191., 192.}"
40,40,"4_1/3/conv4_1_linear","4_1/3/conv4_1_linear",0,"4_1/3/conv4_1_linear","Convolution","Convolution","Convolution",87.,95.6333,188.,"{175., 106., 102., 101., 100., 117., 88., 87., 88., 88., 88., 88., 89., 88., 89., 88., 89., 88., 88., 89., 88., 100., 89., 88., 88., 89., 88., 87., 88., 88., 88., 88., 88., 88., 88., 88., 88., 87., 188., 138., 132., 130., 131., 132., 129., 130., 130., 131., 131., 130.}"
