"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,7,"bn_data","stage1_unit1/relu1",6,"bn_data-conv0-bn0-relu0-pooling0-stage1_unit1/bn1-stage1_unit1/relu1","BatchNormalization","Elementwise","BatchNormalization-Convolution-BatchNormalization-Elementwise-Pooling-BatchNormalization-Elementwise",85.,85.6667,171.,98.,99.36670000000001,150.,6115.,6178.3,6927.,6030.,6092.6333,6756.,6017.,6078.933300000001,6777.,"{171., 107., 91., 92., 86., 86., 85., 86., 85., 86., 85., 86., 85., 103., 87., 86., 86., 86., 86., 85., 86., 86., 86., 85., 85., 85., 85., 85., 85., 86., 85., 85., 85., 86., 86., 85., 86., 86., 86., 86., 86., 86., 86., 85., 86., 86., 85., 85., 85., 85.}","{150., 126., 116., 101., 100., 100., 100., 99., 100., 99., 99., 100., 99., 100., 99., 99., 99., 99., 99., 99., 99., 99., 98., 100., 99., 100., 99., 100., 100., 99., 99., 100., 98., 99., 99., 99., 99., 99., 99., 98., 100., 100., 112., 101., 99., 99., 99., 100., 100., 99.}","{6927., 6431., 6303., 6403., 6252., 6167., 6173., 6225., 6182., 6121., 6150., 6258., 6230., 6163., 6160., 6158., 6247., 6179., 6157., 6230., 6142., 6244., 6183., 6152., 6357., 6131., 6140., 6178., 6167., 6162., 6153., 6152., 6265., 6138., 6175., 6145., 6147., 6220., 6166., 6147., 6218., 6146., 6185., 6152., 6115., 6293., 6174., 6192., 6155., 6146.}"
2,8,"conv0","stage1_unit1/sc",6,"conv0-bn0-relu0-pooling0-stage1_unit1/bn1-stage1_unit1/relu1-stage1_unit1/sc","Convolution","Convolution","Convolution-BatchNormalization-Elementwise-Pooling-BatchNormalization-Elementwise-Convolution",1874.,1921.9667000000002,2158.,239.,241.20000000000002,311.,6361.,6446.166700000001,6902.,4487.,4524.2,4744.,6122.,6204.9667,6591.,"{2158., 2099., 2011., 1929., 1924., 1900., 1911., 1972., 1909., 1908., 1904., 1914., 1977., 1938., 1898., 1920., 1888., 2003., 1970., 1919., 1911., 1901., 1949., 1985., 1898., 1903., 1892., 1920., 1968., 1910., 1887., 1921., 1874., 2013., 1901., 1887., 1893., 1919., 1953., 1924., 1897., 1901., 1904., 1966., 1978., 1914., 1904., 1899., 1944., 1975.}","{311., 252., 246., 244., 243., 242., 240., 256., 243., 241., 242., 241., 241., 240., 241., 240., 240., 240., 240., 240., 248., 282., 266., 281., 277., 242., 241., 241., 241., 241., 241., 241., 240., 239., 240., 239., 242., 240., 239., 241., 258., 243., 241., 241., 240., 239., 241., 239., 241., 240.}","{6902., 6630., 6630., 6515., 6419., 6569., 6424., 6412., 6496., 6431., 6400., 6474., 6520., 6484., 6401., 6392., 6556., 6433., 6395., 6445., 6415., 6378., 6526., 6418., 6402., 6470., 6453., 6522., 6490., 6493., 6468., 6381., 6361., 6458., 6415., 6443., 6523., 6405., 6416., 6488., 6491., 6398., 6435., 6455., 6460., 6414., 6401., 6466., 6412., 6397.}"
3,9,"bn0","stage1_unit1/conv1",6,"bn0-relu0-pooling0-stage1_unit1/bn1-stage1_unit1/relu1-stage1_unit1/sc-stage1_unit1/conv1","BatchNormalization","Convolution","BatchNormalization-Elementwise-Pooling-BatchNormalization-Elementwise-Convolution-Convolution",295.,297.23330000000004,413.,69.,69.3,179.,"","","","","","","","","","{403., 413., 310., 296., 296., 296., 305., 296., 296., 310., 298., 296., 296., 296., 297., 296., 297., 295., 296., 296., 296., 296., 311., 297., 296., 296., 296., 296., 296., 296., 296., 296., 295., 296., 296., 296., 312., 300., 304., 299., 306., 300., 299., 299., 299., 298., 299., 300., 299., 309.}","{179., 79., 71., 70., 70., 70., 70., 69., 69., 69., 69., 69., 70., 70., 69., 69., 69., 69., 69., 69., 70., 69., 69., 69., 69., 70., 69., 69., 69., 69., 69., 69., 69., 69., 69., 69., 69., 70., 70., 70., 70., 69., 69., 69., 70., 70., 70., 69., 69., 70.}",""
4,10,"relu0","stage1_unit1/bn2",6,"relu0-pooling0-stage1_unit1/bn1-stage1_unit1/relu1-stage1_unit1/sc-stage1_unit1/conv1-stage1_unit1/bn2","Elementwise","BatchNormalization","Elementwise-Pooling-BatchNormalization-Elementwise-Convolution-Convolution-BatchNormalization",287.,287.86670000000004,422.,106.,107.5,149.,"","","","","","","","","","{422., 384., 301., 290., 288., 287., 288., 288., 301., 289., 288., 287., 296., 288., 287., 287., 288., 287., 288., 288., 288., 287., 299., 289., 288., 288., 288., 287., 288., 287., 287., 288., 288., 288., 287., 287., 298., 288., 287., 288., 287., 287., 287., 288., 288., 287., 288., 292., 288., 304.}","{149., 146., 113., 108., 110., 108., 108., 124., 111., 108., 108., 108., 108., 107., 107., 107., 108., 107., 108., 107., 108., 107., 107., 107., 107., 108., 107., 107., 107., 107., 107., 108., 107., 107., 108., 108., 106., 107., 107., 107., 108., 107., 107., 108., 121., 109., 107., 107., 107., 108.}",""
5,11,"pooling0","stage1_unit1/relu2",6,"pooling0-stage1_unit1/bn1-stage1_unit1/relu1-stage1_unit1/sc-stage1_unit1/conv1-stage1_unit1/bn2-stage1_unit1/relu2","Pooling","Elementwise","Pooling-BatchNormalization-Elementwise-Convolution-Convolution-BatchNormalization-Elementwise",1534.,1547.9,1611.,98.,98.83330000000001,137.,"","","","","","","","","","{1558., 1554., 1538., 1595., 1537., 1547., 1607., 1538., 1550., 1547., 1590., 1553., 1537., 1549., 1536., 1536., 1565., 1542., 1540., 1550., 1536., 1575., 1550., 1540., 1552., 1536., 1611., 1540., 1548., 1553., 1604., 1553., 1541., 1540., 1586., 1544., 1534., 1554., 1541., 1552., 1535., 1595., 1555., 1610., 1552., 1535., 1535., 1555., 1549., 1552.}","{137., 106., 100., 99., 99., 98., 99., 98., 98., 99., 99., 98., 112., 100., 99., 99., 100., 99., 98., 98., 99., 98., 99., 99., 99., 99., 98., 99., 99., 98., 99., 98., 99., 99., 99., 99., 99., 99., 98., 99., 99., 99., 98., 99., 98., 99., 99., 98., 98., 99.}",""
6,12,"stage1_unit1/bn1","stage1_unit1/conv2",6,"stage1_unit1/bn1-stage1_unit1/relu1-stage1_unit1/sc-stage1_unit1/conv1-stage1_unit1/bn2-stage1_unit1/relu2-stage1_unit1/conv2","BatchNormalization","Convolution","BatchNormalization-Elementwise-Convolution-Convolution-BatchNormalization-Elementwise-Convolution",104.,105.1667,127.,1728.,1773.4,1925.,"","","","","","","","","","{127., 109., 107., 106., 105., 107., 105., 105., 105., 106., 105., 106., 105., 106., 105., 105., 105., 105., 105., 105., 105., 106., 105., 105., 105., 106., 105., 105., 105., 119., 107., 105., 106., 105., 105., 106., 105., 105., 105., 105., 105., 106., 105., 105., 104., 104., 105., 105., 105., 105.}","{1925., 1891., 1810., 1797., 1849., 1780., 1764., 1756., 1762., 1815., 1846., 1741., 1774., 1761., 1786., 1849., 1772., 1747., 1768., 1759., 1777., 1855., 1737., 1774., 1737., 1754., 1810., 1783., 1754., 1757., 1756., 1790., 1817., 1737., 1762., 1759., 1741., 1829., 1822., 1753., 1730., 1765., 1731., 1820., 1770., 1751., 1743., 1728., 1766., 1840.}",""
7,13,"stage1_unit1/relu1","stage1_unit1/bn3",6,"stage1_unit1/relu1-stage1_unit1/sc-stage1_unit1/conv1-stage1_unit1/bn2-stage1_unit1/relu2-stage1_unit1/conv2-stage1_unit1/bn3","Elementwise","BatchNormalization","Elementwise-Convolution-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization",97.,98.30000000000001,134.,104.,104.4667,132.,"","","","","","","","","","{134., 107., 99., 99., 98., 99., 98., 99., 99., 99., 97., 99., 99., 98., 98., 99., 98., 98., 98., 98., 99., 97., 98., 98., 98., 98., 98., 98., 98., 97., 98., 98., 108., 98., 98., 99., 98., 99., 99., 99., 112., 99., 98., 98., 98., 98., 98., 98., 98., 98.}","{132., 109., 121., 107., 105., 105., 105., 105., 105., 105., 105., 104., 104., 105., 105., 105., 105., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 104., 114., 105., 105., 104., 105., 104., 104., 120., 105., 105., 104., 104., 104., 104., 104., 105., 105., 104.}",""
8,14,"stage1_unit1/sc","stage1_unit1/relu3",6,"stage1_unit1/sc-stage1_unit1/conv1-stage1_unit1/bn2-stage1_unit1/relu2-stage1_unit1/conv2-stage1_unit1/bn3-stage1_unit1/relu3","Convolution","Elementwise","Convolution-Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",239.,242.26670000000001,544.,98.,99.,123.,"","","","","","","","","","{544., 355., 257., 258., 245., 243., 243., 240., 274., 268., 267., 266., 279., 240., 240., 242., 240., 241., 240., 257., 242., 241., 242., 241., 240., 241., 241., 242., 242., 241., 240., 240., 240., 241., 241., 253., 243., 241., 241., 240., 241., 241., 240., 239., 241., 240., 240., 241., 239., 288.}","{123., 104., 102., 100., 99., 100., 99., 99., 99., 99., 99., 99., 99., 99., 99., 100., 99., 99., 112., 100., 99., 99., 99., 99., 99., 98., 98., 99., 99., 99., 99., 99., 98., 99., 98., 99., 98., 99., 99., 98., 99., 98., 99., 99., 99., 99., 99., 98., 99., 98.}",""
9,15,"stage1_unit1/conv1","stage1_unit1/conv3",6,"stage1_unit1/conv1-stage1_unit1/bn2-stage1_unit1/relu2-stage1_unit1/conv2-stage1_unit1/bn3-stage1_unit1/relu3-stage1_unit1/conv3","Convolution","Convolution","Convolution-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution",69.,69.5667,158.,240.,241.9333,310.,2389.,2436.9333,2704.,2320.,2367.3667,2546.,2149.,2195.,2394.,"{158., 76., 73., 71., 70., 70., 70., 70., 70., 70., 70., 70., 70., 70., 69., 69., 69., 69., 70., 69., 70., 70., 69., 69., 69., 70., 69., 69., 69., 69., 70., 70., 70., 69., 69., 69., 69., 69., 70., 70., 70., 69., 69., 69., 69., 82., 70., 69., 69., 70.}","{310., 248., 243., 242., 243., 243., 257., 243., 243., 243., 241., 241., 242., 242., 241., 241., 241., 242., 241., 241., 240., 241., 258., 242., 241., 240., 242., 241., 241., 240., 242., 241., 240., 240., 241., 248., 283., 266., 281., 276., 241., 251., 246., 243., 242., 241., 241., 241., 242., 241.}","{2704., 2542., 2582., 2448., 2390., 2430., 2500., 2484., 2426., 2422., 2501., 2494., 2420., 2407., 2437., 2500., 2424., 2407., 2459., 2503., 2414., 2411., 2416., 2531., 2412., 2396., 2404., 2462., 2434., 2403., 2416., 2509., 2390., 2425., 2429., 2510., 2407., 2394., 2429., 2539., 2392., 2408., 2397., 2543., 2411., 2389., 2418., 2529., 2439., 2425.}"
10,16,"stage1_unit1/bn2","stage1_unit1/_plus_stage1_unit1",6,"stage1_unit1/bn2-stage1_unit1/relu2-stage1_unit1/conv2-stage1_unit1/bn3-stage1_unit1/relu3-stage1_unit1/conv3-stage1_unit1/_plus_stage1_unit1","BatchNormalization","Threading","BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-Threading",103.,104.36670000000001,134.,408.,409.5333,639.,"","","","","","","","","","{134., 112., 106., 104., 105., 104., 104., 104., 104., 113., 105., 105., 104., 105., 103., 104., 104., 104., 104., 104., 104., 104., 104., 105., 104., 104., 104., 104., 104., 103., 104., 104., 105., 105., 104., 119., 105., 105., 105., 105., 104., 105., 104., 104., 105., 104., 105., 105., 104., 105.}","{639., 611., 469., 422., 409., 422., 411., 410., 410., 410., 410., 409., 409., 409., 410., 426., 410., 409., 409., 410., 410., 410., 410., 411., 409., 419., 409., 416., 409., 409., 409., 409., 409., 409., 420., 410., 410., 408., 409., 409., 409., 409., 409., 408., 418., 409., 409., 409., 409., 408.}",""
