"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,7,"conv1","fire2/relu_expand1x1",6,"conv1-relu_conv1-pool1-fire2/squeeze1x1-fire2/relu_squeeze1x1-fire2/expand1x1-fire2/relu_expand1x1","Convolution","Elementwise","Convolution-Elementwise-Pooling-Convolution-Elementwise-Convolution-Elementwise",3015.,3062.2333000000003,6674.,"{6674., 6207., 4968., 3131., 3091., 3131., 3038., 3036., 3115., 3031., 3030., 3050., 3036., 3020., 3136., 3032., 3035., 3071., 3130., 3033., 3031., 3142., 3024., 3033., 3046., 3054., 3015., 3090., 3091., 3032., 3083., 3122., 3077., 3032., 3138., 3023., 3032., 3051., 3044., 3030., 3132., 3054., 3048., 3095., 3105., 3033., 3078., 3156., 3030., 3029.}"
8,8,"fire2/expand3x3","fire2/expand3x3",0,"fire2/expand3x3","Convolution","Convolution","Convolution",534.,542.4333,633.,"{625., 554., 546., 542., 541., 555., 555., 542., 539., 538., 537., 538., 567., 633., 595., 536., 537., 537., 567., 538., 553., 540., 536., 537., 537., 536., 537., 536., 553., 537., 573., 609., 591., 535., 536., 551., 538., 536., 534., 535., 535., 535., 555., 541., 541., 539., 540., 539., 586., 631.}"
9,9,"fire2/relu_expand3x3","fire2/relu_expand3x3",0,"fire2/relu_expand3x3","Elementwise","Elementwise","Elementwise",96.,96.36670000000001,115.,"{115., 100., 98., 97., 97., 96., 96., 96., 96., 96., 96., 96., 96., 96., 98., 98., 96., 107., 97., 96., 96., 97., 97., 96., 97., 96., 96., 96., 97., 96., 97., 96., 96., 96., 97., 96., 96., 96., 97., 96., 96., 96., 97., 96., 97., 97., 96., 96., 97., 97.}"
10,10,"fire2/concat","fire2/concat",0,"fire2/concat","Catenate","Catenate","Catenate",164.,165.8,184.,"{184., 168., 166., 167., 166., 167., 166., 165., 166., 165., 166., 165., 166., 165., 166., 166., 165., 166., 165., 166., 177., 166., 166., 166., 166., 165., 165., 165., 166., 166., 166., 165., 166., 165., 165., 166., 166., 166., 166., 166., 165., 166., 179., 165., 166., 166., 164., 166., 165., 166.}"
11,11,"fire3/squeeze1x1","fire3/squeeze1x1",0,"fire3/squeeze1x1","Convolution","Convolution","Convolution",77.,79.,197.,"{197., 97., 91., 88., 88., 99., 91., 88., 88., 88., 98., 90., 79., 78., 79., 78., 79., 78., 78., 78., 78., 78., 78., 77., 78., 78., 78., 78., 77., 78., 79., 77., 79., 78., 78., 79., 78., 78., 79., 78., 79., 78., 77., 77., 77., 78., 77., 79., 79., 78.}"
12,12,"fire3/relu_squeeze1x1","fire3/relu_squeeze1x1",0,"fire3/relu_squeeze1x1","Elementwise","Elementwise","Elementwise",40.,40.300000000000004,59.,"{59., 44., 42., 41., 41., 41., 41., 41., 40., 40., 40., 40., 40., 40., 40., 40., 41., 40., 53., 42., 41., 40., 40., 41., 41., 40., 41., 41., 40., 40., 40., 40., 40., 40., 40., 40., 40., 41., 41., 40., 40., 40., 40., 40., 40., 40., 41., 40., 40., 40.}"
13,13,"fire3/expand1x1","fire3/expand1x1",0,"fire3/expand1x1","Convolution","Convolution","Convolution",131.,132.8,169.,"{169., 138., 135., 136., 150., 135., 134., 133., 134., 135., 134., 132., 134., 134., 133., 134., 132., 133., 132., 134., 132., 133., 133., 132., 132., 132., 131., 133., 132., 132., 135., 132., 150., 132., 133., 133., 132., 132., 132., 132., 132., 132., 131., 131., 134., 132., 132., 133., 132., 133.}"
14,14,"fire3/relu_expand1x1","fire3/relu_expand1x1",0,"fire3/relu_expand1x1","Elementwise","Elementwise","Elementwise",96.,96.36670000000001,128.,"{128., 100., 97., 97., 96., 97., 97., 97., 97., 97., 96., 97., 96., 96., 96., 96., 96., 97., 96., 96., 97., 96., 97., 96., 96., 97., 96., 96., 96., 96., 97., 96., 96., 96., 97., 96., 97., 96., 107., 97., 96., 97., 96., 96., 96., 97., 96., 96., 96., 96.}"
15,15,"fire3/expand3x3","fire3/expand3x3",0,"fire3/expand3x3","Convolution","Convolution","Convolution",534.,539.4333,634.,"{627., 549., 539., 537., 553., 538., 536., 537., 536., 535., 601., 634., 560., 534., 536., 534., 535., 535., 549., 535., 546., 538., 535., 534., 536., 550., 536., 534., 609., 601., 564., 536., 551., 535., 536., 536., 536., 536., 534., 534., 549., 536., 537., 535., 536., 534., 608., 621., 562., 538.}"
16,16,"fire3/relu_expand3x3","fire3/relu_expand3x3",0,"fire3/relu_expand3x3","Elementwise","Elementwise","Elementwise",96.,97.56670000000001,115.,"{115., 100., 99., 98., 98., 97., 97., 98., 98., 97., 98., 97., 97., 98., 97., 98., 98., 98., 97., 98., 97., 96., 97., 97., 97., 97., 98., 98., 97., 107., 98., 97., 98., 98., 97., 98., 97., 97., 97., 98., 97., 97., 105., 98., 98., 98., 98., 97., 98., 97.}"
