"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
1,7,"conv1_7x7_s2","conv2_relu_3x3_reduce",6,"conv1_7x7_s2-conv1_relu_7x7-pool1_3x3_s2_pad-pool1_3x3_s2-pool1_norm1-conv2_3x3_reduce-conv2_relu_3x3_reduce","Convolution","Elementwise","Convolution-Elementwise-Padding-Pooling-LocalResponseNormalization-Convolution-Elementwise",8733.,8794.7333,9342.,"{9342., 9028., 8892., 8873., 8785., 8823., 8796., 8805., 8893., 8756., 8779., 8785., 8780., 8884., 8761., 8822., 8885., 8809., 8788., 8772., 8771., 8753., 8810., 8782., 8838., 8853., 8761., 8762., 8795., 8740., 8832., 8780., 8782., 8889., 8733., 8806., 8748., 8769., 8809., 8786., 8807., 8845., 8834., 8740., 8751., 8733., 8745., 8791., 8786., 8797.}"
8,14,"conv2_3x3","inception_3a/relu_1x1",6,"conv2_3x3-conv2_relu_3x3-conv2_norm2-pool2_3x3_s2_pad-pool2_3x3_s2-inception_3a/1x1-inception_3a/relu_1x1","Convolution","Elementwise","Convolution-Elementwise-LocalResponseNormalization-Padding-Pooling-Convolution-Elementwise",15278.,15340.3667,15748.,"{15748., 15603., 15378., 15425., 15411., 15373., 15365., 15333., 15343., 15316., 15458., 15307., 15474., 15329., 15375., 15314., 15387., 15327., 15363., 15295., 15288., 15304., 15299., 15376., 15288., 15440., 15302., 15431., 15293., 15348., 15327., 15356., 15359., 15303., 15321., 15301., 15340., 15297., 15402., 15282., 15450., 15278., 15375., 15290., 15388., 15338., 15339., 15314., 15310., 15300.}"
15,15,"inception_3a/3x3_reduce","inception_3a/3x3_reduce",0,"inception_3a/3x3_reduce","Convolution","Convolution","Convolution",115.,117.06670000000001,192.,"{192., 151., 133., 131., 129., 129., 130., 130., 130., 147., 117., 116., 116., 116., 117., 117., 117., 116., 116., 117., 116., 133., 118., 117., 117., 117., 117., 116., 116., 116., 116., 116., 116., 117., 116., 116., 116., 116., 115., 116., 117., 117., 117., 117., 116., 116., 116., 117., 117., 117.}"
16,16,"inception_3a/relu_3x3_reduce","inception_3a/relu_3x3_reduce",0,"inception_3a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",47.,48.,70.,"{70., 53., 50., 48., 49., 48., 48., 49., 48., 48., 48., 48., 48., 48., 59., 50., 48., 48., 48., 48., 48., 48., 47., 48., 47., 48., 47., 48., 48., 48., 48., 47., 48., 48., 47., 47., 48., 48., 47., 47., 48., 48., 48., 49., 48., 48., 48., 47., 48., 48.}"
17,17,"inception_3a/3x3","inception_3a/3x3",0,"inception_3a/3x3","Convolution","Convolution","Convolution",964.,995.9333,1167.,"{1094., 1013., 1135., 989., 999., 990., 1008., 983., 1014., 971., 995., 1044., 1130., 975., 1009., 980., 1005., 987., 995., 969., 1007., 1105., 1083., 988., 992., 988., 992., 1004., 974., 986., 1000., 1146., 1020., 984., 986., 990., 970., 993., 964., 997., 988., 1167., 987., 1012., 1001., 989., 993., 1002., 993., 975.}"
18,18,"inception_3a/relu_3x3","inception_3a/relu_3x3",0,"inception_3a/relu_3x3","Elementwise","Elementwise","Elementwise",57.,57.9333,83.,"{83., 63., 60., 59., 59., 58., 59., 58., 59., 58., 58., 58., 58., 58., 58., 58., 58., 57., 57., 57., 58., 58., 58., 58., 58., 57., 58., 57., 57., 57., 58., 59., 58., 58., 57., 57., 58., 57., 58., 58., 57., 58., 58., 58., 58., 58., 58., 57., 58., 58.}"
19,19,"inception_3a/5x5_reduce","inception_3a/5x5_reduce",0,"inception_3a/5x5_reduce","Convolution","Convolution","Convolution",46.,47.300000000000004,109.,"{109., 57., 47., 47., 48., 48., 47., 47., 47., 48., 46., 47., 49., 48., 47., 47., 47., 48., 47., 48., 47., 47., 48., 47., 48., 48., 47., 47., 47., 47., 47., 47., 47., 48., 48., 48., 48., 47., 48., 48., 47., 48., 47., 47., 47., 47., 46., 47., 47., 47.}"
20,20,"inception_3a/relu_5x5_reduce","inception_3a/relu_5x5_reduce",0,"inception_3a/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",25.,25.5667,45.,"{45., 28., 27., 26., 26., 26., 25., 25., 26., 26., 26., 26., 25., 25., 25., 25., 27., 25., 25., 26., 26., 25., 25., 25., 26., 25., 25., 26., 26., 26., 26., 26., 25., 25., 25., 37., 26., 25., 26., 25., 26., 26., 25., 25., 26., 25., 25., 25., 26., 26.}"
21,21,"inception_3a/5x5","inception_3a/5x5",0,"inception_3a/5x5","Convolution","Convolution","Convolution",337.,339.43330000000003,417.,"{381., 346., 341., 339., 340., 339., 339., 344., 339., 338., 353., 339., 339., 338., 417., 382., 395., 339., 338., 339., 349., 340., 339., 339., 338., 338., 338., 338., 339., 338., 340., 337., 353., 340., 338., 340., 339., 338., 339., 338., 338., 338., 407., 396., 399., 338., 339., 338., 339., 339.}"
22,22,"inception_3a/relu_5x5","inception_3a/relu_5x5",0,"inception_3a/relu_5x5","Elementwise","Elementwise","Elementwise",36.,36.066700000000004,50.,"{50., 40., 37., 37., 36., 36., 37., 36., 36., 36., 36., 37., 37., 36., 36., 36., 36., 37., 36., 36., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 37., 36., 36., 37., 36., 36.}"
23,23,"inception_3a/pool","inception_3a/pool",0,"inception_3a/pool","Pooling","Pooling","Pooling",1177.,1199.8667,1224.,"{1198., 1218., 1198., 1179., 1213., 1189., 1208., 1179., 1189., 1180., 1214., 1178., 1192., 1180., 1218., 1222., 1211., 1180., 1212., 1212., 1211., 1221., 1213., 1215., 1177., 1213., 1179., 1210., 1224., 1179., 1212., 1202., 1182., 1213., 1213., 1203., 1184., 1180., 1187., 1210., 1180., 1217., 1180., 1180., 1180., 1221., 1181., 1222., 1207., 1213.}"
24,24,"inception_3a/pool_proj","inception_3a/pool_proj",0,"inception_3a/pool_proj","Convolution","Convolution","Convolution",61.,61.5,124.,"{124., 67., 64., 62., 63., 62., 61., 61., 61., 61., 61., 62., 61., 62., 61., 61., 62., 61., 62., 61., 61., 62., 62., 61., 61., 62., 61., 62., 61., 62., 61., 62., 63., 61., 61., 62., 61., 61., 62., 62., 61., 62., 61., 63., 61., 62., 63., 61., 62., 61.}"
25,25,"inception_3a/relu_pool_proj","inception_3a/relu_pool_proj",0,"inception_3a/relu_pool_proj","Elementwise","Elementwise","Elementwise",35.,36.,49.,"{49., 38., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 36., 37., 36., 37., 36., 35., 36., 36., 36., 36., 36., 36., 36., 36., 37., 36., 36., 36., 36., 37., 36., 36., 36., 36., 36., 36., 36.}"
26,26,"inception_3a/output","inception_3a/output",0,"inception_3a/output","Catenate","Catenate","Catenate",100.,101.9333,114.,"{114., 105., 104., 103., 101., 103., 103., 101., 103., 101., 102., 102., 102., 102., 100., 102., 103., 100., 102., 102., 103., 102., 101., 101., 100., 103., 101., 101., 102., 109., 102., 101., 102., 101., 104., 113., 103., 101., 102., 103., 101., 102., 101., 102., 101., 102., 101., 103., 101., 102.}"
27,27,"inception_3b/1x1","inception_3b/1x1",0,"inception_3b/1x1","Convolution","Convolution","Convolution",163.,169.13330000000002,264.,"{264., 173., 166., 164., 164., 164., 163., 164., 164., 163., 163., 189., 171., 171., 170., 169., 169., 169., 168., 168., 169., 169., 169., 169., 169., 168., 169., 169., 170., 176., 206., 187., 205., 191., 188., 186., 170., 169., 169., 169., 170., 169., 169., 169., 169., 169., 168., 168., 169., 169.}"
28,28,"inception_3b/relu_1x1","inception_3b/relu_1x1",0,"inception_3b/relu_1x1","Elementwise","Elementwise","Elementwise",58.,59.3667,82.,"{82., 64., 61., 60., 59., 60., 59., 60., 60., 60., 59., 59., 59., 60., 60., 59., 60., 59., 60., 59., 59., 60., 59., 59., 74., 60., 59., 59., 60., 60., 59., 59., 59., 59., 59., 59., 59., 59., 58., 58., 59., 59., 59., 59., 66., 65., 60., 59., 59., 60.}"
29,29,"inception_3b/3x3_reduce","inception_3b/3x3_reduce",0,"inception_3b/3x3_reduce","Convolution","Convolution","Convolution",168.,169.6,268.,"{268., 176., 172., 171., 170., 170., 169., 173., 170., 170., 169., 169., 170., 169., 168., 170., 169., 170., 169., 169., 169., 168., 169., 169., 169., 168., 169., 169., 168., 183., 172., 169., 169., 169., 169., 169., 169., 211., 189., 188., 189., 188., 202., 169., 169., 170., 170., 169., 169., 170.}"
30,30,"inception_3b/relu_3x3_reduce","inception_3b/relu_3x3_reduce",0,"inception_3b/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",58.,58.9333,83.,"{83., 63., 62., 60., 60., 70., 59., 59., 59., 59., 58., 59., 59., 58., 59., 59., 59., 59., 60., 59., 59., 58., 59., 58., 59., 58., 59., 58., 59., 58., 58., 61., 59., 59., 59., 59., 59., 59., 58., 59., 59., 59., 59., 58., 59., 59., 58., 59., 58., 59.}"
31,31,"inception_3b/3x3","inception_3b/3x3",0,"inception_3b/3x3","Convolution","Convolution","Convolution",1448.,1495.4,1629.,"{1558., 1627., 1521., 1472., 1492., 1470., 1478., 1507., 1629., 1499., 1470., 1481., 1509., 1487., 1571., 1532., 1487., 1511., 1487., 1531., 1488., 1604., 1506., 1491., 1480., 1482., 1472., 1536., 1557., 1464., 1496., 1474., 1460., 1512., 1624., 1474., 1475., 1471., 1485., 1484., 1469., 1627., 1469., 1495., 1448., 1479., 1499., 1573., 1538., 1484.}"
32,32,"inception_3b/relu_3x3","inception_3b/relu_3x3",0,"inception_3b/relu_3x3","Elementwise","Elementwise","Elementwise",80.,81.4,101.,"{101., 85., 97., 83., 81., 82., 82., 81., 83., 82., 81., 81., 82., 81., 81., 82., 82., 81., 81., 81., 81., 82., 81., 81., 82., 87., 85., 91., 83., 81., 82., 80., 81., 82., 81., 81., 81., 81., 81., 81., 81., 81., 81., 81., 81., 81., 92., 82., 82., 81.}"
33,33,"inception_3b/5x5_reduce","inception_3b/5x5_reduce",0,"inception_3b/5x5_reduce","Convolution","Convolution","Convolution",76.,77.4667,178.,"{178., 87., 80., 79., 78., 78., 78., 78., 79., 78., 78., 78., 77., 78., 78., 78., 78., 78., 78., 77., 78., 77., 77., 77., 77., 77., 78., 77., 92., 80., 79., 77., 77., 78., 77., 77., 77., 76., 76., 76., 77., 77., 77., 76., 77., 77., 77., 76., 76., 76.}"
34,34,"inception_3b/relu_5x5_reduce","inception_3b/relu_5x5_reduce",0,"inception_3b/relu_5x5_reduce","Elementwise","Elementwise","Elementwise",34.,34.7,48.,"{48., 37., 35., 35., 43., 35., 34., 34., 34., 35., 34., 34., 34., 34., 35., 35., 34., 35., 35., 35., 34., 35., 35., 35., 35., 35., 35., 35., 35., 34., 34., 35., 35., 35., 34., 34., 35., 35., 35., 35., 35., 34., 34., 34., 35., 35., 35., 34., 34., 34.}"
35,35,"inception_3b/5x5","inception_3b/5x5",0,"inception_3b/5x5","Convolution","Convolution","Convolution",748.,754.1,875.,"{833., 780., 755., 751., 750., 749., 765., 750., 806., 863., 751., 764., 751., 749., 749., 750., 748., 763., 749., 749., 748., 823., 853., 750., 749., 749., 749., 765., 748., 750., 748., 748., 767., 752., 839., 840., 753., 764., 752., 751., 751., 750., 764., 751., 751., 751., 752., 875., 811., 752.}"
36,36,"inception_3b/relu_5x5","inception_3b/relu_5x5",0,"inception_3b/relu_5x5","Elementwise","Elementwise","Elementwise",47.,47.2333,70.,"{70., 53., 49., 48., 48., 48., 48., 48., 47., 48., 47., 47., 47., 47., 47., 47., 47., 48., 47., 47., 47., 47., 47., 47., 47., 48., 48., 47., 47., 47., 47., 47., 47., 47., 47., 47., 47., 60., 48., 48., 48., 48., 47., 47., 47., 47., 47., 47., 47., 47.}"
37,37,"inception_3b/pool","inception_3b/pool",0,"inception_3b/pool","Pooling","Pooling","Pooling",1546.,1592.5667,3497.,"{3414., 3497., 3485., 3479., 3484., 3302., 3495., 3386., 3300., 2141., 1612., 1591., 1589., 1562., 1546., 1554., 1583., 1590., 1556., 1546., 1600., 1593., 1604., 1569., 1546., 1602., 1548., 1590., 1572., 1585., 1602., 1590., 1590., 1554., 1588., 1613., 1590., 1590., 1600., 1547., 1597., 1597., 1546., 1601., 1590., 1600., 1590., 1590., 1607., 1547.}"
38,38,"inception_3b/pool_proj","inception_3b/pool_proj",0,"inception_3b/pool_proj","Convolution","Convolution","Convolution",169.,170.5,246.,"{246., 175., 172., 171., 171., 171., 184., 173., 171., 170., 170., 170., 170., 170., 170., 170., 169., 171., 170., 171., 170., 170., 170., 171., 171., 170., 207., 189., 193., 191., 189., 199., 170., 171., 171., 171., 171., 169., 169., 169., 171., 170., 170., 170., 170., 170., 170., 170., 170., 170.}"
39,39,"inception_3b/relu_pool_proj","inception_3b/relu_pool_proj",0,"inception_3b/relu_pool_proj","Elementwise","Elementwise","Elementwise",52.,52.,73.,"{73., 53., 52., 52., 52., 52., 52., 52., 53., 52., 52., 52., 52., 52., 52., 53., 52., 52., 53., 52., 52., 53., 52., 52., 52., 52., 53., 52., 52., 52., 53., 52., 52., 52., 53., 52., 52., 52., 52., 54., 52., 52., 52., 52., 52., 52., 52., 52., 52., 52.}"
40,40,"inception_3b/output","inception_3b/output",0,"inception_3b/output","Catenate","Catenate","Catenate",195.,196.16670000000002,219.,"{219., 199., 196., 197., 195., 195., 196., 197., 196., 195., 196., 208., 196., 195., 195., 196., 196., 196., 196., 195., 196., 197., 197., 196., 197., 196., 197., 195., 195., 197., 196., 210., 196., 197., 196., 196., 197., 195., 196., 197., 196., 195., 195., 197., 196., 196., 196., 196., 202., 196.}"
41,41,"pool3_3x3_s2_pad","pool3_3x3_s2_pad",0,"pool3_3x3_s2_pad","Padding","Padding","Padding",869.,873.1,893.,"{893., 888., 871., 870., 870., 876., 883., 869., 869., 870., 883., 872., 871., 870., 871., 886., 872., 878., 872., 871., 883., 871., 871., 872., 886., 872., 871., 871., 878., 883., 872., 872., 872., 885., 872., 871., 872., 870., 883., 877., 872., 872., 883., 872., 872., 871., 871., 883., 871., 869.}"
42,42,"pool3_3x3_s2","pool3_3x3_s2",0,"pool3_3x3_s2","Pooling","Pooling","Pooling",781.,783.9333,828.,"{828., 792., 782., 782., 781., 790., 782., 781., 782., 781., 790., 781., 781., 781., 789., 791., 782., 781., 782., 781., 792., 781., 782., 781., 782., 793., 785., 791., 783., 784., 793., 784., 783., 784., 783., 793., 785., 783., 783., 806., 794., 783., 783., 783., 783., 793., 783., 783., 784., 783.}"
43,43,"inception_4a/1x1","inception_4a/1x1",0,"inception_4a/1x1","Convolution","Convolution","Convolution",152.,154.16670000000002,249.,"{249., 163., 157., 155., 155., 154., 154., 154., 155., 153., 154., 154., 153., 168., 158., 155., 153., 154., 153., 154., 155., 154., 157., 154., 153., 153., 154., 153., 153., 160., 153., 153., 154., 154., 153., 153., 154., 154., 164., 153., 154., 152., 152., 154., 152., 154., 182., 172., 171., 170.}"
44,44,"inception_4a/relu_1x1","inception_4a/relu_1x1",0,"inception_4a/relu_1x1","Elementwise","Elementwise","Elementwise",36.,37.1333,54.,"{54., 41., 38., 38., 37., 38., 38., 37., 37., 37., 37., 37., 37., 37., 38., 38., 37., 37., 37., 38., 38., 37., 48., 38., 37., 37., 37., 37., 37., 37., 38., 37., 37., 36., 37., 37., 37., 37., 37., 37., 37., 37., 38., 37., 37., 37., 37., 37., 37., 37.}"
45,45,"inception_4a/3x3_reduce","inception_4a/3x3_reduce",0,"inception_4a/3x3_reduce","Convolution","Convolution","Convolution",85.,88.2,152.,"{152., 94., 96., 88., 87., 86., 87., 88., 86., 86., 85., 86., 86., 85., 85., 86., 93., 114., 96., 97., 96., 97., 97., 97., 97., 96., 96., 97., 86., 86., 86., 86., 86., 86., 87., 85., 86., 86., 86., 85., 85., 87., 95., 89., 86., 87., 86., 86., 86., 85.}"
46,46,"inception_4a/relu_3x3_reduce","inception_4a/relu_3x3_reduce",0,"inception_4a/relu_3x3_reduce","Elementwise","Elementwise","Elementwise",26.,30.0333,44.,"{44., 33., 31., 30., 30., 26., 30., 30., 30., 31., 30., 30., 30., 30., 30., 31., 30., 30., 30., 30., 30., 30., 30., 31., 30., 31., 30., 31., 30., 30., 30., 30., 30., 30., 30., 30., 30., 30., 31., 30., 30., 31., 30., 30., 30., 30., 30., 30., 31., 30.}"
