"start_index","end_index","start_name","end_name","sequence_length","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
1,7,"conv1a","2a/res2a_branch2b1_relu",6,"conv1a-pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu","Convolution","Elementwise","Convolution-Pooling-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise",3938.,3995.5667000000003,4503.,1461.,1492.6000000000001,2058.,42472.,42697.6333,46409.,38534.,38702.0667,41906.,41011.,41205.0333,44351.,"{4503., 4230., 4147., 4045., 4054., 4070., 3985., 4029., 3974., 4024., 4011., 3950., 4026., 3967., 4026., 4004., 3950., 4009., 3940., 4013., 3988., 3944., 4015., 3966., 4000., 4014., 3946., 3981., 3950., 4011., 4017., 3950., 4015., 3949., 4032., 4028., 3953., 4009., 3951., 3999., 4008., 3938., 3993., 3951., 4005., 4020., 3939., 4018., 3939., 3990.}","{2054., 2058., 1839., 1634., 1556., 1532., 1536., 1520., 1543., 1513., 1508., 1510., 1500., 1498., 1513., 1495., 1526., 1498., 1496., 1509., 1484., 1493., 1484., 1490., 1487., 1475., 1471., 1499., 1479., 1475., 1486., 1474., 1483., 1474., 1484., 1502., 1481., 1468., 1483., 1470., 1480., 1487., 1483., 1488., 1482., 1474., 1480., 1461., 1503., 1467.}","{46409., 42714., 42619., 42619., 42550., 42796., 42698., 42656., 42559., 42894., 42777., 42554., 42843., 42689., 42798., 42617., 42894., 42736., 42865., 42472., 42727., 42838., 42639., 42729., 42657., 42888., 42549., 42695., 42860., 42637., 42568., 42527., 42842., 42774., 42556., 42839., 42799., 42620., 42685., 42666., 42735., 42590., 42730., 42876., 42654., 42508., 42717., 42634., 42666., 42608.}"
2,8,"pool1","2a/res2a_branch2b1",6,"pool1-2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1","Pooling","Convolution","Pooling-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution",12578.,12622.3667,13070.,38790.,38894.,39103.,77321.,77584.7,77818.,64743.,64962.333300000006,64748.,38531.,38690.700000000004,38715.,"{12975., 13070., 12676., 13056., 12632., 12910., 12639., 12600., 12598., 12642., 12622., 12601., 12599., 12718., 12607., 12597., 12578., 12594., 12600., 12648., 12586., 12737., 12770., 12603., 12602., 12620., 12590., 12589., 12592., 12627., 12586., 12951., 12692., 12606., 12598., 12953., 12601., 12598., 12680., 12595., 12645., 12604., 12591., 12606., 12649., 12733., 12614., 12613., 12648., 12601.}","{38829., 38829., 38790., 38845., 38997., 38848., 38912., 38926., 38856., 38850., 38875., 38854., 39069., 38903., 38944., 38874., 39048., 39039., 38831., 38793., 38897., 38794., 38958., 38950., 39090., 38968., 38926., 38840., 38817., 38858., 38807., 38957., 38971., 38992., 39103., 39030., 38967., 38890., 38797., 38874., 38858., 38869., 38928., 38900., 38916., 38863., 38830., 39025., 38883., 38811.}","{77521., 77756., 77452., 77680., 77555., 77730., 77641., 77578., 77321., 77537., 77602., 77759., 77591., 77713., 77638., 77485., 77444., 77644., 77494., 77750., 77637., 77539., 77554., 77499., 77368., 77449., 77695., 77629., 77448., 77576., 77650., 77515., 77679., 77508., 77753., 77590., 77737., 77538., 77649., 77676., 77492., 77472., 77703., 77626., 77575., 77562., 77455., 77818., 77468., 77566.}"
3,9,"2a/bn2a_branch2a","2a/res2a_branch1",6,"2a/bn2a_branch2a-2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1","BatchNormalization","Convolution","BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-Convolution",622.,632.0333,1075.,"","","","","","","","","","","","","{1075., 1026., 884., 679., 638., 637., 634., 648., 656., 631., 631., 629., 631., 628., 642., 631., 631., 629., 628., 627., 626., 643., 642., 628., 633., 627., 632., 641., 627., 624., 628., 626., 628., 639., 631., 626., 622., 625., 639., 628., 644., 631., 627., 630., 627., 656., 647., 630., 625., 622.}","",""
4,10,"2a/res2a_branch2a_relu","2a/_plus2a",6,"2a/res2a_branch2a_relu-2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a","Elementwise","Threading","Elementwise-Convolution-BatchNormalization-Elementwise-Convolution-Convolution-Threading",583.,590.4667000000001,992.,2466.,2526.5667000000003,2997.,"","","","","","","","","","{992., 948., 731., 605., 586., 589., 586., 603., 586., 584., 586., 587., 585., 583., 602., 601., 588., 592., 591., 589., 603., 592., 593., 591., 589., 589., 587., 597., 588., 590., 592., 589., 595., 587., 604., 589., 589., 591., 589., 588., 585., 596., 588., 589., 589., 586., 589., 603., 590., 599.}","{2997., 2977., 2821., 2754., 2719., 2653., 2633., 2623., 2620., 2602., 2584., 2569., 2562., 2551., 2564., 2556., 2539., 2525., 2545., 2535., 2546., 2518., 2519., 2547., 2526., 2521., 2510., 2514., 2506., 2511., 2492., 2541., 2519., 2489., 2499., 2493., 2491., 2483., 2485., 2505., 2499., 2466., 2496., 2490., 2480., 2499., 2472., 2505., 2493., 2477.}",""
5,11,"2a/res2a_branch2a","2b1/bn2b1_branch2a",6,"2a/res2a_branch2a-2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a","Convolution","BatchNormalization","Convolution-BatchNormalization-Elementwise-Convolution-Convolution-Threading-BatchNormalization",19590.,19700.9333,19822.,1485.,1513.,2061.,"","","","","","","","","","{19721., 19724., 19710., 19681., 19718., 19705., 19716., 19747., 19716., 19822., 19655., 19711., 19606., 19643., 19593., 19590., 19658., 19684., 19731., 19696., 19714., 19735., 19679., 19723., 19711., 19740., 19666., 19728., 19728., 19652., 19725., 19746., 19716., 19688., 19674., 19717., 19761., 19721., 19712., 19681., 19738., 19759., 19734., 19643., 19669., 19635., 19616., 19681., 19604., 19608.}","{2061., 2060., 1865., 1653., 1567., 1583., 1572., 1541., 1550., 1525., 1516., 1526., 1561., 1533., 1505., 1518., 1515., 1515., 1527., 1528., 1509., 1508., 1502., 1504., 1517., 1517., 1487., 1515., 1496., 1512., 1487., 1510., 1512., 1503., 1510., 1499., 1485., 1504., 1496., 1494., 1509., 1490., 1513., 1514., 1491., 1522., 1498., 1490., 1504., 1486.}",""
6,12,"2a/bn2a_branch2b1","2b1/res2b1_branch2a_relu",6,"2a/bn2a_branch2b1-2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu","BatchNormalization","Elementwise","BatchNormalization-Elementwise-Convolution-Convolution-Threading-BatchNormalization-Elementwise","","","",1460.,1490.8000000000002,2098.,"","","","","","","","","","","{2098., 2080., 1872., 1633., 1546., 1544., 1545., 1514., 1534., 1498., 1496., 1512., 1517., 1501., 1511., 1494., 1503., 1493., 1485., 1504., 1470., 1486., 1501., 1484., 1495., 1497., 1478., 1488., 1466., 1478., 1478., 1473., 1485., 1493., 1475., 1495., 1474., 1475., 1491., 1482., 1469., 1503., 1464., 1474., 1460., 1472., 1490., 1469., 1471., 1479.}",""
7,13,"2a/res2a_branch2b1_relu","2b1/res2b1_branch2a",6,"2a/res2a_branch2b1_relu-2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a","Elementwise","Convolution","Elementwise-Convolution-Convolution-Threading-BatchNormalization-Elementwise-Convolution",1439.,1469.2333,1966.,38791.,38941.2333,39162.,"","","","","","","","","","{1966., 1917., 1770., 1562., 1504., 1508., 1485., 1498., 1501., 1487., 1510., 1482., 1475., 1474., 1477., 1475., 1493., 1463., 1492., 1463., 1458., 1469., 1477., 1464., 1479., 1449., 1470., 1447., 1450., 1472., 1457., 1447., 1457., 1447., 1449., 1471., 1442., 1473., 1446., 1448., 1464., 1439., 1460., 1476., 1446., 1450., 1468., 1444., 1472., 1468.}","{38952., 38918., 38810., 38921., 38887., 38857., 39012., 38947., 39162., 39019., 38957., 38804., 39031., 38941., 38844., 38931., 38986., 38892., 39157., 38956., 38857., 39021., 38993., 38791., 39049., 38991., 38857., 39136., 38955., 38930., 38799., 39001., 38854., 39050., 38955., 38884., 38878., 38875., 38947., 39030., 38869., 38978., 38905., 38889., 38898., 38983., 38972., 38947., 39064., 38956.}",""
8,14,"2a/res2a_branch2b1","2b1/bn2b1_branch2b1",6,"2a/res2a_branch2b1-2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1","Convolution","BatchNormalization","Convolution-Convolution-Threading-BatchNormalization-Elementwise-Convolution-BatchNormalization",38784.,38920.5333,39158.,1521.,1553.8333,2103.,"","","","","","","","","","{38907., 38834., 39032., 38806., 38807., 39104., 38952., 38944., 38880., 39048., 38841., 39061., 38837., 38916., 38958., 38884., 39158., 38987., 38895., 38920., 38967., 38789., 38934., 38974., 38972., 38859., 38891., 39043., 39047., 38886., 38815., 38932., 38815., 38784., 39038., 38859., 38913., 38878., 38902., 38846., 38948., 38861., 38890., 39086., 38952., 39052., 38993., 39019., 38867., 38876.}","{2101., 2103., 1857., 1667., 1614., 1593., 1595., 1579., 1566., 1574., 1578., 1588., 1564., 1557., 1563., 1555., 1565., 1564., 1567., 1590., 1557., 1564., 1547., 1559., 1565., 1542., 1542., 1543., 1528., 1547., 1548., 1537., 1554., 1528., 1536., 1530., 1550., 1548., 1539., 1552., 1534., 1521., 1542., 1535., 1532., 1543., 1531., 1542., 1528., 1541.}",""
9,15,"2a/res2a_branch1","2b1/res2b1_branch2b1_relu",6,"2a/res2a_branch1-2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu","Convolution","Elementwise","Convolution-Threading-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise","","","",1446.,1480.3000000000002,2046.,"","","","","","","","","","","{2046., 2044., 1888., 1605., 1564., 1518., 1513., 1528., 1524., 1508., 1519., 1486., 1506., 1483., 1486., 1503., 1471., 1475., 1497., 1465., 1469., 1485., 1468., 1492., 1466., 1472., 1479., 1457., 1471., 1487., 1471., 1474., 1464., 1457., 1473., 1480., 1468., 1478., 1466., 1466., 1468., 1446., 1488., 1467., 1464., 1488., 1456., 1453., 1484., 1449.}",""
10,16,"2a/_plus2a","2b1/res2b1_branch2b1",6,"2a/_plus2a-2b1/bn2b1_branch2a-2b1/res2b1_branch2a_relu-2b1/res2b1_branch2a-2b1/bn2b1_branch2b1-2b1/res2b1_branch2b1_relu-2b1/res2b1_branch2b1","Threading","Convolution","Threading-BatchNormalization-Elementwise-Convolution-BatchNormalization-Elementwise-Convolution",2526.,2579.9,3083.,38763.,38892.2667,39244.,88208.,88479.4333,89185.,85682.,85899.53330000001,86102.,49445.,49587.1667,49941.,"{3083., 3041., 2876., 2769., 2719., 2704., 2670., 2676., 2644., 2626., 2629., 2640., 2610., 2613., 2609., 2590., 2601., 2586., 2579., 2601., 2585., 2571., 2602., 2564., 2573., 2581., 2573., 2557., 2568., 2548., 2583., 2569., 2545., 2562., 2566., 2535., 2549., 2548., 2559., 2563., 2540., 2557., 2561., 2529., 2554., 2556., 2538., 2547., 2526., 2543.}","{38764., 38932., 38855., 38886., 38819., 39014., 38919., 39075., 38966., 38915., 38763., 38945., 38902., 38830., 38889., 39054., 38966., 38830., 39244., 38908., 38820., 38919., 38874., 38804., 39046., 38927., 38848., 38930., 38874., 38776., 38919., 38779., 38832., 39022., 39057., 38909., 38947., 39024., 38852., 38774., 38880., 38854., 38892., 38860., 38863., 38913., 38898., 39041., 38817., 38799.}","{89185., 88666., 88366., 88454., 88359., 88390., 88628., 88466., 88707., 88385., 88208., 88410., 88552., 88426., 88732., 88291., 88312., 88468., 88382., 88513., 88432., 88480., 88475., 88440., 88452., 88640., 88769., 88671., 88466., 88442., 88365., 88532., 88555., 88527., 88425., 88431., 88350., 88503., 88581., 88546., 88458., 88466., 88516., 88363., 88455., 88701., 88726., 88642., 88509., 88346.}"
